LP08_Strat_depth,Mean_age,LP08_Ln(Fe/Mn),100-yr_PCHIP_age,LP08_Ln(Fe/Mn),LP08_Ln(Fe/Mn)_Z_score
127.8,2571.36,3.414514116,5160,2.985,-0.063198
128,2573.91,3.334625623,5170,2.8252,-0.077754
128.2,2576.46,3.431038141,5180,2.8644,0.082057
128.4,2579.01,3.082624108,5190,3.0332,0.046444
128.5,2580.28,3.230259547,5200,2.8914,0.0090143
128.7,2582.83,3.206803244,5210,2.9824,0.12615
128.9,2585.38,3.303676427,5220,2.9695,0.10906
129.1,2587.93,3.335137236,5230,2.6626,0.13953
129.3,2590.48,3.224736752,5240,3.0008,0.15973
129.5,2593.03,3.250566472,5250,2.8331,-0.13299
129.6,2594.3,3.457678235,5260,2.3586,0.03633
129.8,2596.85,3.455056551,5270,2.8691,-0.079611
130,2599.4,3.265077608,5280,3.2235,-0.4731
130.2,2601.94,3.361074583,5290,3.0396,0.072881
130.4,2604.49,3.269795915,5300,3.064,0.38051
130.5,2605.76,3.324188001,5310,3.1155,0.22047
130.7,2608.31,3.278789574,5320,3.0254,0.24021
130.9,2610.85,3.296883302,5330,2.9743,0.2469
131.1,2613.4,3.259494162,5340,2.7763,0.16443
131.3,2615.94,3.376411404,5350,2.662,0.17065
131.5,2618.49,3.238613308,5360,2.8971,-0.25942
131.6,2619.76,3.242307356,5370,2.8106,-0.076399
131.8,2622.31,3.126236701,5380,2.7459,0.060898
132,2624.85,3.13074494,5390,2.5379,-0.0070479
132.2,2627.4,3.17141081,5400,2.9044,-0.1788
132.4,2629.94,3.142608971,5410,2.8507,-0.1984
132.5,2631.21,3.152287322,5420,2.644,-0.037977
132.7,2633.76,3.216718618,5430,2.6176,0.29419
132.9,2636.31,3.041158263,5440,2.5865,-0.050699
133.1,2638.85,3.268273707,5450,2.9584,-0.19668
133.3,2641.4,3.242616919,5460,2.689,-0.11572
133.5,2643.94,3.079355426,5470,2.829,0.026211
133.6,2645.21,3.020078045,5480,2.8876,-0.10907
133.8,2647.76,3.103306404,5490,2.7957,-0.0066753
134,2650.31,3.084864255,5500,2.7724,-0.0012243
134.2,2652.85,3.169685581,5510,3.1086,0.029352
134.4,2655.4,3.073265352,5520,3.1192,-0.078512
134.5,2656.67,3.053389316,5530,3.0523,0.070071
134.7,2659.21,2.982430989,5540,3.107,0.34866
134.9,2661.76,2.985611789,5550,3.1854,0.23639
135.1,2664.31,3.071848951,5560,3.0971,0.23844
135.3,2666.85,3.051128488,5570,3.2097,0.3072
135.5,2669.4,2.973818377,5580,3.0705,0.33642
135.6,2670.67,2.945380789,5590,2.93,0.33238
135.8,2673.21,2.893541333,5600,3.1105,0.34886
136,2675.76,2.99212111,5610,3.1794,0.15943
136.2,2678.31,3.344632264,5620,3.0485,0.12966
136.4,2680.85,3.237280611,5630,3.1729,0.3305
136.5,2682.12,3.135947012,5640,3.1182,0.32966
136.7,2684.67,3.141162927,5650,3.0439,0.20485
136.9,2687.21,3.220948603,5660,3.0386,0.33431
137.1,2689.76,3.003726068,5670,3.1558,0.22858
137.3,2692.31,3.022444137,5680,3.2828,0.21247
137.5,2694.85,3.04770614,5690,3.1414,0.20895
137.6,2696.12,3.046078858,5700,2.8539,0.38727
137.8,2698.67,3.251047338,5710,2.5695,0.42332
138,2701.21,3.198619269,5720,2.3876,0.27215
138.2,2703.76,3.176016624,5730,2.0327,-0.036851
138.4,2706.31,3.067477537,5740,1.1285,-0.28216
138.5,2707.58,3.124496605,5750,1.6279,-0.48078
138.7,2710.12,3.118583974,5760,2.5597,-0.86655
138.9,2712.67,3.168193549,5770,2.993,-1.6167
139.1,2715.21,3.170203906,5780,3.125,-1.2424
139.3,2717.76,3.209277671,5790,3.1298,-0.19646
139.5,2720.31,3.052242131,5800,3.1757,0.16553
139.6,2721.58,2.888954323,5810,3.319,0.28969
139.8,2724.12,3.102224224,5820,3.1627,0.29445
140,2726.67,2.997868149,5830,3.1638,0.3396
140.2,2729.22,2.854004114,5840,3.2961,0.49091
140.4,2731.78,2.64619892,5850,3.3891,0.332
140.5,2733.06,2.835606008,5860,3.2994,0.32605
140.7,2735.61,3.005998802,5870,3.3711,0.4455
140.9,2738.17,2.827123603,5880,3.2227,0.55496
141.1,2740.72,2.955882661,5890,3.37,0.45849
141.3,2743.28,3.018755785,5900,3.3679,0.49307
141.5,2745.83,3.057829631,5910,3.3599,0.46406
141.6,2747.11,3.063367731,5920,3.4531,0.53796
141.8,2749.66,3.103312546,5930,3.7134,0.52137
142,2752.22,3.261528545,5940,3.6426,0.55597
142.2,2754.77,2.976615055,5950,3.6009,0.80392
142.4,2757.33,2.926639637,5960,3.5069,0.81853
142.5,2758.6,2.964818927,5970,3.366,0.77834
142.7,2761.16,2.849639655,5980,3.4218,0.69387
142.9,2763.71,2.997106329,5990,3.4791,0.51958
143.1,2766.27,3.004916163,6000,3.3572,0.58623
143.3,2768.82,3.044925908,6010,3.3076,0.63996
143.5,2771.38,3.088306474,6020,3.344,0.46808
143.6,2772.66,2.987889096,6030,3.461,0.48533
143.8,2775.21,2.798426209,6040,3.5063,0.54057
144,2777.77,2.991770354,6050,3.3093,0.67667
144.2,2780.32,2.978431,6060,3.3923,0.55498
144.4,2782.88,2.967659491,6070,3.4328,0.50602
144.5,2784.15,3.005777802,6080,3.5688,0.60278
144.7,2786.71,2.993251722,6090,3.6561,0.70864
144.9,2789.26,3.013806166,6100,3.6119,0.81917
145.1,2791.82,2.87246548,6110,3.5177,0.77658
145.3,2794.37,3.004524676,6120,3.4932,0.68307
145.5,2796.93,3.02129949,6130,3.4901,0.64019
145.6,2798.2,3.174927851,6140,3.4477,0.65687
145.8,2800.76,3.084290405,6150,3.3501,0.5327
146,2803.31,3.130252102,6160,3.3165,0.53672
146.2,2805.87,3.049921886,6170,3.1403,0.39703
146.4,2808.42,3.200737634,6180,2.976,0.18696
146.5,2809.7,2.955541393,6190,2.965,0.12348
146.7,2812.26,3.168307031,6200,2.7831,-0.051925
146.9,2814.81,3.163978442,6210,2.8406,0.026072
147.1,2817.37,3.121846521,6220,2.6059,-0.21761
147.3,2819.92,3.035231655,6230,2.5372,-0.29564
147.5,2822.48,3.126532338,6240,2.2942,-0.53881
147.6,2823.75,3.173265964,6250,2.5296,-0.3064
147.8,2826.31,3.070539367,6260,2.6087,-0.19565
148,2828.86,3.022527416,6270,2.5577,-0.28083
148.2,2831.42,3.11189784,6280,2.8313,-0.006231
148.4,2833.97,3.189333195,6290,2.4562,-0.44628
148.5,2835.25,3.347093123,6300,2.9349,0.23172
148.7,2837.8,3.186058306,6310,3.107,0.15318
148.9,2840.36,3.126804726,6320,3.1723,0.34188
149.1,2842.91,3.120329646,6330,2.9549,-0.25949
149.3,2845.47,3.258222633,6340,2.956,0.19886
149.5,2848.02,3.125977433,6350,2.9064,0.10613
149.6,2849.3,3.238999841,6360,2.9322,0.042767
149.8,2851.86,3.131506572,6370,2.524,-0.17936
150,2854.41,3.14668636,6380,2.6767,-0.36684
150.2,2856.93,3.121393797,6390,2.7658,-0.066008
150.4,2859.45,3.250353195,6400,2.7435,0.14156
150.5,2860.7,3.277298955,6410,2.7915,-0.11744
150.7,2863.22,3.402106811,6420,2.8095,-0.4757
150.9,2865.74,3.188970159,6430,2.4716,-0.08686
151.1,2868.26,3.173442795,6440,2.4306,-0.31338
151.3,2870.77,3.082459519,6450,2.5526,-0.39508
151.5,2873.29,3.047952973,6460,2.5071,-0.22959
151.6,2874.55,3.392441209,6470,2.638,-0.18501
151.8,2877.07,3.219941923,6480,2.6987,-0.14958
152,2879.58,3.178552111,6490,2.5306,-0.78367
152.2,2882.1,3.250055868,6500,2.0997,-0.15556
152.4,2884.62,3.233449955,6510,2.9114,-0.056976
152.5,2885.88,3.218968844,6520,2.7412,-0.082721
152.7,2888.39,3.194258099,6530,2.7357,-0.76118
152.9,2890.91,3.308642412,6540,1.8596,-0.11825
153.1,2893.43,3.252054224,6550,2.8261,-0.093348
153.3,2895.95,3.096003875,6560,2.6186,-0.26804
153.5,2898.46,3.21086215,6570,2.5694,-0.16656
153.6,2899.72,3.230326722,6580,2.7586,-0.098575
153.8,2902.24,3.176686776,6590,2.6535,-0.35332
154,2904.76,3.21907885,6600,2.4063,-0.6142
154.2,2907.27,3.094938154,6610,2.2645,-0.54005
154.4,2909.79,3.133250553,6620,2.2941,-0.095468
154.5,2911.05,3.098483755,6630,2.7777,0.061598
154.7,2913.57,2.93587144,6640,3.0715,0.1621
154.9,2916.08,3.115653694,6650,2.9377,0.27499
155.1,2918.6,3.399387836,6660,3.1097,0.26404
155.3,2921.12,3.079942111,6670,3.083,0.25187
155.5,2923.64,3.17082884,6680,3.0969,0.279
155.6,2924.89,3.081052776,6690,2.9823,0.034335
155.8,2927.41,2.955113621,6700,2.8482,-0.10379
156,2929.93,2.975914125,6710,2.705,0.067045
156.2,2932.45,2.886999073,6720,3.3524,0.61986
156.4,2934.96,2.82187365,6730,3.4226,0.53806
156.5,2936.22,2.804603389,6740,3.2795,0.40145
156.7,2938.74,2.934514209,6750,3.1894,0.29464
156.9,2941.26,2.962566364,6760,2.8915,0.065983
157.1,2943.77,2.877349743,6770,2.8763,0.015222
157.3,2946.29,2.934672017,6780,3.0245,0.18675
157.5,2948.81,2.949688335,6790,2.8027,-0.10727
157.6,2950.07,2.988447741,6800,2.4794,-0.38164
157.8,2952.58,2.846280681,6810,3.1669,0.32722
158,2955.1,2.848581374,6820,3.0693,0.23031
158.2,2957.62,2.945878386,6830,2.8372,-0.019931
158.4,2960.14,2.991566058,6840,2.8125,-0.023259
158.5,2961.39,2.892663815,6850,2.7428,-0.092766
158.7,2963.91,2.774238304,6860,2.7695,-0.06747
158.9,2966.43,2.940785785,6870,2.9174,0.084027
159.1,2968.95,2.902060962,6880,2.534,-0.21606
159.3,2971.46,2.850877659,6890,2.5999,-0.28874
159.5,2973.98,2.813923406,6900,2.9258,0.10836
159.6,2975.24,2.878628355,6910,2.7271,-0.076069
159.8,2977.76,2.725342543,6920,2.6381,-0.19315
160,2980.27,2.876688363,6930,2.8052,-0.033869
160.2,2985.03,2.970123709,6940,2.4882,-0.16408
160.4,2989.78,2.991616165,6950,2.4286,-0.51075
160.5,2992.16,2.946430615,6960,2.4709,-0.52009
160.7,2996.92,3.125959603,6970,2.7625,-0.18306
160.9,3001.67,3.100462092,6980,2.8094,-0.05909
161.1,3006.43,3.010637699,6990,2.7099,0.058359
161.3,3011.18,3.181280383,7000,3.0973,0.060031
161.5,3015.94,3.294167138,7010,2.8091,0.26477
161.6,3018.31,3.102553985,7020,1.5712,0.024725
161.8,3023.07,2.943282984,7030,2.5793,-1.6262
162,3027.82,2.900149948,7040,2.3206,-0.2675
162.2,3032.58,3.029033998,7050,2.129,-0.39974
162.4,3037.33,3.123686588,7060,0.61311,-0.55972
162.5,3039.71,3.072590808,7070,2.3763,-2.2979
162.7,3044.47,2.99424307,7080,2.5122,-1.1372
162.9,3049.22,2.95676782,7090,2.6779,-0.44691
163.1,3053.98,3.048942334,7100,3.0968,-0.28798
163.3,3058.73,2.769548786,7110,3.2813,-0.0747
163.5,3063.49,2.831231744,7120,3.5094,0.26097
163.6,3065.86,2.882384809,7130,3.618,0.4295
163.8,3070.62,2.853289479,7140,3.6135,0.63965
164,3075.37,2.932798049,7150,3.678,0.72252
164.2,3080.13,2.800346536,7160,3.4304,0.74806
164.4,3084.88,2.702466545,7170,3.3632,0.89956
164.5,3087.26,2.953481594,7180,3.1936,0.66788
164.7,3092.02,3.041785594,7190,2.8459,0.6297
164.9,3096.77,3.0775833,7200,3.2393,0.4682
165.1,3101.53,2.945833061,7210,3.0348,0.31879
165.3,3106.28,2.941589974,7220,2.5793,0.0045781
165.5,3111.04,3.121785113,7230,2.5066,0.3955
165.6,3113.41,2.83646264,7240,2.0272,0.19816
165.8,3118.17,3.054443301,7250,2.1144,-0.27073
166,3122.92,3.127557666,7260,2.7261,-0.31497
166.2,3127.68,3.182376787,7270,3.3188,-0.59675
166.4,3132.43,2.998772145,7280,3.328,-0.95204
166.5,3134.81,3.006049241,7290,2.4743,-0.14999
166.7,3139.57,3.035784741,7300,2.4763,0.5004
166.9,3144.32,3.07526627,7310,2.7995,0.44495
167.1,3149.08,3.159468204,7320,2.6834,-0.31859
167.3,3153.83,3.045903567,7330,2.7108,-0.37099
167.5,3158.59,3.072840276,7340,2.1349,-0.065408
167.6,3160.96,3.020615914,7350,2.095,-0.076486
167.8,3165.72,2.94333902,7360,1.6087,-0.20009
168,3170.47,3.084549414,7370,1.889,-0.44022
168.2,3175.23,2.888038035,7380,1.5455,-0.66555
168.4,3179.98,3.047157138,7390,1.6305,-1.45
168.5,3182.36,3.167635962,7400,1.7238,-1.089
168.7,3187.12,3.151267921,7410,1.7823,-1.3146
168.9,3191.87,3.104608768,7420,1.4255,-1.1044
169.1,3196.63,3.040863554,7430,1.68,-1.0355
169.3,3201.38,2.914975305,7440,1.1111,-1.0582
169.5,3206.14,3.233235506,7450,1.5096,-1.4512
169.6,3208.51,3.097926688,7460,1.7881,-1.2143
169.8,3213.27,3.110055098,7470,1.3847,-1.4493
170,3218.02,3.080461574,7480,1.6188,-1.4256
170.2,3222.86,3.076109373,7490,2.0943,-1.0685
170.4,3227.7,2.908084966,7500,1.1395,-1.4997
170.5,3230.12,3.04511899,7510,0.75385,-1.1884
170.7,3234.96,3.104420579,7520,1.8322,-0.72539
170.9,3239.8,3.183468029,7530,1.8218,-1.602
171.1,3244.63,3.208590554,7540,1.9044,-1.9142
171.3,3249.47,3.284663565,7550,1.7959,-1.0248
171.5,3254.31,3.177569217,7560,2.5196,-0.95904
171.6,3256.73,3.143805852,7570,2.309,-1.002
171.8,3261.57,3.367692105,7580,2.8668,-0.99315
172,3266.41,3.253249,7590,2.1828,-0.36839
172.2,3271.24,3.301956265,7600,1.7521,-0.52561
172.4,3276.08,3.286109574,7610,1.8375,-0.06223
172.5,3278.5,3.170004645,7620,1.1793,-0.62422
172.7,3283.34,3.176186416,7630,1.3788,-1.0723
172.9,3288.18,3.20843314,7640,1.1467,-0.99425
173.1,3293.02,3.407055893,7650,1.9895,-1.6641
173.3,3297.85,3.155748073,7660,1.8996,-1.4571
173.5,3302.69,3.304711726,7670,1.3528,-1.5494
173.6,3305.11,3.246055946,7680,1.0073,-0.79001
173.8,3309.95,3.092228552,7690,1.2899,-0.95238
174,3314.79,3.208521399,7700,1.6796,-1.6098
174.2,3319.63,3.042235071,7710,1.8511,-1.9955
174.4,3324.46,2.999092008,7720,2.3987,-1.4447
174.5,3326.88,3.025669267,7730,2.8168,-1.1322
174.7,3331.72,3.037152728,7740,3.058,-1.3616
174.9,3336.56,3.081485763,7750,3.0045,-0.50901
175.1,3341.4,3.114069172,7760,3.3268,0.081531
175.3,3346.24,3.037013016,7770,3.6198,0.14247
175.5,3351.07,2.958638149,7780,3.4564,0.46246
175.6,3353.49,2.962837011,7790,3.3442,0.96666
175.8,3358.33,3.030967261,7800,3.1519,0.61552
176,3363.17,3.005163964,7810,3.2121,0.60407
176.2,3368.01,3.105963719,7820,3.1487,0.44108
176.4,3372.85,3.040955782,7830,3.1194,0.34896
176.5,3375.26,3.018546951,7840,2.5755,0.31016
176.7,3380.1,2.919638781,7850,2.3905,0.3256
176.9,3384.94,2.941301229,7860,1.8953,0.1757
177.1,3389.78,2.842756896,7870,2.4371,-0.1677
177.3,3394.62,2.970217207,7880,2.1135,-0.33477
177.5,3399.45,2.621564172,7890,2.1838,-0.66334
177.6,3401.87,2.909288917,7900,2.2283,-0.4438
177.8,3406.71,2.95078996,7910,2.6703,-0.63761
178,3411.55,2.890371758,7920,3.1319,-0.51182
178.2,3416.39,2.896594553,7930,3.1675,-0.66124
178.4,3421.23,2.884608053,7940,3.2859,0.16621
178.5,3423.65,3.00884043,7950,3.1275,0.39523
178.7,3428.48,3.099805489,7960,3.1305,0.25351
178.9,3433.32,3.057224407,7970,3.1094,0.37232
179.1,3438.16,3.044362629,7980,3.1992,0.36407
179.3,3443,2.922763254,7990,3.1568,0.29032
179.5,3447.84,2.962218094,8000,3.152,0.31898
179.6,3450.26,2.991878704,8010,3.1845,0.34843
179.8,3455.09,3.066489756,8020,3.148,0.31559
180,3459.93,2.966027119,8030,3.2012,0.33049
180.2,3464.51,3.013323549,8040,3.2157,0.44251
180.4,3469.09,2.871014036,8050,3.2136,0.30624
180.5,3471.38,3.061067671,8060,3.2632,0.38978
180.7,3475.95,3.01489531,8070,3.2817,0.371
180.9,3480.53,2.736786596,8080,3.3043,0.4192
181.1,3485.11,2.988010227,8090,2.6066,0.44554
181.3,3489.69,3.115191053,8100,2.226,0.4702
181.5,3494.26,2.882187349,8110,0.7167,-0.26346
181.6,3496.55,2.959317746,8120,1.9867,-0.77243
181.8,3501.13,3.386050566,8130,2.1578,-1.0229
182,3505.71,2.763220379,8140,1.3411,-0.74012
182.2,3510.28,2.822713109,8150,2.1931,-1.072
182.4,3514.86,2.783967401,8160,2.1865,-1.3036
182.5,3517.15,2.804968098,8170,1.8904,-0.081511
182.7,3521.73,2.799632014,8180,2.3304,-0.80647
182.9,3526.31,2.764906226,8190,1.8869,-0.67121
183.1,3530.88,2.811461916,8200,2.2451,-0.76905
183.3,3535.46,2.994908889,8210,1.803,-0.73547
183.5,3540.04,2.85382796,8220,2.2365,-1.0201
183.6,3542.33,2.820956143,8230,1.0293,-0.62637
183.8,3546.9,2.804050591,8240,-0.44568,-2.4086
184,3551.48,2.834620364,8250,1.2822,-2.5057
184.2,3556.06,2.964617348,8260,1.5344,-1.4062
184.4,3560.64,2.950465307,8270,2.0478,-1.1089
184.5,3562.93,2.910129348,8280,2.7206,-0.48248
184.7,3567.5,2.821793207,8290,2.8948,0.024804
184.9,3572.08,2.816092831,8300,2.7833,0.03671
185.1,3576.66,2.928653944,8310,2.3396,-0.063938
185.3,3581.24,3.003131884,8320,0.89249,-0.74084
185.5,3585.81,2.937777162,8330,-1.7328,-2.5595
185.6,3588.1,2.858110896,8340,-0.52465,-4.6975
185.8,3592.68,2.920769235,8350,1.0046,-2.7826
186,3597.26,2.965837799,8360,2.5574,-1.5888
186.2,3601.83,3.241244461,8370,2.4268,-0.25054
186.4,3606.41,3.216953979,8380,0.75257,-0.42285
186.5,3608.7,3.035038327,8390,1.5829,-2.0768
186.7,3613.28,2.992633013,8400,1.99,-1.3508
186.9,3617.86,2.843529482,8410,0.86729,-0.81641
187.1,3622.43,2.837367599,8420,2.258,-1.977
187.3,3627.01,3.15124848,8430,2.302,-0.75643
187.5,3631.59,2.960922869,8440,0.72906,-0.37893
187.6,3633.88,2.95546568,8450,-0.38432,-1.2954
187.8,3638.45,3.055572274,8460,1.6588,-3.298
188,3643.03,2.998222246,8470,0.83714,-0.8511
188.2,3647.61,2.946461225,8480,2.6715,-1.8938
188.4,3652.19,3.028853744,8490,2.3453,-0.4599
188.5,3654.48,3.103678729,8500,1.3094,-0.18441
188.7,3659.05,2.988728106,8510,-0.11287,-1.3108
188.9,3663.63,3.072548628,8520,3.3071,-2.292
189.1,3668.21,3.143698455,8530,2.9205,-3.0221
189.3,3672.79,3.085671949,8540,3.2647,0.23962
189.5,3677.36,3.115981402,8550,2.8142,0.098076
189.6,3679.65,2.91632068,8560,2.6217,0.23232
189.8,3684.23,3.135379793,8570,2.6963,-0.07078
190,3688.81,3.061465661,8580,2.8863,-0.3147
190.2,3693.6,3.047716544,8590,3.0868,-0.075016
190.4,3698.39,3.336122862,8600,2.6187,0.075795
190.5,3700.78,3.135960362,8610,2.3488,0.09276
190.7,3705.57,3.098041492,8620,2.1373,-0.2388
190.9,3710.36,3.08524299,8630,2.0764,-0.49528
191.1,3715.15,3.286029168,8640,1.9626,-0.69757
191.3,3719.94,2.996972199,8650,1.5972,-0.76843
191.5,3724.73,3.032442675,8660,2.2844,-0.91052
191.6,3727.13,3.165291579,8670,2.9952,-1.2785
191.8,3731.92,3.065465612,8680,3.0465,-0.70805
192,3736.71,3.103362938,8690,3.3313,0.044515
192.2,3741.5,3.115677472,8700,3.3466,0.14867
192.4,3746.29,2.86352728,8710,3.3363,0.511
192.5,3748.68,3.206693072,8720,3.4049,0.4843
192.7,3753.47,3.223599852,8730,3.4415,0.43562
192.9,3758.27,3.321248832,8740,3.3912,0.50324
193.1,3763.06,3.25543612,8750,3.491,0.57666
193.3,3767.85,3.189331224,8760,3.5082,0.58115
193.5,3772.64,3.1091444,8770,3.3093,0.56178
193.6,3775.03,3.381018377,8780,2.5923,0.70103
193.8,3779.82,3.206698232,8790,1.5529,0.66911
194,3784.61,3.186683985,8800,1.3718,0.34606
194.2,3789.4,3.297801503,8810,1.7346,-0.48148
194.4,3794.19,3.214351499,8820,1.1509,-1.3535
194.5,3796.59,3.211501764,8830,1.5016,-1.4051
194.7,3801.38,3.291231457,8840,1.5578,-0.97008
194.9,3806.17,3.275268677,8850,2.0614,-1.626
195.1,3810.96,3.390188096,8860,1.4107,-0.92122
195.3,3815.75,3.33654554,8870,1.5386,-1.2706
195.5,3820.54,3.312353064,8880,1.7133,-1.2121
195.6,3822.93,3.392410778,8890,0.95877,-1.3627
195.8,3827.72,3.397893318,8900,1.2771,-1.1229
196,3832.51,3.169522395,8910,1.9644,-1.8015
196.2,3837.3,3.179051337,8920,0.95014,-1.5629
196.4,3842.09,3.195387844,8930,0.78013,-0.69913
196.5,3844.49,3.072748428,8940,3.731,-1.9483
196.7,3849.28,3.037027529,8950,1.5857,-1.5461
196.9,3854.07,3.013821638,8960,2.3007,-0.13337
197.1,3858.86,3.065699847,8970,3.2221,-0.90175
197.3,3863.65,2.840155138,8980,1.6839,-1.1424
197.5,3868.44,2.887015161,8990,1.4262,-0.76555
197.6,3870.83,2.957919374,9000,1.4174,-1.4055
197.8,3875.63,2.813042228,9010,1.0543,-1.418
198,3880.42,2.897859991,9020,-0.24022,-1.8809
198.2,3885.21,2.987829408,9030,-0.48893,-3.3453
198.4,3890,3.064425215,9040,1.2043,-2.7272
198.5,3892.39,2.947606272,9050,0.74428,-1.6742
198.7,3897.18,2.829437586,9060,1.2867,-1.9917
198.9,3901.97,2.980618636,9070,0.94287,-1.7506
199,3904.37,3.005716281,9080,0.7566,-2.0296
199.2,3909.16,2.930078303,9090,-0.63588,-3.3306
199.4,3913.95,2.919441111,9100,-0.84413,-3.6797
199.6,3918.74,2.859094019,9110,-0.81807,-3.6387
199.8,3923.53,2.846280681,9120,-0.10339,-2.6365
200,3928.32,2.762680169,9130,-0.44731,-3.8285
200.2,3933.28,2.741661548,9140,0.0061147,-1.4082
200.4,3938.25,2.67514285,9150,1.7031,-0.96508
200.6,3943.21,2.634336628,9160,1.8342,-1.1657
200.8,3948.18,2.628965501,9170,1.6362,-1.3283
201,3953.14,2.719172331,9180,1.4945,-1.4306
201.2,3958.11,2.786837582,9190,1.4038,-1.3628
201.4,3963.07,2.774585661,9200,1.4348,-1.0001
201.6,3968.04,2.875019049,9210,1.7844,-0.85909
201.8,3973,2.954509558,9220,1.9196,-0.83818
202,3977.97,2.808994199,9230,2.0394,-1.2542
202.2,3982.94,2.850436915,9240,1.8687,-1.7422
202.4,3987.9,2.962831795,9250,1.3939,-2.8069
202.6,3992.87,2.816482916,9260,1.0393,-3.2527
202.8,3997.83,2.585958534,9270,-0.098974,-1.9289
203,4002.8,2.595170853,9280,-0.45083,-1.0699
203.2,4007.76,2.529129794,9290,0.56256,-1.0749
203.4,4012.73,2.733655639,9300,1.6458,-2.5261
203.6,4017.69,2.797387837,9310,1.8068,-2.7466
203.8,4022.66,2.742854123,9320,1.4463,-3.2421
204,4027.62,2.890787818,9330,0.094543,-1.5959
204.2,4032.59,2.8056272,9340,0.066123,-1.4752
204.4,4037.55,2.696584472,9350,-0.42379,-0.72893
204.6,4042.52,2.835865054,9360,1.2703,-0.42507
204.8,4047.48,2.775024777,9370,1.3506,-1.0808
205,4052.45,2.807497039,9380,1.9938,-2.6817
205.2,4057.41,2.886280577,9390,2.3878,-2.1175
205.4,4062.38,2.910914607,9400,2.1312,-1.3365
205.6,4067.34,2.797746143,9410,0.61708,-2.0655
205.8,4072.31,2.872184888,9420,0.27864,-2.9984
206,4077.27,2.684089408,9430,1.1062,-3.7458
206.2,4082.24,2.823361048,9440,1.3881,-2.9419
206.4,4087.21,2.696641565,9450,0.75537,-2.4615
206.6,4092.17,2.929935099,9460,0.0089982,-1.7993
206.8,4097.14,2.929453108,9470,-1.0504,-0.28101
207,4102.1,3.253130849,9480,-0.3179,-0.078419
207.2,4107.07,3.070255188,9490,0.22654,-0.18588
207.4,4112.03,2.789100127,9500,0.56898,0.019352
207.6,4117,3.008795922,9510,1.448,-0.11699
207.8,4121.96,2.918573193,9520,2.8524,-0.24555
208,4126.93,2.950386172,9530,2.7238,-0.1529
208.2,4131.89,3.061471996,9540,2.6481,0.032929
208.4,4136.86,2.953343148,9550,2.8258,0.13424
208.6,4141.82,2.898901114,9560,2.7726,0.23363
208.8,4146.79,3.087309713,9570,2.6152,0.1397
209,4151.75,3.193589096,9580,2.6195,0.024026
209.2,4156.72,2.971089002,9590,2.7629,-0.0044761
209.4,4161.68,2.994215973,9600,2.9068,-0.36906
209.6,4166.65,2.891108949,9610,2.9988,-0.70618
209.8,4171.61,2.869318349,9620,3.064,-1.2234
210,4176.58,2.773942819,9630,2.9737,-2.1372
210.2,4181.32,2.651743939,9640,2.8585,-2.5698
210.4,4186.06,2.643935388,9650,2.8614,-1.2431
210.6,4190.8,2.707663653,9660,2.5612,-0.77868
210.8,4195.54,2.877703739,9670,2.3178,-1.8932
211,4200.28,2.968325224,9680,1.8759,-1.8388
211.2,4205.02,2.856307154,9690,1.4657,-0.4121
211.4,4209.75,NaN,9700,0.30753,-0.58441
211.6,4214.49,NaN,9710,0.37914,-0.42752
211.8,4219.23,3.228826156,9720,1.5819,-1.7268
212.2,4228.71,2.793208009,9730,2.0339,-4.1784
212.4,4233.45,2.40356101,9740,1.5386,-3.9441
212.6,4238.19,2.921624301,9750,0.57461,-2.0158
212.8,4242.93,2.905850682,9760,1.8639,-0.7562
213,4247.67,3.080565058,9770,2.4977,-0.23573
213.2,4252.41,3.189397972,9780,2.22,-0.072921
213.4,4257.15,3.011168082,9790,2.4169,0.048694
213.6,4261.89,2.928103101,9800,0.92331,0.040081
213.8,4266.62,2.824999746,9810,-1.327,-0.021444
214,4271.36,2.668862545,9820,-1.1711,0.028194
214.2,4276.1,2.85529602,9830,0.34046,0.11753
214.4,4280.84,2.893029567,9840,1.7336,0.11593
214.6,4285.58,2.840135284,9850,2.4304,0.16981
214.8,4290.32,2.844158915,9860,2.6706,0.27304
215,4295.06,2.849638008,9870,2.8218,0.37932
215.2,4299.8,2.831937223,9880,2.8863,0.58703
215.4,4304.54,2.941437664,9890,2.8665,0.56279
215.6,4309.28,2.851537444,9900,2.8132,0.51513
215.8,4314.02,2.775358551,9910,2.834,0.49563
216,4318.76,2.743881221,9920,2.9591,0.55718
216.2,4323.49,2.866837733,9930,2.9405,0.63194
216.4,4328.23,2.82559426,9940,2.9746,0.78376
216.6,4332.97,2.885617929,9950,3.0372,0.77634
216.8,4337.71,3.059418159,9960,3.1453,
217,4342.45,3.10538124,9970,3.2322,
217.2,4347.19,3.126874082,9980,3.4356,
217.4,4351.93,3.305567151,9990,3.403,
217.6,4356.67,3.124737218,10000,3.3551,
217.8,4361.41,3.158196189,10010,3.333,
218,4366.15,3.152364344,10020,3.3549,
218.2,4370.89,3.236065633,10030,3.4277,
218.4,4375.63,3.396571313,10040,3.5272,
218.6,4380.36,3.361276001,10050,3.617,
218.8,4385.1,3.231873343,10060,3.6232,
219,4389.84,3.283132139,,,
219.2,4394.58,3.330474905,,,
219.4,4399.32,3.517368813,,,
219.6,4404.06,3.519261672,,,
