LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka
2376.3,3.193696607,2673,3.980761876,2376.3,4.177459469,2673,0.312132463,2376.3,3.947390149,2673,1.501037502,2376.3,1.585486034,2673,-1.229896663,2376.3,3.433987204,2673,0.920613505
2378.73,3.268788254,2685.01,4.155367908,2378.7,1.471538641,2685.01,0.508457911,2378.7,1.35618456,2685.01,1.492405248,2378.7,1.583395611,2685.01,-0.903991337,2378.7,0.959415159,2685.01,1.2342582
2381.15,3.110930921,2697.02,4.013219884,2381.2,1.205095769,2697.02,0.778158771,2381.2,1.377831687,2697.02,1.545859865,2381.2,1.612779251,2697.02,-0.92808821,2381.2,0.742472247,2697.02,1.133994226
2383.57,3.192005049,2709.03,3.976870414,2383.6,1.665527379,2709.03,0.638128632,2383.6,1.898081061,2709.03,1.514182874,2383.6,1.619265009,2709.03,-1.114047468,2383.6,1.469291281,2709.03,1.120544544
2387.2,3.235676574,2721.04,4.046109799,2387.2,1.098612289,2721.04,0.754222534,2387.2,0.995802795,2721.04,1.569451474,2387.2,1.601925862,2721.04,-0.713946559,2387.2,0.688827519,2721.04,1.365299888
2389.62,3.156300288,2733.05,3.806950115,2389.6,1.469130367,2733.05,0.435131558,2389.6,1.709694516,2733.05,1.541378922,2389.6,1.611483879,2733.05,-0.21182234,2389.6,1.239690887,2733.05,1.456073551
2392.05,3.077407413,2745.06,3.823685118,2392.1,0.669726906,2745.06,0.598453749,2392.1,1.14386888,2745.06,1.546641122,2392.1,1.584360407,2745.06,-0.049976959,2392.1,0.510825624,2745.06,1.64276344
2394.47,3.154590075,2757.06,4.175590559,2394.5,1.389163804,2757.06,0.670541915,2394.5,1.324052052,2757.06,1.544890185,2394.5,1.590515071,2757.06,-1.120831,2394.5,1.023029608,2757.06,1.271791392
2398.1,3.157804368,2769.07,3.966454229,2398.1,1.426299696,2769.07,0.67458419,2398.1,1.088355789,2769.07,1.564112424,2398.1,1.576138006,2769.07,-0.559315593,2398.1,0.568324116,2769.07,1.444401992
2400.52,3.081740061,2781.08,4.044500123,2400.5,1.045689887,2781.08,0.608550661,2400.5,1.02371098,2781.08,1.536091265,2400.5,1.607813485,2781.08,-0.997295905,2400.5,0.374048912,2781.08,1.314283825
2402.94,2.73817127,2793.09,3.954232364,2402.9,1.452252329,2793.09,0.4294189,2402.9,1.671131481,2793.09,1.507327318,2402.9,1.616485389,2793.09,-1.070696411,2402.9,1.062618686,2793.09,1.258205594
2406.58,2.904466104,2805.1,3.874356945,2406.6,1.588320989,2805.1,0.210617382,2406.6,1.692461248,2805.1,1.565727798,2406.6,1.61474719,2805.1,-0.78752856,2406.6,1.156599546,2805.1,1.226630828
2409,2.913084825,2817.11,3.8473308,2409,1.504077397,2817.11,0.287934503,2409,1.391714429,2817.11,1.467233784,2409,1.622053857,2817.11,-1.168348925,2409,0.820545675,2817.11,1.044510646
2411.42,3.022132298,2829.12,3.854786677,2411.4,1.659587696,2829.12,0.441040996,2411.4,1.500897744,2829.12,1.476686224,2411.4,1.641720474,2829.12,-1.00134319,2411.4,1.149667459,2829.12,0.943689706
2413.84,2.886462754,2841.12,3.630885634,2413.8,1.397855184,2841.12,0.453412192,2413.8,1.420583435,2841.12,1.421700467,2413.8,1.639071551,2841.12,-0.79423773,2413.8,1.022116256,2841.12,0.825943009
2417.47,2.907950686,2853.13,3.588771051,2417.5,1.725738368,2853.13,0.527030357,2417.5,1.632503185,2853.13,1.406066957,2417.5,1.642484721,2853.13,-0.4663058,2417.5,1.126011263,2853.13,0.910993709
2419.9,2.795256981,2865.14,3.606435785,2419.9,1.459099401,2865.14,0.1777969,2419.9,1.422103814,2865.14,1.401921041,2419.9,1.62858971,2865.14,-0.712783463,2419.9,0.829279355,2865.14,0.860845305
2422.32,2.808676637,2877.15,3.865928235,2422.3,1.403816712,2877.15,0.323226763,2422.3,1.43315867,2877.15,1.374334618,2422.3,1.65701224,2877.15,-1.398990594,2422.3,0.897941593,2877.15,0.788885412
2425.95,2.973077583,2889.16,3.834489366,2426,0.903970247,2889.16,0.399353925,2426,1.341958547,2889.16,1.409135898,2426,1.640950101,2889.16,-1.257332274,2426,0.964108606,2889.16,0.78118053
2428.37,2.816916016,2901.17,3.540616426,2428.4,1.812099153,2901.17,0.14305502,2428.4,1.683350171,2901.17,1.417106585,2428.4,1.618668626,2901.17,-0.849822324,2428.4,1.160579012,2901.17,0.652528843
2430.79,2.860942228,2913.18,3.808042579,2430.8,1.563044873,2913.18,0.397440038,2430.8,1.444563269,2913.18,1.452534534,2430.8,1.626890454,2913.18,-0.973157469,2430.8,0.985816795,2913.18,0.982760377
2433.21,2.8549739,2925.18,3.745421147,2433.2,1.579360457,2925.18,0.272656931,2433.2,1.516347489,2925.18,1.49283129,2433.2,1.638739837,2925.18,-1.01166164,2433.2,0.89885567,2925.18,0.849579309
2436.85,2.738099727,2937.19,3.844516404,2436.9,1.520928087,2937.19,-0.202234536,2436.9,1.520928087,2937.19,1.530819744,2436.9,1.640595378,2937.19,-0.975927293,2436.9,0.986694372,2937.19,0.945849534
2439.27,2.72383207,2949.2,3.69305361,2439.3,1.774367727,2949.2,0.350520362,2439.3,1.455670301,2949.2,1.510226217,2439.3,1.601534148,2949.2,-0.713114639,2439.3,1.090919943,2949.2,0.914658966
2441.69,2.655619158,2961.21,3.868509219,2441.7,1.696449289,2961.21,-1.160332604,2441.7,1.591088774,2961.21,1.495372325,2441.7,1.602427394,2961.21,-0.934447805,2441.7,0.874521319,2961.21,0.958588032
2445.32,2.611389074,2973.22,3.720744255,2445.3,1.512588086,2973.22,NaN,2445.3,1.660841091,2973.22,1.544749751,2445.3,1.593600885,2973.22,-1.022676305,2445.3,1.120352275,2973.22,0.751178728
2447.74,2.505903795,2985.23,3.747061409,2447.7,1.374084197,2985.23,0.315308572,2447.7,1.4336966,2985.23,1.57774048,2447.7,1.608992204,2985.23,-0.987542865,2447.7,0.612295084,2985.23,0.868140141
2450.17,2.678692636,2997.24,3.725939278,2450.2,1.962439451,2997.24,NaN,2450.2,1.955388893,2997.24,1.560160843,2450.2,1.579440747,2997.24,-1.110692525,2450.2,1.485385264,2997.24,0.715961858
2452.59,2.691317746,3009.24,3.911915761,2452.6,1.699740571,3009.24,0.696907505,2452.6,1.607237692,3009.24,1.582653681,2452.6,1.617886666,3009.24,-0.887649816,2452.6,1.076389152,3009.24,1.010669668
2456.22,2.757934457,3021.25,4.056709688,2456.2,1.688575233,3021.25,0.269935683,2456.2,1.697233296,3021.25,1.612066035,2456.2,1.657810988,3021.25,-1.430932922,2456.2,1.140845052,3021.25,0.854742607
2458.64,2.72744139,3033.26,3.871741211,2458.6,1.887069649,3033.26,0.417115507,2458.6,1.743968805,3033.26,1.588069151,2458.6,1.648608282,3033.26,-0.914548439,2458.6,0.995717866,3033.26,1.132393279
2461.06,2.771749444,3045.27,4.127134385,2461.1,2.22505246,3045.27,0.435131558,2461.1,1.959423868,3045.27,1.640178856,2461.1,1.603004648,3045.27,-1.122171175,2461.1,1.458984094,3045.27,1.320575202
2464.7,2.787289911,3057.28,3.911343529,2464.7,1.724318188,3057.28,0.619611189,2464.7,1.609437912,3057.28,1.629252103,2464.7,1.608854343,3057.28,-0.922021124,2464.7,1.168570877,3057.28,1.443583794
2467.12,2.895578166,3069.29,4.078337871,2467.1,1.607373928,3069.29,0.804442722,2467.1,1.527847616,3069.29,1.616927146,2467.1,1.627532799,3069.29,-0.974989935,2467.1,1.070735919,3069.29,1.376678902
2469.54,3.179909118,3081.3,3.940288935,2469.5,1.334144902,3081.3,0.474076027,2469.5,1.071138033,3081.3,1.680339181,2469.5,1.60492287,3081.3,-1.093744196,2469.5,0.713268584,3081.3,1.221603878
2471.96,3.214132197,3093.3,4.139768564,2472,0.94060804,3093.3,0.876946715,2472,1.004583339,3093.3,1.635210431,2472,1.627207434,3093.3,-1.214870428,2472,0.445671529,3093.3,1.377824861
2474.51,3.397364911,3105.31,4.084324975,2474.5,1.214837934,3105.31,0.621637654,2474.5,0.941188283,3105.31,1.645245782,2474.5,1.608314287,3105.31,-1.333384778,2474.5,0.424883194,3105.31,1.336930638
2477.06,3.287557212,3117.32,3.957741467,2477.1,1.69773052,3117.32,0.651343582,2477.1,1.438740836,3117.32,1.621802251,2477.1,1.607421376,3117.32,-0.82695077,2477.1,0.677642994,3117.32,1.493185738
2478.33,3.414198914,3129.33,4.174783702,2478.3,1.513633783,3129.33,0.896731602,2478.3,1.203972804,3129.33,1.625716689,2478.3,1.649354892,3129.33,-1.23727216,2478.3,0.73544956,3129.33,1.541806512
2480.88,3.371614288,3141.34,4.316747098,2480.9,1.078809661,3141.34,0.779981424,2480.9,1.06673708,3141.34,1.645436124,2480.9,1.594141247,3141.34,-1.471074959,2480.9,0.681312723,3141.34,1.688105257
2483.43,3.497372988,3153.35,4.009809456,2483.4,0.346870944,3153.35,0.739329026,2483.4,1.451213907,3153.35,1.645586874,2483.4,1.623325397,3153.35,-0.987410656,2483.4,1.082218479,3153.35,1.707515877
2485.98,3.302233671,3165.36,3.879714199,2486,1.316865855,3165.36,0.888140116,2486,1.594695631,3165.36,1.683240336,2486,1.608557502,3165.36,-0.829915945,2486,1.082218479,3165.36,1.546837656
2488.53,3.470842896,3177.36,4.414042849,2488.5,1.623792226,3177.36,1.025593742,2488.5,0.757309125,3177.36,1.675971827,2488.5,1.634940943,3177.36,-1.32256189,2488.5,0.425346479,3177.36,1.605971704
2491.08,3.436061067,3189.37,4.348064797,2491.1,1.712295298,3189.37,0.919579873,2491.1,1.437066686,3189.37,1.694887745,2491.1,1.613572048,3189.37,-1.348567775,2491.1,0.99633344,3189.37,1.626709499
2492.35,3.362086252,3201.38,4.258217413,2492.4,2.073171929,3201.38,0.997174238,2492.4,1.700192276,3201.38,1.666642718,2492.4,1.565714788,3201.38,-1.003702761,2492.4,1.259880436,3201.38,1.776848334
2494.9,3.51181876,3213.39,4.135910466,2494.9,1.143216595,3213.39,0.621372722,2494.9,1.055594904,3213.39,1.67909697,2494.9,1.614933459,3213.39,-1.314441712,2494.9,0.489548225,3213.39,1.624660689
2497.45,3.546096424,3225.4,3.975373321,2497.5,1.626867548,3225.4,0.851952976,2497.5,0.97807822,3225.4,1.689517076,2497.5,1.634313588,3225.4,-0.968494968,2497.5,0.595085967,3225.4,1.629957643
2500,3.413954299,3237.41,4.163168479,2500,0.894629235,3237.41,0.94880922,2500,0.926948026,3237.41,1.664210402,2500,1.611385912,3237.41,-1.138801891,2500,0.594707108,3237.41,1.672550336
2502.55,3.421994115,3249.41,3.722937049,2502.6,1.827027608,3249.41,0.95141434,2502.6,1.446013596,3249.41,1.661033843,2502.6,1.590536895,3249.41,-0.573580398,2502.6,1.167946982,3249.41,1.504390337
2503.82,3.47119237,3261.42,3.891161753,2503.8,1.252762968,3261.42,0.733929462,2503.8,1.129383947,3261.42,1.697349785,2503.8,1.595352612,3261.42,-1.174288297,2503.8,0.773189888,3261.42,1.440229
2506.37,3.289196566,3273.43,3.745709965,2506.4,1.416392392,3273.43,0.895759623,2506.4,1.173513597,3273.43,1.662245673,2506.4,1.618295087,3273.43,-0.307835718,2506.4,0.600056757,3273.43,1.592945785
2508.92,3.366390955,3285.44,3.810418867,2508.9,1.329135947,3285.44,0.665759418,2508.9,1.038180549,3285.44,1.694215774,2508.9,1.589083946,3285.44,-0.805606099,2508.9,0.62613647,3285.44,1.380243922
2511.47,3.310398463,3297.45,4.066367841,2511.5,1.038180549,3297.45,0.933638291,2511.5,1.031601578,3297.45,1.668564915,2511.5,1.626545639,3297.45,-0.924303835,2511.5,0.688506801,3297.45,1.659093503
2514.02,3.326861463,3309.46,4.042676329,2514,1.313623171,3309.46,0.266049464,2514,1.079743804,3309.46,1.685627051,2514,1.577276134,3309.46,-0.77355023,2514,0.756516794,3309.46,1.447938524
2516.56,3.268601417,3321.47,4.276568305,2516.6,0.871005867,3321.47,0.774503817,2516.6,0.971241452,3321.47,1.68081564,2516.6,1.597217911,3321.47,-1.875141356,2516.6,0.531974448,3321.47,1.364168081
2517.84,3.442117331,3333.47,4.078149876,2517.8,1.564486525,3333.47,0.78447445,2517.8,0.990398704,3333.47,1.645835706,2517.8,1.610077282,3333.47,-1.33062629,2517.8,0.545386299,3333.47,1.426388818
2520.39,3.500844395,3345.48,4.446250086,2520.4,1.369627309,3345.48,0.929620684,2520.4,0.729662394,3345.48,1.689789253,2520.4,1.594516197,3345.48,-1.798055482,2520.4,0.646627165,3345.48,1.543379249
2522.94,3.239095553,3357.49,4.182050143,2522.9,1.384079521,3357.49,0.948191929,2522.9,1.202201325,3357.49,1.686101124,2522.9,1.574412054,3357.49,-1.329575386,2522.9,0.706334185,3357.49,1.582590662
2525.48,3.334965672,3369.5,4.205542438,2525.5,1.39616611,3369.5,0.978900599,2525.5,0.900290391,3369.5,1.686042983,2525.5,1.581248305,3369.5,-1.244205332,2525.5,0.356674944,3369.5,1.505557782
2528.03,3.225346988,3381.51,4.107751223,2528,0.858512931,3381.51,0.922387623,2528,1.20922216,3381.51,1.662028889,2528,1.586887708,3381.51,-0.901705328,2528,0.789254491,3381.51,1.676879193
2529.31,3.340372122,3393.52,4.213851124,2529.3,1.017643226,3393.52,1.038178927,2529.3,0.810930216,3393.52,1.676712718,2529.3,1.606397606,3393.52,-1.263017889,2529.3,0.27510329,3393.52,1.587776416
2531.86,3.335860821,3405.53,4.268886337,2531.9,1.287203458,3405.53,0.994399777,2531.9,1.197347129,3405.53,1.68011525,2531.9,1.573482765,3405.53,-0.998851998,2531.9,0.757095905,3405.53,1.832233577
2534.41,3.368841937,3417.53,3.858582234,2534.4,1.382011699,3417.53,0.698077054,2534.4,0.980829253,3417.53,1.698543468,2534.4,1.615256996,3417.53,-0.141535138,2534.4,0.580160317,3417.53,1.854755321
2536.95,3.343971157,3429.54,3.611849445,2537,1.232907915,3429.54,1.039034471,2537,1.157976898,3429.54,1.717363531,2537,1.608258813,3429.54,-0.069602961,2537,0.697723848,3429.54,1.602635165
2539.5,3.287757579,3441.55,3.597312261,2539.5,1.180695119,3441.55,0.931777009,2539.5,1.089723341,3441.55,1.684993824,2539.5,1.598057185,3441.55,0.11841897,2539.5,0.749075733,3441.55,1.716451737
2542.05,3.276588151,3453.56,4.417091631,2542.1,0.575364145,3453.56,0.864024097,2542.1,0.891140498,3453.56,1.706110527,2542.1,1.611430606,3453.56,-1.646437313,2542.1,0.487014975,3453.56,1.661315452
2543.33,3.384926485,3465.57,4.073312324,2543.3,0.981861778,3465.57,0.590919422,2543.3,0.959951668,3465.57,1.663739827,2543.3,1.591660846,3465.57,-0.84679894,2543.3,0.741543721,3465.57,1.539057116
2545.87,3.262226266,3477.58,3.876225933,2545.9,1.286543958,3477.58,0.931061958,2545.9,1.386294361,3477.58,1.663937413,2545.9,1.578235038,3477.58,-0.769443774,2545.9,0.834558835,3477.58,1.484756135
2548.42,3.332059907,3489.59,3.939171781,2548.4,1.442575197,3489.59,0.811276891,2548.4,0.955511445,3489.59,1.751744103,2548.4,1.588121308,3489.59,-0.31193671,2548.4,0.527527473,3489.59,1.690359355
2550.97,3.309398694,3501.59,4.221481174,2551,1.201151928,3501.59,0.911464282,2551,1.117217476,3501.59,1.680610844,2551,1.602167859,3501.59,-0.930196542,2551,0.734532397,3501.59,1.673589362
2553.52,3.327953561,3513.6,4.010003414,2553.5,1.582204762,3513.6,0.762851285,2553.5,1.359827788,3513.6,1.686673264,2553.5,1.613952719,3513.6,-0.719764477,2553.5,1.026415997,3513.6,1.544821416
2554.79,3.233581972,3525.61,4.203887934,2554.8,1.371256484,3525.61,0.932794928,2554.8,1.489039519,3525.61,1.687257259,2554.8,1.611745796,3525.61,-1.20771463,2554.8,1.021054054,3525.61,1.596492748
2557.34,3.420970567,3537.62,4.181413808,2557.3,0.845338996,3537.62,1.277199084,2557.3,1.112217941,3537.62,1.728541221,2557.3,1.596535572,3537.62,-0.665092523,2557.3,0.815486033,3537.62,2.064403664
2559.89,3.258486934,3549.63,4.187295058,2559.9,1.228070356,3549.63,1.150123342,2559.9,0.876484481,3549.63,1.734114256,2559.9,1.558621614,3549.63,-0.823646972,2559.9,0.329479201,3549.63,2.021709075
2562.44,3.274974576,3561.64,3.79651903,2562.4,1.261840187,3561.64,1.183110823,2562.4,1.609437912,3561.64,1.731526143,2562.4,1.626404246,3561.64,0.364145819,2562.4,1.199708406,3561.64,2.11983101
2564.99,3.308002274,3573.65,4.318513229,2565,0.952972299,3573.65,1.099605758,2565,0.940178947,3573.65,1.768856423,2565,1.586440182,3573.65,-0.78439807,2565,0.676526299,3573.65,1.926008995
2567.54,3.405004388,3585.65,4.179746959,2567.5,1.171449613,3585.65,1.241435242,2567.5,0.985816795,3585.65,1.726417005,2567.5,1.609437912,3585.65,-0.817663565,2567.5,0.886518574,3585.65,1.96384785
2568.81,3.509308602,3612.96,4.695763376,2568.8,1.754019141,3612.96,1.27121582,2568.8,1.311331323,3612.96,1.740047455,2568.8,1.583683249,3612.96,-1.657261603,2568.8,0.778304989,3612.96,2.040121321
2571.36,3.414514116,3640.26,4.023993208,2571.4,1.628306397,3640.26,1.130316344,2571.4,1.071801031,3640.26,1.72866654,2571.4,1.609692441,3640.26,-0.195682032,2571.4,0.833599016,3640.26,2.078096552
2573.91,3.334625623,3667.57,3.882643235,2573.9,1.038508365,3667.57,1.206697042,2573.9,1.016136067,3667.57,1.695866664,2573.9,1.637154801,3667.57,-0.072941894,2573.9,0.573800423,3667.57,1.987746315
2576.46,3.431038141,3694.87,3.969886069,2576.5,0.862439237,3694.87,0.873436522,2576.5,0.850067945,3694.87,1.66099933,2576.5,1.608020832,3694.87,-1.172707368,2576.5,0.663588378,3694.87,1.671583868
2579.01,3.082624108,3722.18,3.886680423,2579,1.5070759,3722.18,0.617650616,2579,1.193103132,3722.18,1.652890051,2579,1.611180661,3722.18,-1.11519828,2579,0.693147181,3722.18,1.633665208
2580.28,3.230259547,3749.48,4.14406194,2580.3,1.006441829,3749.48,0.931630005,2580.3,0.982007804,3749.48,1.568943043,2580.3,1.62121328,3749.48,-0.949320322,2580.3,0.594056278,3749.48,2.012767408
2582.83,3.206803244,3776.79,3.910901687,2582.8,1.747307707,3776.79,0.713030991,2582.8,1.418382676,3776.79,1.501505048,2582.8,1.619618333,3776.79,-0.630880557,2582.8,0.806087592,3776.79,1.897591572
2585.38,3.303676427,3804.09,3.85598358,2585.4,1.211090272,3804.09,0.780709138,2585.4,1.049822124,3804.09,1.537588838,2585.4,1.61545476,3804.09,-0.370051791,2585.4,0.339867826,3804.09,1.822940119
2587.93,3.335137236,3831.4,3.791481933,2587.9,0.798507696,3831.4,0.658136813,2587.9,1.217218031,3831.4,1.511903983,2587.9,1.608387119,3831.4,-0.737847224,2587.9,0.704197017,3831.4,1.536766722
2590.48,3.224736752,3858.7,3.848581921,2590.5,1.878468868,3858.7,0.71764024,2590.5,1.802570385,3858.7,1.511270745,2590.5,1.5969165,3858.7,-0.666744208,2590.5,1.127185661,3858.7,1.680533834
2593.03,3.250566472,3886.01,4.084838092,2593,1.181499948,3886.01,0.483278027,2593,1.383203169,3886.01,1.522295369,2593,1.642991852,3886.01,-1.010323227,2593,1.012722617,3886.01,1.708057006
2594.3,3.457678235,3913.31,3.844275762,2594.3,1.144703396,3913.31,0.272376347,2594.3,0.885636991,3913.31,1.516071661,2594.3,1.624318975,3913.31,-0.757970339,2594.3,0.604419065,3913.31,1.57545745
2596.85,3.455056551,3940.62,3.571619976,2596.9,1.766758167,3940.62,0.54008546,2596.9,1.544405442,3940.62,1.465927061,2596.9,1.604343287,3940.62,-0.270563753,2596.9,1.175801927,3940.62,1.604083799
2599.4,3.265077608,3967.92,3.484082538,2599.4,1.827233857,3967.92,0.376527326,2599.4,1.540445041,3967.92,1.450063046,2599.4,1.633912669,3967.92,0.030096736,2599.4,1.087438988,3967.92,1.553084976
2601.94,3.361074583,3995.23,3.750774248,2601.9,1.505448199,3995.23,-0.075623225,2601.9,1.233171959,3995.23,1.38221629,2601.9,1.646914237,3995.23,-0.608616351,2601.9,1.098612289,3995.23,1.455423556
2604.49,3.269795915,4022.53,3.801392989,2604.5,0.832409248,4022.53,0.456774382,2604.5,1.125078862,4022.53,1.362159285,2604.5,1.638794283,4022.53,-0.212849661,2604.5,0.482851772,4022.53,1.698126259
2605.76,3.324188001,4049.84,3.801893375,2605.8,1.292768303,4049.84,0.364577549,2605.8,1.217150897,4049.84,1.350449073,2605.8,1.590415851,4049.84,-0.277041096,2605.8,0.804104251,4049.84,1.778258782
2608.31,3.278789574,4077.14,3.770089063,2608.3,1.538402139,4077.14,0.589944918,2608.3,1.448598244,4077.14,1.330971276,2608.3,1.621687964,4077.14,-0.353779254,2608.3,1.074514737,4077.14,1.66699457
2610.85,3.296883302,4104.44,3.739895414,2610.9,1.418507981,4104.44,-0.350727696,2610.9,1.214630099,4104.44,1.324374785,2610.9,1.59341311,4104.44,0.080344867,2610.9,0.921041335,4104.44,1.853468807
2613.4,3.259494162,4131.75,3.905228676,2613.4,1.719000115,4131.75,-0.555053504,2613.4,1.57371983,4131.75,1.253247523,2613.4,1.621162663,4131.75,-0.4455539,2613.4,1.198695747,4131.75,1.75029798
2615.94,3.376411404,4159.05,3.758375745,2615.9,1.603265053,4159.05,-0.16220831,2615.9,1.310409664,4159.05,1.299100541,2615.9,1.591619458,4159.05,-0.420200632,2615.9,1.093470889,4159.05,1.576972111
2618.49,3.238613308,4186.36,3.748688368,2618.5,1.450832882,4186.36,0.026554368,2618.5,1.053149915,4186.36,1.271411674,2618.5,1.617327229,4186.36,-0.444692609,2618.5,0.748717032,4186.36,1.582933452
2619.76,3.242307356,4213.66,3.799139504,2619.8,1.756843204,4213.66,0.515553312,2619.8,1.576550046,4213.66,1.309903422,2619.8,1.631809472,4213.66,-0.417933577,2619.8,1.127599826,4213.66,1.74306564
2622.31,3.126236701,4240.97,3.812614888,2622.3,1.695132634,4240.97,0.586525942,2622.3,1.483397192,4240.97,1.29037272,2622.3,1.618243307,4240.97,0.093425047,2622.3,1.089801659,4240.97,1.990610328
2624.85,3.13074494,4268.27,3.815190257,2624.9,1.437587656,4268.27,0.22076029,2624.9,1.189126296,4268.27,1.266960304,2624.9,1.629285384,4268.27,-0.718183548,2624.9,0.807415274,4268.27,1.627519073
2627.4,3.17141081,4295.58,3.754059453,2627.4,1.541817725,4295.58,-0.202234536,2627.4,1.255506454,4295.58,1.235015676,2627.4,1.617814199,4295.58,-0.518995882,2627.4,0.707467234,4295.58,1.431368036
2629.94,3.142608971,4322.88,3.719023957,2629.9,1.626829655,4322.88,0.070976954,2629.9,1.788831209,4322.88,1.211038571,2629.9,1.63008676,4322.88,-0.357449249,2629.9,1.294486812,4322.88,1.559865624
2631.21,3.152287322,4350.19,3.651762909,2631.2,1.264707371,4350.19,0.474273346,2631.2,1.218815377,4350.19,1.252664373,2631.2,1.595084719,4350.19,-0.07705413,2631.2,0.868434711,4350.19,1.664951456
2633.76,3.216718618,4377.49,3.749704428,2633.8,1.620133202,4377.49,0.261001958,2633.8,1.161132646,4377.49,1.20192857,2633.8,1.62817716,4377.49,-0.53016704,2633.8,0.8001193,4377.49,1.623569795
2636.31,3.041158263,4404.8,3.766931694,2636.3,1.724580931,4404.8,0.256764075,2636.3,1.906398837,4404.8,1.233648573,2636.3,1.622602247,4404.8,-0.415110938,2636.3,1.279048831,4404.8,1.615726078
2638.85,3.268273707,4432.1,3.855801604,2638.9,1.323695705,4432.1,-0.309021158,2638.9,1.294860155,4432.1,1.249186747,2638.9,1.620868145,4432.1,-0.454425058,2638.9,0.914347097,4432.1,1.744870246
2641.4,3.242616919,4459.41,3.848695871,2641.4,1.631416819,4459.41,0.211286582,2641.4,1.367602228,4459.41,1.268377196,2641.4,1.60202151,4459.41,-0.983820925,2641.4,0.918756824,4459.41,1.396975941
2643.94,3.079355426,4486.71,3.796499626,2643.9,1.954278399,4486.71,0.106103499,2643.9,1.943105098,4486.71,1.24649357,2643.9,1.623645149,4486.71,-0.637229602,2643.9,1.400893161,4486.71,1.598159597
2645.21,3.020078045,4514.02,3.767195484,2645.2,1.12278265,4514.02,0.028958423,2645.2,1.353657432,4514.02,1.179853683,2645.2,1.621556638,4514.02,-0.562665687,2645.2,0.72475252,4514.02,1.655849049
2647.76,3.103306404,4541.32,3.82018689,2647.8,1.745435398,4541.32,NaN,2647.8,1.494428804,4541.32,1.258057923,2647.8,1.618610035,4541.32,-1.065551247,2647.8,1.090347779,4541.32,1.438662347
2650.31,3.084864255,4568.63,3.824357686,2650.3,1.287854288,4568.63,-0.551241383,2650.3,1.192297773,4568.63,1.244863173,2650.3,1.613895317,4568.63,-0.975445201,2650.3,0.599621123,4568.63,1.412816648
2652.85,3.169685581,4595.93,3.838869166,2652.9,1.279496031,4595.93,-0.011576309,2652.9,1.159912815,4595.93,1.265724331,2652.9,1.635293837,4595.93,-0.819355797,2652.9,0.884764478,4595.93,1.63843681
2655.4,3.073265352,4623.23,3.797530006,2655.4,1.607025366,4623.23,-0.298321334,2655.4,1.456090123,4623.23,1.263376657,2655.4,1.567955432,4623.23,-0.369851897,2655.4,0.774116243,4623.23,1.769692375
2656.67,3.053389316,4650.54,3.793416368,2656.7,1.294356866,4650.54,0.376383443,2656.7,1.284431226,4650.54,1.278248094,2656.7,1.586664891,4650.54,-0.740860563,2656.7,0.684097345,4650.54,1.687014765
2659.21,2.982430989,4677.84,3.75647969,2659.2,1.908264549,4677.84,0.331073403,2659.2,1.747699479,4677.84,1.349919305,2659.2,1.592184482,4677.84,-0.312709555,2659.2,1.247824687,4677.84,1.726692851
2661.76,2.985611789,4705.15,3.839894106,2661.8,1.607162599,4705.15,0.131314471,2661.8,1.591088774,4705.15,1.469828181,2661.8,1.603529396,4705.15,-0.847236935,2661.8,1.003302109,4705.15,1.575459559
2664.31,3.071848951,4732.45,3.844074884,2664.3,1.485993721,4732.45,0.585098244,2664.3,1.388978926,4732.45,1.551150739,2664.3,1.628856529,4732.45,-0.526510021,2664.3,0.896746136,4732.45,1.694147792
2666.85,3.051128488,4759.76,4.042382707,2666.9,1.527199814,4759.76,0.787719164,2666.9,1.410130809,4759.76,1.613494876,2666.9,1.648484217,4759.76,-0.971771027,2666.9,1.010004742,4759.76,1.560734701
2669.4,2.973818377,4787.06,3.837266429,2669.4,1.730234236,4787.06,0.845104583,2669.4,1.535139989,4787.06,1.577994074,2669.4,1.632773499,4787.06,-0.293249933,2669.4,0.908855753,4787.06,1.729077269
2670.67,2.945380789,4814.37,4.026594699,2670.7,1.660081645,4814.37,0.646393846,2670.7,1.624902138,4814.37,1.607497479,2670.7,1.645880032,4814.37,-0.993225402,2670.7,1.205270663,4814.37,1.629005688
2673.21,2.893541333,4841.67,3.982699368,2673.2,2.133062633,4841.67,1.036139813,2673.2,2.042759975,4841.67,1.652028939,2673.2,1.631850965,4841.67,-0.778577153,2673.2,1.451891644,4841.67,1.721087336
2675.76,2.99212111,4868.98,3.87285163,2675.8,1.373457214,4868.98,0.593664575,2675.8,1.47881773,4868.98,1.669791185,2675.8,1.625615945,4868.98,-0.660011972,2675.8,0.932485418,4868.98,1.650968517
2678.31,3.344632264,4896.28,3.791395018,2678.3,1.639743262,4896.28,0.8409953,2678.3,1.463374104,4896.28,1.667352122,2678.3,1.591280515,4896.28,-0.293021023,2678.3,0.900786545,4896.28,1.791097875
