SH20M1H_mean_age,Ln_Fe_Mn,SH20M1H_mean_age,Ln_Mn_Ti,SH20M1H_mean_age,Ln_Br_Ti,SH20M1H_mean_age,Ln_inc_coh,SH20M1H_mean_age,Ln_Ca_Ti
20698.42,3.944068317,20698.42,0.085421405,20698.42,-0.683962713,20698.42,1.220505379,20698.42,-0.031875209
20701.1,3.89584115,20701.1,0.159757718,20701.1,NaN,20701.1,1.275140353,20701.1,0.030720556
20703.79,3.993716723,20703.79,0.037733477,20703.79,NaN,20703.79,1.267765456,20703.79,0.0424858
20706.47,4.048857821,20706.47,0.199296595,20706.47,NaN,20706.47,1.285171065,20706.47,-0.024051183
20709.16,4.053053238,20709.16,0.24959062,20709.16,NaN,20709.16,1.329292481,20709.16,0.229628251
20711.84,3.979333735,20711.84,-0.056018357,20711.84,NaN,20711.84,1.240309068,20711.84,0.005716635
20714.53,4.018517831,20714.53,-0.00881613,20714.53,-0.119006612,20714.53,1.277786026,20714.53,0.092598576
20717.21,3.975216059,20717.21,-0.117283648,20717.21,NaN,20717.21,1.300170952,20717.21,0.0319611
20719.9,3.940601681,20719.9,-0.144849703,20719.9,-0.195174497,20719.9,1.291550296,20719.9,-0.066912128
20722.58,3.956994962,20722.58,-0.10953893,20722.58,-0.28591473,20722.58,1.28305648,20722.58,-0.093609499
20725.27,3.886578741,20725.27,0.129618296,20725.27,-0.217462555,20725.27,1.301838023,20725.27,0.376609651
20727.95,3.88878392,20727.95,0.26150457,20727.95,-0.890946753,20727.95,1.28112778,20727.95,0.720626829
20730.64,3.958234954,20730.64,0.117163923,20730.64,NaN,20730.64,1.268692431,20730.64,0.971021198
20733.32,3.910492423,20733.32,0.316502564,20733.32,-0.882267725,20733.32,1.331307119,20733.32,1.043361135
20736.01,3.807792628,20736.01,0.404887434,20736.01,-1.354785453,20736.01,1.280194156,20736.01,0.663802908
20738.7,3.756319691,20738.7,0.529083414,20738.7,-0.421336697,20738.7,1.299838575,20738.7,0.628839313
20741.38,3.843711585,20741.38,0.220221799,20741.38,NaN,20741.38,1.324281525,20741.38,0.420940827
20744.07,3.820347455,20744.07,0.323344133,20744.07,NaN,20744.07,1.311453975,20744.07,0.269119053
20746.75,3.912082001,20746.75,0.266161772,20746.75,NaN,20746.75,1.28819523,20746.75,0.122202295
20749.44,3.906665824,20749.44,0.12682299,20749.44,-0.723204098,20749.44,1.288127313,20749.44,0.055338104
20752.12,4.002511813,20752.12,0.054166913,20752.12,NaN,20752.12,1.293617993,20752.12,-0.04934922
20754.81,3.964534258,20754.81,-0.183713184,20754.81,NaN,20754.81,1.287966239,20754.81,-0.02449102
20757.49,4.028979874,20757.49,-0.109166857,20757.49,NaN,20757.49,1.294057408,20757.49,0.078164773
20760.18,4.127985197,20760.18,-0.424118752,20760.18,-0.337375733,20760.18,1.296431078,20760.18,-0.119787957
20762.86,4.063754813,20762.86,-0.065198732,20762.86,0.020552585,20762.86,1.290740273,20762.86,-0.096449967
20765.55,4.114314903,20765.55,0.183859792,20765.55,NaN,20765.55,1.326899719,20765.55,-0.00747667
20768.23,4.153092489,20768.23,0.246663381,20768.23,NaN,20768.23,1.336220083,20768.23,0.015159462
20770.92,4.048776223,20770.92,0.378078997,20770.92,NaN,20770.92,1.292858047,20770.92,0.003944778
20773.6,4.012346466,20773.6,0.296558258,20773.6,NaN,20773.6,1.347753745,20773.6,0.149423853
20776.29,3.924256691,20776.29,-0.023539549,20776.29,-0.676255384,20776.29,1.267698983,20776.29,-0.032370158
20778.97,4.097238177,20778.97,-0.394402108,20778.97,-0.141466562,20778.97,1.266654492,20778.97,-0.144411031
20781.66,3.999880137,20781.66,-0.26601588,20781.66,NaN,20781.66,1.278629724,20781.66,-0.147619754
20784.34,4.013206213,20784.34,-0.062153713,20784.34,NaN,20784.34,1.314623723,20784.34,-0.03064422
20787.03,3.951433166,20787.03,-0.269723438,20787.03,NaN,20787.03,1.259449246,20787.03,-0.104715666
20789.71,3.907514804,20789.71,-0.103626323,20789.71,NaN,20789.71,1.223883183,20789.71,-0.093658652
20792.4,3.967470487,20792.4,-0.129328525,20792.4,-0.620442158,20792.4,1.253846001,20792.4,-0.153394536
20795.08,3.997099773,20795.08,-0.046558628,20795.08,NaN,20795.08,1.243748721,20795.08,-0.099998573
20797.77,3.914341883,20797.77,0.168264169,20797.77,NaN,20797.77,1.261869276,20797.77,-0.132656884
20800.45,3.940959803,20800.45,0.072566791,20800.45,NaN,20800.45,1.241924918,20800.45,-0.157628944
20803.14,3.941616309,20803.14,0.177739411,20803.14,NaN,20803.14,1.326158007,20803.14,-0.150174531
20805.82,3.887872879,20805.82,0.292922177,20805.82,-0.418178895,20805.82,1.310209941,20805.82,-0.107168834
20808.51,4.00614862,20808.51,0.126884311,20808.51,-0.883189147,20808.51,1.26189916,20808.51,-0.07087434
20811.19,3.914955764,20811.19,0.230887628,20811.19,NaN,20811.19,1.291852489,20811.19,-0.154957457
20813.88,3.930175565,20813.88,0.268778959,20813.88,NaN,20813.88,1.29733455,20813.88,-0.074243888
20816.56,3.959886181,20816.56,0.371697768,20816.56,NaN,20816.56,1.305286156,20816.56,0.029298971
20819.25,3.942495067,20819.25,0.055550477,20819.25,NaN,20819.25,1.279426438,20819.25,-0.044378687
20821.93,3.9355905,20821.93,0.125223363,20821.93,-0.410992628,20821.93,1.332599581,20821.93,-0.030550444
20824.62,4.005185752,20824.62,-0.067811145,20824.62,NaN,20824.62,1.282694099,20824.62,-0.081712101
20827.3,3.909627362,20827.3,-0.179232996,20827.3,-0.615099674,20827.3,1.25896018,20827.3,-0.158463292
20829.99,3.887292106,20829.99,-0.103327195,20829.99,NaN,20829.99,1.203394718,20829.99,-0.204827689
20832.67,4.107812779,20832.67,-0.320587341,20832.67,NaN,20832.67,1.285379562,20832.67,-0.183089311
20835.36,4.012347027,20835.36,-0.07824987,20835.36,NaN,20835.36,1.274620357,20835.36,-0.163836742
20838.04,3.900773526,20838.04,0.28541088,20838.04,NaN,20838.04,1.289209103,20838.04,-0.125230214
20840.73,3.87275923,20840.73,0.28462436,20840.73,-1.110358211,20840.73,1.295333012,20840.73,-0.075644543
20843.41,3.935197955,20843.41,0.255400605,20843.41,-0.075283958,20843.41,1.305640585,20843.41,-0.108109029
20846.1,3.908397972,20846.1,0.319157419,20846.1,NaN,20846.1,1.315703264,20846.1,-0.165807254
20848.78,3.926846585,20848.78,0.426936077,20848.78,0.157949769,20848.78,1.332419772,20848.78,-0.005293819
20851.47,4.013093814,20851.47,0.230020503,20851.47,-0.225510934,20851.47,1.31772898,20851.47,-0.067069999
20854.16,3.980552368,20854.16,0.091784504,20854.16,NaN,20854.16,1.290743285,20854.16,-0.212205285
20856.84,3.976891661,20856.84,0.186025657,20856.84,-0.27356634,20856.84,1.334026946,20856.84,-0.160188702
20859.53,3.896611613,20859.53,0.354119927,20859.53,NaN,20859.53,1.331593006,20859.53,0.129294826
20862.21,3.860179164,20862.21,0.415901239,20862.21,-0.395438079,20862.21,1.387850244,20862.21,0.191461915
20864.9,3.990264784,20864.9,0.218546663,20864.9,-0.595398542,20864.9,1.338027928,20864.9,-0.10657257
20867.58,3.987656056,20867.58,0.143038747,20867.58,NaN,20867.58,1.291177918,20867.58,-0.159909144
20870.27,3.991518496,20870.27,-0.064976911,20870.27,NaN,20870.27,1.25168286,20870.27,-0.143100844
20872.95,3.940875754,20872.95,0.056071156,20872.95,-0.142626073,20872.95,1.269256054,20872.95,-0.13328888
20875.64,3.918419443,20875.64,0.023313523,20875.64,NaN,20875.64,1.334712475,20875.64,-0.126229032
20878.32,3.783179724,20878.32,0.827671614,20878.32,-0.061167095,20878.32,1.258363956,20878.32,0.07512786
20881.01,3.661548276,20881.01,0.927891286,20881.01,0.124381253,20881.01,1.314352496,20881.01,0.025129289
20883.69,3.109473514,20883.69,1.662693848,20883.69,-0.512192458,20883.69,1.301719609,20883.69,-0.160091155
20886.38,2.530886309,20886.38,2.899217994,20886.38,-0.515799488,20886.38,1.335956261,20886.38,-0.064657789
20889.06,2.451143883,20889.06,3.048075721,20889.06,NaN,20889.06,1.284207516,20889.06,-0.02614528
20891.75,2.151363514,20891.75,3.77943511,20891.75,NaN,20891.75,1.248341091,20891.75,0.120886219
20894.43,2.178649267,20894.43,3.661733481,20894.43,NaN,20894.43,1.298154008,20894.43,0.165920137
20897.12,2.232826253,20897.12,3.497898225,20897.12,-0.011385034,20897.12,1.322420839,20897.12,0.051164198
20899.8,2.995646359,20899.8,1.920351483,20899.8,-0.619444753,20899.8,1.310358913,20899.8,-0.069629796
20902.49,3.021104049,20902.49,1.880179843,20902.49,NaN,20902.49,1.281999889,20902.49,-0.10570351
20905.17,3.328679286,20905.17,1.3768069,20905.17,NaN,20905.17,1.260645362,20905.17,-0.118783536
20907.86,3.435284377,20907.86,1.091414894,20907.86,NaN,20907.86,1.312464082,20907.86,-0.08692911
20910.54,3.521810754,20910.54,0.964089473,20910.54,-1.097574237,20910.54,1.31947823,20910.54,-0.20707804
20913.23,3.483103637,20913.23,1.015576722,20913.23,-0.457632423,20913.23,1.287220849,20913.23,-0.047340626
20915.91,3.634473551,20915.91,0.84024374,20915.91,-0.244149604,20915.91,1.318268252,20915.91,-0.097742285
20918.6,3.568554464,20918.6,1.134770279,20918.6,-0.560763087,20918.6,1.325977405,20918.6,0.028467921
20921.28,3.558653964,20921.28,0.902794375,20921.28,-0.438323178,20921.28,1.327726704,20921.28,-0.097612829
20923.97,3.62544023,20923.97,0.72290391,20923.97,-0.491881662,20923.97,1.296860419,20923.97,-0.115785033
20926.65,3.680531902,20926.65,0.777986209,20926.65,-0.357747274,20926.65,1.331101104,20926.65,-0.067772615
20929.34,3.457538117,20929.34,1.175355895,20929.34,0.038624784,20929.34,1.352674915,20929.34,-0.131782552
20932.02,3.217896952,20932.02,1.619669736,20932.02,-1.177834572,20932.02,1.351050123,20932.02,-0.125556534
20934.71,3.547436771,20934.71,1.387456131,20934.71,NaN,20934.71,1.352422638,20934.71,0.063927087
20937.39,3.239313388,20937.39,1.679706052,20937.39,-0.436245443,20937.39,1.33253728,20937.39,-0.036865681
20940.08,2.574233699,20940.08,3.009035969,20940.08,NaN,20940.08,1.340894166,20940.08,0.016402773
20942.76,2.808148777,20942.76,2.441416816,20942.76,-0.431268416,20942.76,1.325415459,20942.76,0.059027573
20945.45,3.420205997,20945.45,1.333052292,20945.45,-0.956382353,20945.45,1.334073553,20945.45,0.003050333
20948.13,3.483401999,20948.13,1.340381789,20948.13,-0.797884015,20948.13,1.380999469,20948.13,0.029052323
20950.82,3.409080019,20950.82,1.33331719,20950.82,-0.214486842,20950.82,1.349112473,20950.82,-0.082004412
20953.5,3.069056157,20953.5,2.108988092,20953.5,NaN,20953.5,1.380316189,20953.5,0.044750196
20956.19,3.168313016,20956.19,1.780792384,20956.19,-0.85125739,20956.19,1.367048599,20956.19,0.091254984
20958.87,3.18750412,20958.87,1.631598487,20958.87,0.151244508,20958.87,1.334908969,20958.87,0.02675387
20961.56,3.219972432,20961.56,1.749736159,20961.56,NaN,20961.56,1.293963823,20961.56,0.12384533
20964.24,3.585793217,20964.24,0.934305649,20964.24,-0.530604752,20964.24,1.338264364,20964.24,0.205852054
20966.93,3.763719894,20966.93,0.464159393,20966.93,0.089584142,20966.93,1.362838046,20966.93,0.002886005
20969.62,3.849220583,20969.62,0.476890239,20969.62,NaN,20969.62,1.334279976,20969.62,0.037100174
20972.3,3.739522537,20972.3,0.382547764,20972.3,-0.23790099,20972.3,1.340241488,20972.3,-0.076540077
20974.99,3.793082168,20974.99,0.484540477,20974.99,0.131517064,20974.99,1.364914875,20974.99,-0.082742427
20977.67,3.808263602,20977.67,0.539139491,20977.67,-0.445583088,20977.67,1.338232451,20977.67,0.028649174
20980.36,3.799015179,20980.36,0.562934814,20980.36,NaN,20980.36,1.365792887,20980.36,-0.029793663
20983.04,3.84168929,20983.04,0.52732626,20983.04,-0.378965698,20983.04,1.341071629,20983.04,-0.060624622
20985.73,4.066278529,20985.73,0.336418524,20985.73,NaN,20985.73,1.26708107,20985.73,-0.147728484
20988.41,3.883490186,20988.41,0.529128972,20988.41,NaN,20988.41,1.30824193,20988.41,-0.119276688
20991.1,3.777372739,20991.1,0.679191351,20991.1,-0.705181207,20991.1,1.264402674,20991.1,-0.031061321
20993.78,3.83520695,20993.78,0.335720593,20993.78,NaN,20993.78,1.303123897,20993.78,-0.141854574
20998.13,3.937996058,20998.13,0.19863572,20998.13,NaN,20998.13,1.310195999,20998.13,-0.084161792
21002.48,3.879540945,21002.48,0.2167736,21002.48,NaN,21002.48,1.315888171,21002.48,-0.165461854
21006.83,3.860972971,21006.83,0.179000348,21006.83,NaN,21006.83,1.283386974,21006.83,-0.106609735
21011.17,3.933718715,21011.17,-0.091986913,21011.17,0.044587769,21011.17,1.307075638,21011.17,-0.169506068
21015.52,3.944434247,21015.52,-0.037429612,21015.52,-0.405096245,21015.52,1.312104899,21015.52,-0.011448826
21019.87,3.916742849,21019.87,0.094029472,21019.87,-1.363190896,21019.87,1.274787117,21019.87,-0.05942342
21024.22,3.892654299,21024.22,-0.043575234,21024.22,0.001605184,21024.22,1.324492608,21024.22,-0.205572666
21028.57,3.845318618,21028.57,0.100683315,21028.57,NaN,21028.57,1.307286706,21028.57,-0.096749455
21032.92,3.96906915,21032.92,0.13077193,21032.92,NaN,21032.92,1.298173009,21032.92,-0.067375402
21037.27,3.939903142,21037.27,0.010060587,21037.27,NaN,21037.27,1.306406618,21037.27,-0.127949531
21041.61,3.879888654,21041.61,0.004363272,21041.61,NaN,21041.61,1.230348611,21041.61,-0.177681177
21045.96,3.88543684,21045.96,0.021245863,21045.96,-0.674229895,21045.96,1.276183243,21045.96,-0.044300259
21050.31,3.992890622,21050.31,-0.286030258,21050.31,-0.653816752,21050.31,1.234744463,21050.31,-0.174724032
21054.66,3.911344529,21054.66,-0.052932954,21054.66,NaN,21054.66,1.269115553,21054.66,-0.116450864
21059.01,3.983852103,21059.01,-0.040977389,21059.01,NaN,21059.01,1.275298718,21059.01,-0.065166465
21063.36,4.012186255,21063.36,-0.113853503,21063.36,-0.443522636,21063.36,1.292911835,21063.36,-0.146967773
21067.71,3.914957403,21067.71,0.115590263,21067.71,NaN,21067.71,1.288884075,21067.71,-0.136397844
21072.05,3.901646777,21072.05,0.149100508,21072.05,-1.108640563,21072.05,1.317197395,21072.05,-0.205928383
21076.4,3.906764289,21076.4,0.290179807,21076.4,NaN,21076.4,1.253032417,21076.4,-0.049642545
21080.75,3.868204672,21080.75,0.151458399,21080.75,NaN,21080.75,1.313515935,21080.75,-0.18682044
21085.1,3.835209858,21085.1,0.405223883,21085.1,NaN,21085.1,1.27906848,21085.1,-0.11423819
21089.45,3.846475236,21089.45,0.337277801,21089.45,NaN,21089.45,1.303536533,21089.45,-0.135884643
21093.8,3.976303924,21093.8,0.241910947,21093.8,-0.056902773,21093.8,1.281526665,21093.8,-0.10373582
21098.14,3.910424459,21098.14,0.288580077,21098.14,-0.634663947,21098.14,1.248011519,21098.14,-0.128903897
21102.49,3.98862932,21102.49,0.457395031,21102.49,NaN,21102.49,1.261321194,21102.49,-0.090251821
21106.84,3.425130899,21106.84,0.97629619,21106.84,NaN,21106.84,1.269798544,21106.84,-0.15098231
21111.19,3.306348816,21111.19,1.528031833,21111.19,-0.208460852,21111.19,1.300775999,21111.19,0.010820665
21115.54,3.788433003,21115.54,0.55140156,21115.54,NaN,21115.54,1.282755645,21115.54,-0.109498519
21119.89,3.788715605,21119.89,0.343792282,21119.89,-0.242383087,21119.89,1.276636081,21119.89,-0.167355403
21124.24,3.824311402,21124.24,0.267138998,21124.24,-0.292782635,21124.24,1.274726594,21124.24,-0.075491533
21128.58,3.759733863,21128.58,0.5431032,21128.58,-0.598011556,21128.58,1.258097764,21128.58,-0.123157856
21132.93,3.840468119,21132.93,0.213380969,21132.93,NaN,21132.93,1.19248302,21132.93,-0.120351125
21137.28,3.964071028,21137.28,0.112808196,21137.28,NaN,21137.28,1.201094513,21137.28,-0.096065895
21141.63,3.945852091,21141.63,-0.200840546,21141.63,NaN,21141.63,1.201840206,21141.63,-0.112641636
21145.98,3.977406632,21145.98,-0.163624739,21145.98,-1.026180212,21145.98,1.245872037,21145.98,-0.126124373
21150.33,4.033530752,21150.33,-0.314830341,21150.33,NaN,21150.33,1.219311002,21150.33,-0.157662039
21154.67,3.982433872,21154.67,-0.214838255,21154.67,-0.569365719,21154.67,1.246792802,21154.67,-0.090151097
21159.02,3.971905067,21159.02,-0.164784824,21159.02,-0.329877568,21159.02,1.213034056,21159.02,-0.137462488
21163.37,3.960446421,21163.37,0.042586479,21163.37,NaN,21163.37,1.316779097,21163.37,0.026782533
21167.72,3.884627747,21167.72,0.172092752,21167.72,NaN,21167.72,1.291423347,21167.72,-0.064663139
21172.07,3.885899998,21172.07,0.024049525,21172.07,-0.342152783,21172.07,1.33461261,21172.07,-0.198356772
21176.42,3.936100549,21176.42,-0.025891829,21176.42,-0.223704529,21176.42,1.249868169,21176.42,-0.198282227
21180.77,3.951154683,21180.77,-0.144684435,21180.77,NaN,21180.77,1.233717133,21180.77,-0.128131587
21185.11,3.942867286,21185.11,-0.000540331,21185.11,-0.246592717,21185.11,1.249686719,21185.11,-0.173411285
21189.46,3.94216807,21189.46,-0.040584844,21189.46,-0.216941706,21189.46,1.250128329,21189.46,-0.113395689
21193.81,3.930865463,21193.81,-0.093755863,21193.81,NaN,21193.81,1.240715363,21193.81,-0.190710454
21198.16,3.932843326,21198.16,-0.040219969,21198.16,NaN,21198.16,1.293847052,21198.16,-0.195744577
21202.51,4.034698524,21202.51,-0.208510531,21202.51,-0.714805214,21202.51,1.208944518,21202.51,-0.130921561
21206.86,4.053857472,21206.86,-0.218138318,21206.86,NaN,21206.86,1.236442556,21206.86,-0.186084496
21211.2,4.110918859,21211.2,-0.256619572,21211.2,NaN,21211.2,1.195097327,21211.2,-0.126575649
21215.55,4.125941318,21215.55,-0.273883145,21215.55,-0.423957908,21215.55,1.226396565,21215.55,-0.182145361
21219.9,3.960767234,21219.9,-0.235425507,21219.9,NaN,21219.9,1.256856044,21219.9,-0.206637974
21224.25,3.874092939,21224.25,-0.062580478,21224.25,NaN,21224.25,1.240495517,21224.25,-0.156119184
21228.6,3.850689041,21228.6,0.058028925,21228.6,NaN,21228.6,1.268511326,21228.6,-0.165177846
21232.95,3.87845758,21232.95,-0.069913937,21232.95,-0.801634317,21232.95,1.225170644,21232.95,-0.186849245
21237.3,3.942414925,21237.3,-0.351729308,21237.3,-0.548201244,21237.3,1.187584395,21237.3,-0.176318668
21241.64,4.019575807,21241.64,-0.543851373,21241.64,-0.609090535,21241.64,1.213122236,21241.64,-0.210823067
21245.99,3.966997745,21245.99,-0.52744806,21245.99,NaN,21245.99,1.194363645,21245.99,-0.16121621
21250.34,3.883637398,21250.34,-0.446275005,21250.34,NaN,21250.34,1.179613183,21250.34,-0.19969189
21254.69,3.948874049,21254.69,-0.536167228,21254.69,NaN,21254.69,1.181445688,21254.69,-0.265845728
21259.04,3.916603218,21259.04,-0.360617337,21259.04,-1.264718795,21259.04,1.252448809,21259.04,-0.157472942
21263.39,3.988292818,21263.39,-0.417662932,21263.39,NaN,21263.39,1.201025434,21263.39,-0.237473377
21267.74,3.934831306,21267.74,-0.148993828,21267.74,NaN,21267.74,1.247824687,21267.74,-0.183761442
21272.08,4.004098507,21272.08,-0.10474241,21272.08,-0.049734614,21272.08,1.249946023,21272.08,-0.112335177
21276.43,3.955777735,21276.43,-0.1084035,21276.43,NaN,21276.43,1.259317981,21276.43,-0.121233865
21280.78,3.969588805,21280.78,-0.127178825,21280.78,-0.631445299,21280.78,1.214232493,21280.78,-0.171800929
21285.13,3.949721568,21285.13,-0.069577981,21285.13,-0.282835562,21285.13,1.238874902,21285.13,-0.217577852
21289.48,4.00799249,21289.48,-0.244397103,21289.48,-0.387448623,21289.48,1.252732226,21289.48,-0.089566
21293.83,3.959999095,21293.83,-0.035940024,21293.83,-0.105034713,21293.83,1.269760545,21293.83,-0.0503353
21298.17,3.987739742,21298.17,-0.235044839,21298.17,NaN,21298.17,1.22601405,21298.17,-0.194156014
21302.52,3.985232753,21302.52,-0.230170357,21302.52,NaN,21302.52,1.302471191,21302.52,-0.06357574
21306.87,3.997288219,21306.87,-0.274939851,21306.87,NaN,21306.87,1.238239576,21306.87,-0.167991731
21311.22,3.913755791,21311.22,-0.086202767,21311.22,NaN,21311.22,1.253198414,21311.22,-0.201101451
21315.57,3.909615739,21315.57,-0.0359598,21315.57,NaN,21315.57,1.259906404,21315.57,-0.199976492
21319.92,3.929077761,21319.92,-0.241466218,21319.92,NaN,21319.92,1.245558794,21319.92,-0.159747235
21324.27,3.93824368,21324.27,-0.033691587,21324.27,NaN,21324.27,1.243085823,21324.27,-0.18391328
21328.61,3.999976699,21328.61,-0.186880717,21328.61,-1.398047915,21328.61,1.207759073,21328.61,-0.172698793
21332.96,4.007424015,21332.96,-0.219517308,21332.96,NaN,21332.96,1.26605953,21332.96,-0.00758729
21337.31,3.97530535,21337.31,-0.091801475,21337.31,-0.037048036,21337.31,1.298828955,21337.31,-0.030614636
21341.66,3.993877835,21341.66,-0.194163602,21341.66,NaN,21341.66,1.240217288,21341.66,-0.162661369
21346.01,3.987812103,21346.01,-0.053447539,21346.01,NaN,21346.01,1.281345104,21346.01,-0.130147295
21350.36,3.932869024,21350.36,-0.0301544,21350.36,-0.046324255,21350.36,1.263231643,21350.36,-0.214275169
21354.7,3.920464312,21354.7,0.063824574,21354.7,-0.387769743,21354.7,1.238659592,21354.7,-0.113328685
21359.05,3.910701528,21359.05,-0.093483609,21359.05,NaN,21359.05,1.257176138,21359.05,-0.22121491
21363.4,3.958026876,21363.4,-0.088572436,21363.4,-0.888764062,21363.4,1.268002031,21363.4,-0.12624686
21367.75,3.909325069,21367.75,0.112730846,21367.75,-0.912162101,21367.75,1.282292895,21367.75,-0.064912703
21372.1,4.094203309,21372.1,-0.210033589,21372.1,-1.033696985,21372.1,1.243903994,21372.1,-0.160903094
21376.45,4.005878181,21376.45,-0.128296578,21376.45,-0.78036561,21376.45,1.259962023,21376.45,0.266645377
21380.8,3.968685801,21380.8,-0.154872172,21380.8,NaN,21380.8,1.242528208,21380.8,-0.198432724
21385.14,3.998486633,21385.14,-0.300405935,21385.14,-0.882190856,21385.14,1.206587732,21385.14,-0.212214481
21389.49,3.995869481,21389.49,-0.252373415,21389.49,NaN,21389.49,1.234488348,21389.49,-0.146881566
21393.84,3.962295994,21393.84,-0.31130488,21393.84,-0.80342748,21393.84,1.244772254,21393.84,-0.083970583
21398.19,3.934464222,21398.19,-0.333470812,21398.19,-0.379583499,21398.19,1.241105626,21398.19,-0.17870753
21402.54,3.957359946,21402.54,-0.264050529,21402.54,-0.515660323,21402.54,1.265175516,21402.54,-0.197825743
21406.89,4.004888114,21406.89,-0.273100394,21406.89,-0.083955103,21406.89,1.271521837,21406.89,0.117061275
21411.24,4.014130324,21411.24,-0.359487994,21411.24,NaN,21411.24,1.206261543,21411.24,-0.007067167
21415.58,4.022065755,21415.58,-0.318531334,21415.58,NaN,21415.58,1.275643297,21415.58,0.007764014
21419.93,4.04871692,21419.93,-0.019512519,21419.93,-0.637042618,21419.93,1.252762968,21419.93,0.080176478
21424.28,4.140325915,21424.28,-0.01461606,21424.28,-0.370269198,21424.28,1.259266578,21424.28,0.147157644
21428.63,3.969108448,21428.63,0.106519687,21428.63,0.038564879,21428.63,1.268874478,21428.63,0.099111169
21432.98,3.948889318,21432.98,0.094261046,21432.98,NaN,21432.98,1.257833353,21432.98,0.05456662
21437.33,3.951679586,21437.33,0.155433617,21437.33,NaN,21437.33,1.262733868,21437.33,0.119125803
21441.67,4.002907583,21441.67,0.11769663,21441.67,-0.425967767,21441.67,1.214390092,21441.67,0.073179898
21446.02,3.964102876,21446.02,-0.082358141,21446.02,-0.651442364,21446.02,1.314330779,21446.02,-0.039524045
21450.37,3.972630699,21450.37,-0.011868852,21450.37,0.023451944,21450.37,1.270829379,21450.37,-0.094581184
21454.72,3.878720974,21454.72,-0.00687545,21454.72,-0.110241629,21454.72,1.293333838,21454.72,-0.109734497
21459.07,4.015056287,21459.07,0.012954526,21459.07,-0.380698436,21459.07,1.2588645,21459.07,-0.046612305
21463.42,3.909790843,21463.42,0.018613088,21463.42,NaN,21463.42,1.284240595,21463.42,-0.174065576
21467.77,3.898776957,21467.77,0.233461962,21467.77,-0.182831195,21467.77,1.27063832,21467.77,0.023737378
21472.11,3.815907937,21472.11,0.46066558,21472.11,-0.137360756,21472.11,1.247659761,21472.11,-0.050510975
21476.46,3.899423762,21476.46,0.09281668,21476.46,-0.176820595,21476.46,1.283394736,21476.46,-0.117684615
21480.81,3.809427956,21480.81,0.167651687,21480.81,-0.236982642,21480.81,1.282737272,21480.81,-0.150411087
21485.16,3.873688401,21485.16,-0.1914776,21485.16,-0.217107258,21485.16,1.267301002,21485.16,-0.162955833
21489.51,3.963265885,21489.51,-0.153542774,21489.51,-0.492336156,21489.51,1.239985359,21489.51,-0.156095071
21493.86,3.976735265,21493.86,-0.087540791,21493.86,-1.343910536,21493.86,1.243097128,21493.86,-0.060724149
21498.2,3.91259947,21498.2,-0.20796407,21498.2,-0.033570064,21498.2,1.270637077,21498.2,-0.122210703
21502.55,3.936143952,21502.55,-0.186435424,21502.55,NaN,21502.55,1.242839539,21502.55,-0.143154562
21506.9,3.946712914,21506.9,-0.117831061,21506.9,NaN,21506.9,1.225576343,21506.9,-0.164722382
21511.25,4.011238807,21511.25,-0.189089749,21511.25,NaN,21511.25,1.19188569,21511.25,-0.147245068
21515.6,3.969246374,21515.6,-0.589341761,21515.6,-0.416529622,21515.6,1.227849826,21515.6,-0.253283417
21519.95,3.995071997,21519.95,-0.48519889,21519.95,-0.208798871,21519.95,1.2144016,21519.95,-0.195040538
21524.3,3.918749748,21524.3,-0.446570965,21524.3,-0.24913612,21524.3,1.22750038,21524.3,-0.188332093
21528.64,3.968549868,21528.64,-0.466140625,21528.64,NaN,21528.64,1.248201434,21528.64,-0.197247207
21532.99,3.9555448,21532.99,-0.168722422,21532.99,NaN,21532.99,1.242257918,21532.99,-0.16984232
21537.34,3.931840008,21537.34,-0.086459463,21537.34,NaN,21537.34,1.264392758,21537.34,-0.169264318
21541.69,3.90941522,21541.69,0.026238544,21541.69,-1.197712822,21541.69,1.257734327,21541.69,-0.137933454
21546.04,4.010836589,21546.04,-0.115176125,21546.04,NaN,21546.04,1.259094079,21546.04,-0.154539861
21550.39,3.950687134,21550.39,-0.123112183,21550.39,-0.219419463,21550.39,1.281260658,21550.39,-0.192760206
21554.73,4.075913335,21554.73,-0.155332213,21554.73,-0.643486916,21554.73,1.276539477,21554.73,-0.120765958
21559.08,3.950286575,21559.08,-0.115833896,21559.08,NaN,21559.08,1.247253313,21559.08,-0.236020013
21563.43,3.973109185,21563.43,0.00000556,21563.43,-0.62794711,21563.43,1.260493155,21563.43,-0.205809538
21567.78,3.932939563,21567.78,0.051824377,21567.78,-1.195376633,21567.78,1.30635776,21567.78,-0.166987193
21572.13,3.933212019,21572.13,0.104782253,21572.13,-0.596642795,21572.13,1.284640073,21572.13,-0.134362303
21576.48,3.912960982,21576.48,0.131358353,21576.48,NaN,21576.48,1.25390237,21576.48,-0.149350671
21580.83,3.926852265,21580.83,0.072424763,21580.83,-0.686347288,21580.83,1.265655615,21580.83,-0.223895148
21585.17,3.893585112,21585.17,0.067773672,21585.17,NaN,21585.17,1.293866664,21585.17,-0.182019031
21589.52,3.923368746,21589.52,0.079508306,21589.52,-0.607379123,21589.52,1.272922673,21589.52,-0.114113307
21593.87,3.917562405,21593.87,-0.253335861,21593.87,-0.718429888,21593.87,1.275177034,21593.87,-0.254018594
