LP08_depth_cm,SH20M1H_mean_age,LP08_LnFe_Mn,LP16_depth_cm,SH20M1H_mean_age,LP16_LnFe_Mn,10yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,10yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore
113.4,2392.05,3.077407413,28.3,2937.19,3.844516404,4440,2.8958,0.29238,4610,3.8182,-0.32539,,,,,,
113.6,2394.47,3.154590075,28.35,2949.2,3.69305361,4450,2.6692,0.34984,4620,3.7998,-0.34379,,,,,,
113.9,2398.1,3.157804368,28.4,2961.21,3.868509219,4460,2.6429,0.05713,4630,3.7962,-0.34741,,,,,,
114.1,2400.52,3.081740061,28.45,2973.22,3.720744255,4470,2.9326,-0.2558,4640,3.7952,-0.34843,,,,,,
114.3,2402.94,2.73817127,28.5,2985.23,3.747061409,4480,2.7639,-0.12505,4650,3.7936,-0.35004,,,,,,
114.6,2406.58,2.904466104,28.55,2997.24,3.725939278,4490,2.7077,0.095373,4660,3.7821,-0.36151,,,,,,
114.8,2409,2.913084825,28.6,3009.24,3.911915761,4500,2.863,-0.1018,4670,3.7634,-0.38017,,,,,,
115,2411.42,3.022132298,28.65,3021.25,4.056709688,4510,2.718,-0.12573,4680,3.7579,-0.38569,,,,,,
115.2,2413.84,2.886462754,28.7,3033.26,3.871741211,4520,2.6423,0.020285,4690,3.7905,-0.35311,,,,,,
115.5,2417.47,2.907950686,28.75,3045.27,4.127134385,4530,2.873,-0.11245,4700,3.8311,-0.31248,,,,,,
115.7,2419.9,2.795256981,28.8,3057.28,3.911343529,4540,2.835,-0.1904,4710,3.841,-0.30262,,,,,,
115.9,2422.32,2.808676637,28.85,3069.29,4.078337871,4550,3.0657,0.0074066,4720,3.8421,-0.30155,,,,,,
116.2,2425.95,2.973077583,28.9,3081.3,3.940288935,4560,2.9324,-0.047682,4730,3.8434,-0.30017,,,,,,
116.4,2428.37,2.816916016,28.95,3093.3,4.139768564,4570,2.6315,0.15682,4740,3.8823,-0.26125,,,,,,
116.6,2430.79,2.860942228,29,3105.31,4.084324975,4580,2.7322,0.11741,4750,3.9852,-0.15843,,,,,,
116.8,2433.21,2.8549739,29.05,3117.32,3.957741467,4590,2.8649,-0.1628,4760,4.0423,-0.10127,,,,,,
117.1,2436.85,2.738099727,29.1,3129.33,4.174783702,4600,2.6765,-0.12947,4770,3.9775,-0.16615,,,,,,
117.3,2439.27,2.72383207,29.15,3141.34,4.316747098,4610,2.6958,0.035126,4780,3.8713,-0.27228,,,,,,
117.5,2441.69,2.655619158,29.2,3153.35,4.009809456,4620,2.9937,-0.15546,4790,3.8434,-0.30023,,,,,,
117.8,2445.32,2.611389074,29.25,3165.36,3.879714199,4630,2.7248,-0.13815,4800,3.9245,-0.2191,,,,,,
118,2447.74,2.505903795,29.3,3177.36,4.414042849,4640,3.1663,0.16044,4810,4.0136,-0.13,,,,,,
118.2,2450.17,2.678692636,29.35,3189.37,4.348064797,4650,2.6725,-0.13682,4820,4.0239,-0.11972,,,,,,
118.4,2452.59,2.691317746,29.4,3201.38,4.258217413,4660,2.9167,0.3589,4830,4.0087,-0.13491,,,,,,
118.7,2456.22,2.757934457,29.45,3213.39,4.135910466,4670,2.8584,-0.13771,4840,3.9866,-0.15705,,,,,,
118.9,2458.64,2.72744139,29.5,3225.4,3.975373321,4680,2.7651,0.063071,4850,3.9551,-0.18852,,,,,,
119.1,2461.06,2.771749444,29.55,3237.41,4.163168479,4690,2.5754,0.02011,4860,3.91,-0.23363,,,,,,
119.4,2464.7,2.787289911,29.6,3249.41,3.722937049,4700,2.9114,-0.062548,4870,3.8693,-0.27432,,,,,,
119.6,2467.12,2.895578166,29.65,3261.42,3.891161753,4710,2.8366,-0.2896,4880,3.8303,-0.31328,,,,,,
119.8,2469.54,3.179909118,29.7,3273.43,3.745709965,4720,2.8282,0.078946,4890,3.7985,-0.34507,,,,,,
120,2471.96,3.214132197,29.75,3285.44,3.810418867,4730,3.1388,0.037436,4900,3.8024,-0.34117,,,,,,
120.2,2474.51,3.397364911,29.8,3297.45,4.066367841,4740,3.2104,-0.060556,4910,3.9012,-0.24236,,,,,,
120.4,2477.06,3.287557212,29.85,3309.46,4.042676329,4750,2.7317,0.29119,4920,3.9992,-0.14439,,,,,,
120.5,2478.33,3.414198914,29.9,3321.47,4.276568305,4760,3.0608,0.40097,4930,3.991,-0.15256,,,,,,
120.7,2480.88,3.371614288,29.95,3333.47,4.078149876,4770,2.8864,-0.10232,4940,3.9112,-0.23241,,,,,,
120.9,2483.43,3.497372988,30,3345.48,4.446250086,4780,2.8047,0.20888,4950,3.814,-0.32965,,,,,,
121.1,2485.98,3.302233671,30.05,3357.49,4.182050143,4790,3.1677,0.046304,4960,3.6997,-0.44388,,,,,,
121.3,2488.53,3.470842896,30.1,3369.5,4.205542438,4800,3.0725,-0.028353,4970,3.5748,-0.56876,,,,,,
121.5,2491.08,3.436061067,30.15,3381.51,4.107751223,4810,2.9404,0.32079,4980,3.5336,-0.61003,,,,,,
121.6,2492.35,3.362086252,30.2,3393.52,4.213851124,4820,2.9757,0.23565,4990,3.655,-0.48862,,,,,,
121.8,2494.9,3.51181876,30.25,3405.53,4.268886337,4830,2.9812,0.10239,5000,3.8382,-0.30538,,,,,,
122,2497.45,3.546096424,30.3,3417.53,3.858582234,4840,3.0407,0.1559,5010,3.9541,-0.1895,,,,,,
122.2,2500,3.413954299,30.35,3429.54,3.611849445,4850,3.1093,0.18398,5020,4.0449,-0.098671,,,,,,
122.4,2502.55,3.421994115,30.4,3441.55,3.597312261,4860,3.2417,0.19956,5030,4.0985,-0.045094,,,,,,
122.5,2503.82,3.47119237,30.45,3453.56,4.417091631,4870,3.1348,0.28043,5040,4.0688,-0.074812,,,,,,
122.7,2506.37,3.289196566,30.5,3465.57,4.073312324,4880,3.0791,0.36281,5050,3.9676,-0.17603,,,,,,
122.9,2508.92,3.366390955,30.55,3477.58,3.876225933,4890,3.0578,0.33938,5060,3.9015,-0.24206,,,,,,
123.1,2511.47,3.310398463,30.6,3489.59,3.939171781,4900,3.192,0.30925,5070,3.8947,-0.24891,,,,,,
123.3,2514.02,3.326861463,30.65,3501.59,4.221481174,4910,3.0803,0.21331,5080,3.8909,-0.25275,,,,,,
123.5,2516.56,3.268601417,30.7,3513.6,4.010003414,4920,2.9843,0.17767,5090,3.8837,-0.25988,,,,,,
123.6,2517.84,3.442117331,30.75,3525.61,4.203887934,4930,2.9923,0.21284,5100,3.8651,-0.27846,,,,,,
123.8,2520.39,3.500844395,30.8,3537.62,4.181413808,4940,2.9252,0.18872,5110,3.8476,-0.29603,,,,,,
124,2522.94,3.239095553,30.85,3549.63,4.187295058,4950,2.9743,0.17721,5120,3.8588,-0.2848,,,,,,
124.2,2525.48,3.334965672,30.9,3561.64,3.79651903,4960,3.0165,-0.073239,5130,3.9291,-0.21446,,,,,,
124.4,2528.03,3.225346988,30.95,3573.65,4.318513229,4970,3.7618,-0.12534,5140,3.9857,-0.15789,,,,,,
124.5,2529.31,3.340372122,31,3585.65,4.179746959,4980,2.9927,0.15195,5150,3.9592,-0.18441,,,,,,
124.7,2531.86,3.335860821,31.05,3612.96,4.695763376,4990,2.8594,-0.071791,5160,3.8862,-0.25738,,,,,,
124.9,2534.41,3.368841937,31.1,3640.26,4.023993208,5000,2.9713,0.24591,5170,3.8489,-0.29469,,,,,,
125.1,2536.95,3.343971157,31.15,3667.57,3.882643235,5010,2.9741,0.11842,5180,3.9216,-0.22196,,,,,,
125.3,2539.5,3.287757579,31.2,3694.87,3.969886069,5020,3.1575,0.1046,5190,4.0323,-0.11132,,,,,,
125.5,2542.05,3.276588151,31.25,3722.18,3.886680423,5030,2.886,0.19691,5200,4.0521,-0.091527,,,,,,
125.6,2543.33,3.384926485,31.3,3749.48,4.14406194,5040,2.9437,0.253,5210,3.9233,-0.22029,,,,,,
125.8,2545.87,3.262226266,31.35,3776.79,3.910901687,5050,3.3147,0.22486,5220,3.7897,-0.35395,,,,,,
126,2548.42,3.332059907,31.4,3804.09,3.85598358,5060,3.1209,0.28043,5230,3.8287,-0.31493,,,,,,
126.2,2550.97,3.309398694,31.45,3831.4,3.791481933,5070,3.182,0.2249,5240,4.051,-0.092593,,,,,,
126.4,2553.52,3.327953561,31.5,3858.7,3.848581921,5080,3.2782,0.13165,5250,4.2108,0.067177,,,,,,
126.5,2554.79,3.233581972,31.55,3886.01,4.084838092,5090,2.9962,0.40678,5260,4.1146,-0.029011,,,,,,
126.7,2557.34,3.420970567,31.6,3913.31,3.844275762,5100,2.8814,0.26345,5270,3.9009,-0.2427,,,,,,
126.9,2559.89,3.258486934,31.65,3940.62,3.571619976,5110,2.9327,0.24507,5280,3.8099,-0.33369,,,,,,
127.1,2562.44,3.274974576,31.7,3967.92,3.484082538,5120,2.9688,-0.15926,5290,3.9817,-0.16187,,,,,,
127.3,2564.99,3.308002274,31.75,3995.23,3.750774248,5130,2.5058,0.16422,5300,4.2135,0.069877,,,,,,
127.5,2567.54,3.405004388,31.8,4022.53,3.801392989,5140,2.5327,0.18823,5310,4.2626,0.11904,,,,,,
127.6,2568.81,3.509308602,31.85,4049.84,3.801893375,5150,2.8491,-0.21178,5320,4.2202,0.076565,,,,,,
127.8,2571.36,3.414514116,31.9,4077.14,3.770089063,5160,2.985,-0.063198,5330,4.1711,0.027477,,,,,,
128,2573.91,3.334625623,31.95,4104.44,3.739895414,5170,2.8252,-0.077754,5340,4.1461,0.0025071,,,,,,
128.2,2576.46,3.431038141,32,4131.75,3.905228676,5180,2.8644,0.082057,5350,4.1283,-0.015341,,,,,,
128.4,2579.01,3.082624108,32.05,4159.05,3.758375745,5190,3.0332,0.046444,5360,4.1146,-0.028979,,,,,,
128.5,2580.28,3.230259547,32.1,4186.36,3.748688368,5200,2.8914,0.0090143,5370,4.1062,-0.037432,,,,,,
128.7,2582.83,3.206803244,32.15,4213.66,3.799139504,5210,2.9824,0.12615,5380,4.0994,-0.04417,,,,,,
128.9,2585.38,3.303676427,32.2,4240.97,3.812614888,5220,2.9695,0.10906,5390,4.0805,-0.063143,,,,,,
129.1,2587.93,3.335137236,32.25,4268.27,3.815190257,5230,2.6626,0.13953,5400,3.9406,-0.20304,,,,,,
129.3,2590.48,3.224736752,32.3,4295.58,3.754059453,5240,3.0008,0.15973,5410,3.7802,-0.36343,,,,,,
129.5,2593.03,3.250566472,32.35,4322.88,3.719023957,5250,2.8331,-0.13299,5420,3.803,-0.3406,,,,,,
129.6,2594.3,3.457678235,32.4,4350.19,3.651762909,5260,2.3586,0.03633,5430,4.0974,-0.046202,,,,,,
129.8,2596.85,3.455056551,32.45,4377.49,3.749704428,5270,2.8691,-0.079611,5440,4.3461,0.20249,,,,,,
130,2599.4,3.265077608,32.5,4404.8,3.766931694,5280,3.2235,-0.4731,5450,4.2599,0.1163,,,,,,
130.2,2601.94,3.361074583,32.55,4432.1,3.855801604,5290,3.0396,0.072881,5460,3.9877,-0.15591,,,,,,
130.4,2604.49,3.269795915,32.6,4459.41,3.848695871,5300,3.064,0.38051,5470,3.8375,-0.30613,,,,,,
130.5,2605.76,3.324188001,32.65,4486.71,3.796499626,5310,3.1155,0.22047,5480,3.8774,-0.26625,,,,,,
130.7,2608.31,3.278789574,32.7,4514.02,3.767195484,5320,3.0254,0.24021,5490,3.9417,-0.2019,,,,,,
130.9,2610.85,3.296883302,32.75,4541.32,3.82018689,5330,2.9743,0.2469,5500,3.9596,-0.18402,,,,,,
131.1,2613.4,3.259494162,32.8,4568.63,3.824357686,5340,2.7763,0.16443,5510,3.9238,-0.21978,,,,,,
131.3,2615.94,3.376411404,32.85,4595.93,3.838869166,5350,2.662,0.17065,5520,3.8651,-0.27849,,,,,,
131.5,2618.49,3.238613308,32.9,4623.23,3.797530006,5360,2.8971,-0.25942,5530,3.7973,-0.3463,,,,,,
131.6,2619.76,3.242307356,32.95,4650.54,3.793416368,5370,2.8106,-0.076399,5540,3.7023,-0.44134,,,,,,
131.8,2622.31,3.126236701,33,4677.84,3.75647969,5380,2.7459,0.060898,5550,3.6224,-0.52118,,,,,,
132,2624.85,3.13074494,33.05,4705.15,3.839894106,5390,2.5379,-0.0070479,5560,3.5776,-0.56604,,,,,,
132.2,2627.4,3.17141081,33.1,4732.45,3.844074884,5400,2.9044,-0.1788,5570,3.543,-0.60064,,,,,,
132.4,2629.94,3.142608971,33.15,4759.76,4.042382707,5410,2.8507,-0.1984,5580,3.5341,-0.6095,,,,,,
132.5,2631.21,3.152287322,33.2,4787.06,3.837266429,5420,2.644,-0.037977,5590,3.7793,-0.36432,,,,,,
132.7,2633.76,3.216718618,33.25,4814.37,4.026594699,5430,2.6176,0.29419,5600,4.128,-0.015638,,,,,,
132.9,2636.31,3.041158263,33.3,4841.67,3.982699368,5440,2.5865,-0.050699,5610,4.2181,0.074533,,,,,,
133.1,2638.85,3.268273707,33.35,4868.98,3.87285163,5450,2.9584,-0.19668,5620,4.2154,0.071748,,,,,,
133.3,2641.4,3.242616919,33.4,4896.28,3.791395018,5460,2.689,-0.11572,5630,4.2126,0.069014,,,,,,
133.5,2643.94,3.079355426,33.45,4923.59,4.00952665,5470,2.829,0.026211,5640,4.2724,0.12877,,,,,,
133.6,2645.21,3.020078045,33.5,4950.89,3.806172894,5480,2.8876,-0.10907,5650,4.4874,0.34382,,,,,,
133.8,2647.76,3.103306404,33.55,4978.2,3.529848099,5490,2.7957,-0.0066753,5660,4.632,0.4884,,,,,,
134,2650.31,3.084864255,33.6,5005.5,3.911053372,5500,2.7724,-0.0012243,5670,4.3341,0.19053,,,,,,
134.2,2652.85,3.169685581,33.65,5032.81,4.10173477,5510,3.1086,0.029352,5680,3.7398,-0.40383,,,,,,
134.4,2655.4,3.073265352,33.7,5060.11,3.901418452,5520,3.1192,-0.078512,5690,3.4992,-0.6444,,,,,,
134.5,2656.67,3.053389316,33.75,5087.42,3.886468483,5530,3.0523,0.070071,5700,3.5223,-0.62134,,,,,,
134.7,2659.21,2.982430989,33.8,5114.72,3.844814256,5540,3.107,0.34866,5710,3.5662,-0.57742,,,,,,
134.9,2661.76,2.985611789,33.85,5142.02,3.987949483,5550,3.1854,0.23639,5720,3.6184,-0.52523,,,,,,
135.1,2664.31,3.071848951,33.9,5169.33,3.848529272,5560,3.0971,0.23844,5730,3.6931,-0.4505,,,,,,
135.3,2666.85,3.051128488,33.95,5196.63,4.064277479,5570,3.2097,0.3072,5740,3.7934,-0.35024,,,,,,
135.5,2669.4,2.973818377,34,5223.94,3.773231903,5580,3.0705,0.33642,5750,3.9671,-0.17654,,,,,,
135.6,2670.67,2.945380789,34.05,5251.24,4.213421761,5590,2.93,0.33238,5760,4.2313,0.087703,,,,,,
135.8,2673.21,2.893541333,34.1,5278.55,3.806143144,5600,3.1105,0.34886,5770,4.3702,0.22662,,,,,,
136,2675.76,2.99212111,34.15,5305.85,4.268015546,5610,3.1794,0.15943,5780,4.1824,0.0388,,,,,,
136.2,2678.31,3.344632264,34.2,5333.16,4.161203025,5620,3.0485,0.12966,5790,3.8598,-0.2838,,,,,,
136.4,2680.85,3.237280611,34.25,5360.46,4.11408311,5630,3.1729,0.3305,5800,3.7548,-0.3888,,,,,,
136.5,2682.12,3.135947012,34.3,5387.77,4.089981825,5640,3.1182,0.32966,5810,3.8462,-0.29736,,,,,,
136.7,2684.67,3.141162927,34.35,5415.07,3.750673703,5650,3.0439,0.20485,5820,3.9753,-0.16832,,,,,,
136.9,2687.21,3.220948603,34.4,5442.38,4.359153389,5660,3.0386,0.33431,5830,4.0558,-0.087818,,,,,,
137.1,2689.76,3.003726068,34.45,5469.68,3.837426226,5670,3.1558,0.22858,5840,4.1075,-0.036079,,,,,,
137.3,2692.31,3.022444137,34.5,5496.99,3.962010812,5680,3.2828,0.21247,5850,4.1715,0.027898,,,,,,
137.5,2694.85,3.04770614,34.55,5524.29,3.839246826,5690,3.1414,0.20895,5860,4.3316,0.18803,,,,,,
137.6,2696.12,3.046078858,34.6,5551.6,3.614379983,5700,2.8539,0.38727,5870,4.579,0.43544,,,,,,
137.8,2698.67,3.251047338,34.65,5578.9,3.530847284,5710,2.5695,0.42332,5880,4.6933,0.54965,,,,,,
138,2701.21,3.198619269,34.7,5606.21,4.218456733,5720,2.3876,0.27215,5890,4.4406,0.29695,,,,,,
138.2,2703.76,3.176016624,34.75,5633.51,4.212339216,5730,2.0327,-0.036851,5900,4.0609,-0.082706,,,,,,
138.4,2706.31,3.067477537,34.8,5660.81,4.633090027,5740,1.1285,-0.28216,5910,3.9669,-0.17666,,,,,,
138.5,2707.58,3.124496605,34.85,5688.12,3.498516805,5750,1.6279,-0.48078,5920,4.1086,-0.035021,,,,,,
138.7,2710.12,3.118583974,34.9,5715.42,3.59300148,5760,2.5597,-0.86655,5930,4.2542,0.11056,,,,,,
138.9,2712.67,3.168193549,34.95,5742.73,3.825011628,5770,2.993,-1.6167,5940,4.2652,0.12162,,,,,,
139.1,2715.21,3.170203906,35,5770.03,4.370222546,5780,3.125,-1.2424,5950,4.2407,0.097113,,,,,,
139.3,2717.76,3.209277671,35.05,5797.34,3.74936401,5790,3.1298,-0.19646,5960,4.2233,0.079698,,,,,,
139.5,2720.31,3.052242131,35.1,5824.64,4.020403347,5800,3.1757,0.16553,5970,4.2543,0.11074,,,,,,
139.6,2721.58,2.888954323,35.15,5851.95,4.188510577,5810,3.319,0.28969,5980,4.3211,0.17748,,,,,,
139.8,2724.12,3.102224224,35.2,5879.25,4.694901741,5820,3.1627,0.29445,5990,4.3462,0.20259,,,,,,
140,2726.67,2.997868149,35.25,5906.56,3.953049006,5830,3.1638,0.3396,6000,4.18,0.036419,,,,,,
140.2,2729.22,2.854004114,35.3,5933.86,4.271461803,5840,3.2961,0.49091,6010,3.9584,-0.1852,,,,,,
140.4,2731.78,2.64619892,35.35,5961.17,4.223041758,5850,3.3891,0.332,6020,3.9369,-0.20673,,,,,,
140.5,2733.06,2.835606008,35.4,5988.47,4.350207037,5860,3.2994,0.32605,6030,4.1701,0.026506,,,,,,
140.7,2735.61,3.005998802,35.45,6015.78,3.907278946,5870,3.3711,0.4455,6040,4.4574,0.31383,,,,,,
140.9,2738.17,2.827123603,35.5,6043.08,4.523165461,5880,3.2227,0.55496,6050,4.6457,0.50205,,,,,,
141.1,2740.72,2.955882661,35.55,6070.39,4.937572527,5890,3.37,0.45849,6060,4.8056,0.66195,,,,,,
141.3,2743.28,3.018755785,35.6,6097.69,5.158924674,5900,3.3679,0.49307,6070,4.9334,0.78981,,,,,,
141.5,2745.83,3.057829631,35.65,6125,4.052864217,5910,3.3599,0.46406,6080,5.0432,0.89959,,,,,,
141.6,2747.11,3.063367731,35.7,6152.3,4.55343358,5920,3.4531,0.53796,6090,5.1326,0.98897,,,,,,
141.8,2749.66,3.103312546,35.75,6179.6,4.649187071,5930,3.7134,0.52137,6100,5.1365,0.99292,,,,,,
142,2752.22,3.261528545,35.8,6206.91,3.742372105,5940,3.6426,0.55597,6110,4.6873,0.54374,,,,,,
142.2,2754.77,2.976615055,35.85,6234.21,3.921471895,5950,3.6009,0.80392,6120,4.1505,0.0069093,,,,,,
142.4,2757.33,2.926639637,35.9,6261.52,3.015861645,5960,3.5069,0.81853,6130,4.0927,-0.050921,,,,,,
142.5,2758.6,2.964818927,35.95,6288.82,3.094053856,5970,3.366,0.77834,6140,4.3183,0.17469,,,,,,
142.7,2761.16,2.849639655,36,6316.13,2.45868527,5980,3.4218,0.69387,6150,4.532,0.38841,,,,,,
142.9,2763.71,2.997106329,36.05,6343.43,2.790049984,5990,3.4791,0.51958,6160,4.5954,0.45176,,,,,,
143.1,2766.27,3.004916163,36.1,6370.74,4.320459884,6000,3.3572,0.58623,6170,4.6349,0.49128,,,,,,
143.3,2768.82,3.044925908,36.15,6398.04,3.738940193,6010,3.3076,0.63996,6180,4.6486,0.50501,,,,,,
143.5,2771.38,3.088306474,36.2,6425.35,3.999292286,6020,3.344,0.46808,6190,4.3548,0.21123,,,,,,
143.6,2772.66,2.987889096,36.25,6452.65,4.849096276,6030,3.461,0.48533,6200,3.8872,-0.25645,,,,,,
143.8,2775.21,2.798426209,36.3,6479.96,4.640513787,6040,3.5063,0.54057,6210,3.7487,-0.39487,,,,,,
144,2777.77,2.991770354,36.35,6507.26,4.305021345,6050,3.3093,0.67667,6220,3.8264,-0.31719,,,,,,
144.2,2780.32,2.978431,36.4,6534.57,2.768706195,6060,3.3923,0.55498,6230,3.91,-0.2336,,,,,,
144.4,2782.88,2.967659491,36.45,6561.87,3.409400453,6070,3.4328,0.50602,6240,3.8166,-0.32699,,,,,,
144.5,2784.15,3.005777802,36.5,6589.18,4.43267519,6080,3.5688,0.60278,6250,3.3633,-0.78027,,,,,,
144.7,2786.71,2.993251722,36.55,6616.48,4.157833092,6090,3.6561,0.70864,6260,3.024,-1.1196,,,,,,
144.9,2789.26,3.013806166,36.6,6643.79,3.527852977,6100,3.6119,0.81917,6270,3.0338,-1.1098,,,,,,
145.1,2791.82,2.87246548,36.65,6671.09,4.304171493,6110,3.5177,0.77658,6280,3.0748,-1.0688,,,,,,
145.3,2794.37,3.004524676,36.7,6698.39,4.045387717,6120,3.4932,0.68307,6290,3.0906,-1.053,,,,,,
145.5,2796.93,3.02129949,36.75,6725.7,4.184678956,6130,3.4901,0.64019,6300,2.8618,-1.2818,,,,,,
145.6,2798.2,3.174927851,36.8,6753,4.106980442,6140,3.4477,0.65687,6310,2.5403,-1.6033,,,,,,
145.8,2800.76,3.084290405,36.85,6780.31,4.115158194,6150,3.3501,0.5327,6320,2.4674,-1.6762,,,,,,
146,2803.31,3.130252102,36.9,6807.61,4.148751284,6160,3.3165,0.53672,6330,2.5592,-1.5844,,,,,,
146.2,2805.87,3.049921886,36.95,6834.92,3.969896005,6170,3.1403,0.39703,6340,2.7234,-1.4203,,,,,,
146.4,2808.42,3.200737634,37,6862.22,4.461299816,6180,2.976,0.18696,6350,3.0888,-1.0548,,,,,,
146.5,2809.7,2.955541393,37.05,6889.53,4.952692259,6190,2.965,0.12348,6360,3.8477,-0.29591,,,,,,
146.7,2812.26,3.168307031,37.1,6916.83,4.777941072,6200,2.7831,-0.051925,6370,4.3175,0.17394,,,,,,
146.9,2814.81,3.163978442,37.15,6944.14,5.487939793,6210,2.8406,0.026072,6380,4.1651,0.021528,,,,,,
147.1,2817.37,3.121846521,37.2,6971.44,5.237770867,6220,2.6059,-0.21761,6390,3.8605,-0.28306,,,,,,
147.3,2819.92,3.035231655,37.25,6998.75,4.803474447,6230,2.5372,-0.29564,6400,3.7409,-0.40274,,,,,,
147.5,2822.48,3.126532338,37.3,7026.05,4.348899676,6240,2.2942,-0.53881,6410,3.802,-0.34157,,,,,,
147.6,2823.75,3.173265964,37.35,7053.36,4.119892607,6250,2.5296,-0.3064,6420,3.9227,-0.22086,,,,,,
147.8,2826.31,3.070539367,37.4,7080.66,5.183152851,6260,2.6087,-0.19565,6430,4.1116,-0.032024,,,,,,
148,2828.86,3.022527416,37.45,7107.97,4.427960541,6270,2.5577,-0.28083,6440,4.5167,0.37311,,,,,,
148.2,2831.42,3.11189784,37.5,7135.27,5.518869327,6280,2.8313,-0.006231,6450,4.83,0.68642,,,,,,
148.4,2833.97,3.189333195,37.55,7162.58,4.657089866,6290,2.4562,-0.44628,6460,4.8255,0.68192,,,,,,
148.5,2835.25,3.347093123,37.6,7189.88,4.724781614,6300,2.9349,0.23172,6470,4.7414,0.59777,,,,,,
148.7,2837.8,3.186058306,37.65,7217.18,4.637252733,6310,3.107,0.15318,6480,4.6401,0.49653,,,,,,
148.9,2840.36,3.126804726,37.7,7244.49,4.88697294,6320,3.1723,0.34188,6490,4.547,0.40344,,,,,,
149.1,2842.91,3.120329646,37.75,7271.79,6.625392368,6330,2.9549,-0.25949,6500,4.4291,0.28554,,,,,,
149.3,2845.47,3.258222633,37.8,7299.1,5.969389339,6340,2.956,0.19886,6510,4.217,0.073393,,,,,,
149.5,2848.02,3.125977433,37.85,7326.4,5.03396464,6350,2.9064,0.10613,6520,3.5408,-0.60279,,,,,,
149.6,2849.3,3.238999841,37.9,7353.71,4.935617818,6360,2.9322,0.042767,6530,2.8705,-1.2731,,,,,,
149.8,2851.86,3.131506572,37.95,7381.01,6.462462001,6370,2.524,-0.17936,6540,2.8097,-1.3339,,,,,,
150,2854.41,3.14668636,38,7408.32,5.138048719,6380,2.6767,-0.36684,6550,3.0419,-1.1017,,,,,,
150.2,2856.93,3.121393797,38.05,7435.62,5.208740719,6390,2.7658,-0.066008,6560,3.354,-0.78964,,,,,,
150.4,2859.45,3.250353195,38.1,7462.93,4.561422167,6400,2.7435,0.14156,6570,3.7432,-0.40041,,,,,,
150.5,2860.7,3.277298955,38.15,7490.23,5.042263152,6410,2.7915,-0.11744,6580,4.2227,0.079061,,,,,,
150.7,2863.22,3.402106811,38.2,7517.54,5.111862278,6420,2.8095,-0.4757,6590,4.4323,0.28868,,,,,,
150.9,2865.74,3.188970159,38.25,7544.84,6.248725313,6430,2.4716,-0.08686,6600,4.3737,0.23006,,,,,,
151.1,2868.26,3.173442795,38.3,7572.15,5.249652195,6440,2.4306,-0.31338,6610,4.2498,0.10616,,,,,,
151.3,2870.77,3.082459519,38.35,7599.45,4.82255359,6450,2.5526,-0.39508,6620,4.0917,-0.05191,,,,,,
151.5,2873.29,3.047952973,38.4,7626.76,4.949885003,6460,2.5071,-0.22959,6630,3.7992,-0.34441,,,,,,
151.6,2874.55,3.392441209,38.45,7654.06,5.449047569,6470,2.638,-0.18501,6640,3.5545,-0.58907,,,,,,
151.8,2877.07,3.219941923,38.5,7681.37,5.207592811,6480,2.6987,-0.14958,6650,3.6301,-0.51352,,,,,,
152,2879.58,3.178552111,38.55,7708.67,4.900971383,6490,2.5306,-0.78367,6660,4.0239,-0.11967,,,,,,
152.2,2882.1,3.250055868,38.6,7735.97,5.026609587,6500,2.0997,-0.15556,6670,4.3006,0.15695,,,,,,
152.4,2884.62,3.233449955,38.65,7763.28,5.219077367,6510,2.9114,-0.056976,6680,4.2395,0.095865,,,,,,
152.5,2885.88,3.218968844,38.7,7790.58,5.225279056,6520,2.7412,-0.082721,6690,4.1037,-0.039913,,,,,,
152.7,2888.39,3.194258099,38.75,7817.89,4.986197699,6530,2.7357,-0.76118,6700,4.0468,-0.09682,,,,,,
152.9,2890.91,3.308642412,38.8,7845.19,4.823172338,6540,1.8596,-0.11825,6710,4.0995,-0.044098,,,,,,
153.1,2893.43,3.252054224,38.85,7872.5,5.057382557,6550,2.8261,-0.093348,6720,4.169,0.025405,,,,,,
153.3,2895.95,3.096003875,38.9,7899.8,4.82712384,6560,2.6186,-0.26804,6730,4.1795,0.0359,,,,,,
153.5,2898.46,3.21086215,38.95,7927.11,4.755894479,6570,2.5694,-0.16656,6740,4.1431,-0.00054621,,,,,,
153.6,2899.72,3.230326722,39,7954.41,4.598820958,6580,2.7586,-0.098575,6750,4.1096,-0.034014,,,,,,
153.8,2902.24,3.176686776,39.05,7981.72,4.700480366,6590,2.6535,-0.35332,6760,4.1077,-0.035929,,,,,,
154,2904.76,3.21907885,39.1,8009.02,4.860099472,6600,2.4063,-0.6142,6770,4.1106,-0.032986,,,,,,
154.2,2907.27,3.094938154,39.15,8036.33,4.408792861,6610,2.2645,-0.54005,6780,4.115,-0.028594,,,,,,
154.4,2909.79,3.133250553,39.2,8063.63,5.199574472,6620,2.2941,-0.095468,6790,4.1268,-0.01681,,,,,,
