depth,Si,S,K,Ca,Ti,Mn,Fe,Zn,Br,Rb,Sr,Mo inc,Mo coh
123.9,0.226473429,0.262633766,0.346794909,0.639181575,0.46260566,0.666277455,3.83578114,0,0.917533086,0.25233036,0.609435719,8.160090588,3.676632206
124.1,0.236879615,0.257515291,0.377929124,0.62400556,0.438338826,0.799585004,4.038548502,0.159704204,0.875707338,0.382401814,0.760344093,8.030649828,3.654865971
124.3,0,0.187830277,0.305765539,0.563490832,0.471450255,0.739488541,3.918411507,0.168000507,0.947566052,0.572805361,0.773304346,8.087069619,3.66798436
124.45,0.152758399,0.127102671,0.383654545,0.671228335,0.45236172,0.828066284,4.153749498,0,0.694879598,0,0.684468828,8.028735861,3.631272852
124.6,0.201229426,0.278038408,0.312333151,0.539273018,0.469970686,0.70495603,3.745541555,0,0.781716339,0.443784405,0.733114101,8.191298306,3.668832919
124.8,0,0.207593195,0.290506879,0.637032679,0.436275098,0.793891314,4.20856485,0.164116831,0.830372779,0.404229671,0.689811498,7.994359758,3.640040762
125,0.221913246,0.209688308,0.365604057,0.60628574,0.453625167,0.740766796,3.992236301,0.125812985,0.90530969,0.517042216,0.76414056,8.072863685,3.599805358
125.2,0,0.244939609,0.33866962,0.621643818,0.43856383,0.782499916,4.165032648,0.18310338,0.81237278,0.31153074,0.756122335,8.019558418,3.588570572
125.4,0.221983532,0.278271084,0.302512562,0.648545862,0.445944656,0.768973513,3.979594922,0.167803778,0.804758646,0.481979656,0.797067944,8.064734919,3.627240805
125.55,0.180617015,0.23803391,0.382024594,0.653855127,0.512539777,0.80026952,4.118493195,0.258770142,0.683386369,0.519196416,0.716502078,8.042822616,3.593277684
125.7,0.199540717,0.29124981,0.330246243,0.663108308,0.457678273,0.739624268,4.018265231,0,0.747771437,0.446186608,0.830059352,8.041591012,3.628417228
125.9,0.171968664,0.310020918,0.386929494,0.579996029,0.38212273,0.76424546,3.904957402,0.135953166,0.7270635,0.42992166,0.745886203,8.114137821,3.68581044
126.1,0,0.186245611,0.267024221,0.557009668,0.427869764,0.689919265,3.650445656,0,0.88016242,0.356633194,0.903925678,8.20127121,3.70702072
126.3,0,0.285229141,0.318117129,0.541917061,0.375345437,0.656193363,3.432880052,0.21822655,0.684318007,0.573926146,0.7210288,8.311132689,3.730386973
126.45,0,0.307344786,0.325263148,0.594376529,0.355777312,0.702200447,3.707806279,0.106467357,0.784783111,0.336679345,0.67615853,8.21720644,3.666560182
126.6,0.105643299,0.276158401,0.328458366,0.588196997,0.353023594,0.743266494,3.74375965,0.240130418,0.700758371,0.167036723,0.651229034,8.232837736,3.67759079
126.8,0.106625604,0.238422099,0.264780953,0.559149384,0.371918095,0.648578229,3.587704673,0,0.567558118,0.253819706,0.740005249,8.27247953,3.723508988
127,0,0.309652932,0.319182936,0.477207217,0.404726372,0.627317915,3.199330733,0,0.747882882,0.18962292,0.32229699,8.376383673,3.842431894
127.2,0.191796924,0.281745355,0.295169238,0.549575212,0.301657249,0.674526115,3.468569984,0,0.566916218,0.493912605,0.716288163,8.3097116,3.684824061
127.4,0.194970302,0.217983425,0.168849235,0.583283891,0.415885868,0.665474514,3.479004531,0.394784773,0.669744982,0.576729932,0.858755101,8.269361461,3.740941073
127.55,0.198465835,0.258767789,0.284159831,0.598696131,0.384327436,0.629171129,3.452678133,0,0.690364483,0.329118354,0.606864259,8.307164415,3.715076867
127.7,0,0.16727347,0.184326386,0.442564002,0.299895055,0.577725163,3.340088422,0,0.720857999,0,0.65092504,8.385986684,3.798933755
127.9,0.14047632,0.270211596,0.198663517,0.534917889,0.352592765,0.602576281,3.322495125,0.133267538,0.795894746,0.402262962,0.716291496,8.353794975,3.735455267
128.1,0.138823295,0.255977509,0.284503095,0.52312626,0.392651574,0.652617156,3.457508369,0,0.659958412,0.430128249,0.654091999,8.350079854,3.682875016
128.3,0.193795174,0.274067764,0.312485329,0.61283415,0.439791238,0.672723319,3.740046035,0.216669592,0.676897443,0,0.518198295,8.21792087,3.677770865
128.45,0,0.259317384,0.311307951,0.541032097,0.382567464,0.694683663,3.244669046,0,0.812765772,0.320696223,0.493224599,8.39189159,3.749699196
128.6,0.175880681,0.260131035,0.314009823,0.60926855,0.45270061,0.739692754,3.719574937,0,0.748785017,0,0.703522723,8.208772692,3.649524127
128.8,0.1028885,0.239091267,0.210858678,0.466982326,0.312076271,0.634247308,3.152151693,0,0.747624966,0.580203567,0.795641498,8.417889109,3.745480565
129,0,0.327304107,0.295447904,0.483833102,0.408219943,0.690017643,3.599518553,0.22711261,0.747961302,0,0.347872014,8.273860161,3.68906776
129.2,0.265690224,0.275978789,0.272592418,0.5814595,0.408888627,0.751485436,3.982322402,0.258603874,0.609535177,0,0.836863163,8.085593823,3.617887812
129.4,0.221973616,0.271861048,0.298444522,0.51875089,0.29525251,0.727137905,3.646359408,0,0.755262516,0,0.64275125,8.254223242,3.714584127
129.55,0.194470456,0.265018559,0.297058528,0.633718544,0.381932393,0.762685071,3.874331579,0.232436652,0.689518539,0.278277576,0.753180836,8.173269478,3.59438564
129.7,0.16550153,0.200432307,0.286657059,0.595192225,0.439956073,0.685051065,3.859652763,0,0.779791507,0.466154483,0.841728917,8.15538074,3.620160767
129.9,0.149519042,0.177963256,0.311248706,0.570985273,0.317177785,0.68654047,3.862977161,0,0.767272131,0.149519042,0.727386192,8.147644591,3.653031002
130.1,0.115211393,0.234501382,0.282209125,0.580973614,0.33730442,0.728660828,3.728447369,0,0.841009348,0.475028742,0.733847091,8.212745024,3.628179055
130.3,0.168206259,0.233881311,0.271224442,0.677017131,0.390876023,0.724133967,3.887469472,0.33920437,0.82974177,0,0.82974177,8.171085392,3.586384645
130.45,0.157191577,0.311345564,0.298886654,0.51768687,0.40664667,0.713715274,3.660598967,0,0.61655609,0.519519396,0.751338804,8.25022549,3.635851705
130.6,0.286321638,0.283259287,0.331493881,0.618055249,0.413445509,0.759834902,4.004584768,0.093387821,0.789113275,0,0.68243434,8.092365913,3.653600837
130.8,0.216969732,0.204068699,0.348297117,0.609241402,0.356009427,0.734548727,3.784432122,0,0.768283097,0.265732566,0.718348035,8.18047383,3.636079689
131,0.160521118,0.332310285,0.297227355,0.623174085,0.393194831,0.72170776,3.752066161,0,0.799158448,0.415941338,0.711433816,8.178029403,3.686747608
131.2,0.139123913,0.326274496,0.301613455,0.60482911,0.332153789,0.729571953,3.722702186,0,0.784540455,0.304805221,0.697009414,8.210786409,3.65051179
131.4,0.150172328,0.341346249,0.287558115,0.603809796,0.349507072,0.67298876,3.640711214,0,0.779113179,0,0.674383557,8.242965318,3.719355567
131.55,0.176225235,0.322686699,0.31115843,0.636825029,0.437963871,0.741526856,3.744405105,0,0.904654283,0.518205841,0.721549395,8.168097491,3.638503251
131.7,0.153225304,0.306450609,0.326426059,0.615840808,0.350439678,0.770826729,3.899553314,0,0.84354242,0.28189356,0.53248655,8.151683674,3.604992735
131.9,0.085090976,0.315525785,0.300842032,0.639598933,0.370902967,0.778710292,3.717316923,0,0.86567262,0.425454882,0.770531562,8.204332324,3.652970578
132.1,0,0.233052329,0.275751235,0.620987163,0.41471966,0.751571179,3.595859744,0,0.850986786,0.18546827,0.794887256,8.284565063,3.668384817
132.3,0.232671826,0.232671826,0.323696927,0.607021648,0.426166808,0.798379512,3.898275164,0,0.921257605,0.326383255,0.810320589,8.107945745,3.610829187
132.45,0.205094322,0.263621919,0.328485137,0.616767365,0.322869593,0.789708673,3.800806632,0.245666924,0.728263791,0.621199283,0.682904239,8.186924453,3.623697534
132.6,0.216210016,0.319609686,0.350609033,0.664452618,0.430413432,0.791677336,3.82876496,0,0.810053181,0.2598521,0.769497086,8.130718973,3.66235724
132.8,0,0.234968045,0.274688263,0.61721056,0.413703933,0.739309693,3.692563501,0,0.930030314,0.191850605,0.627559722,8.23439246,3.648189458
133,0.126864922,0.227729504,0.307863524,0.615727049,0.324822652,0.842588554,3.854736369,0,0.769368319,0.62150865,0.775157477,8.143656438,3.618060647
133.2,0.160740685,0.242002384,0.334608419,0.665344769,0.421210121,0.804774316,4.124494473,0.155290255,0.81646142,0.421210121,0.491070904,8.025774516,3.568781085
133.4,0.144913586,0.261246683,0.326725777,0.596027778,0.376496541,0.745988344,3.774482002,0.277488392,0.851174594,0.627494236,0.861393142,8.142179331,3.654821009
133.55,0.23876236,0.23876236,0.353134292,0.607261917,0.301422704,0.796371799,3.713551122,0,0.8008333,0.470004175,0.697384349,8.219656486,3.649922169
133.7,0.230759673,0.249248934,0.357491348,0.631961391,0.439858042,0.865476964,3.917934108,0,0.771119509,0.157638867,0.815858648,8.106860234,3.603596328
133.9,0,0.212182752,0.331440054,0.658792422,0.381928954,0.806294458,3.805117728,0,0.914111271,0.428588151,0.787080758,8.140852457,3.624041652
134.1,0,0.21405188,0.268796928,0.59958044,0.444264268,0.806390785,3.77064215,0,0.845853966,0.537593857,0.65304041,8.183111278,3.651451543
134.3,0.247836449,0.287197123,0.362795413,0.702237982,0.451190712,0.805808822,3.931157974,0,0.855458968,0.581982345,0.764457371,8.103152841,3.577292778
134.45,0.203337367,0.305741892,0.341829827,0.568839216,0.386271195,0.799978428,3.719027314,0.250834517,0.862687385,0.274775446,0.76435473,8.181205322,3.735425646
134.6,0.152555892,0.270925097,0.277454349,0.627579357,0.445778172,0.847284956,3.899999587,0,0.85150033,0.310923959,0.676982265,8.099178453,3.66354107
134.8,0.264788479,0.268342846,0.350957802,0.618691156,0.331521898,0.794365437,3.528962151,0,0.860768968,0,0.520554544,8.262629898,3.727175416
135,0.103614426,0.24665167,0.341036827,0.655315171,0.396813042,0.879197561,3.912044959,0.235518729,0.886292066,0.474820951,0.589176568,8.11319263,3.63906492
135.2,0,0.258801128,0.306808209,0.642440227,0.41030497,0.82171217,3.817361098,0,0.862553842,0.12034008,0.77289816,8.180802386,3.623215795
135.4,0,0.206924504,0.363151031,0.732173638,0.441869825,0.894335273,4.111918449,0,0.948247205,0.468216705,0.616621135,8.050294062,3.530595351
135.55,0,0.227260584,0.342844422,0.598305711,0.379811079,0.81831223,3.619724337,0.197941319,0.902159278,0.506414772,0.901171692,8.238324532,3.641553004
135.7,0.128288328,0.299339433,0.280414276,0.685539453,0.375241838,0.845579159,3.687530171,0,0.860584269,0.470390538,0.885716098,8.203545709,3.602494234
135.9,0.198516667,0.223957004,0.287054626,0.671871013,0.32509601,0.902799547,3.836329041,0.257446206,0.944496397,0.410345392,0.797443295,8.125967509,3.59354549
136.1,0,0.140965875,0.297519674,0.670683038,0.420756358,0.881357039,3.934438137,0,0.836128703,0.353054861,0.53255869,8.149574511,3.615238201
136.3,0.255883364,0.294468761,0.336535727,0.582896977,0.371525383,0.772246839,4.111817281,0,0.843440043,0.206085203,0.711416945,8.038093488,3.627528887
136.45,0,0.265258055,0.330243615,0.669743759,0.308202009,0.816503762,4.120261147,0,1.019605867,0.41519453,0.687883235,8.030027728,3.551635975
136.6,0.112415319,0.297422977,0.309324566,0.637334952,0.294372405,0.832610894,3.993965697,0,0.934757929,0.112415319,0.642975194,8.143933745,3.604058868
136.8,0,0.233609977,0.348525923,0.655398516,0.411098751,0.852678999,4.100911806,0,0.853710673,0.482056015,0.773659743,8.014888266,3.57896034
137,0.258108219,0.199027145,0.254596379,0.622185953,0.487514949,0.790434176,3.956268989,0,0.933520056,0,0.715089073,8.112312325,3.552458409
137.2,0.212981279,0.284608206,0.329457817,0.688963517,0.383957461,0.937048475,4.207391124,0.290244559,0.997347723,0.241498071,0.875372674,7.947145862,3.561357416
137.4,0.238413064,0.271832716,0.356292617,0.655816516,0.41294354,0.828178032,3.753523263,0,0.860711885,0.664427167,0.727062127,8.171344735,3.584134247
137.55,0,0.270336102,0.250861285,0.531202605,0.360448135,0.674336714,3.095122091,0.156078621,0.82956925,0,0.828344793,8.410885586,3.776651134
137.7,0.184496821,0.305953365,0.202106141,0.631076223,0.408401122,0.853484765,3.91420343,0.193501898,0.96574878,0,0.672844501,8.136707227,3.586316382
137.9,0.09330242,0.204415361,0.236038527,0.570595983,0.431618246,0.762572501,3.874691229,0.200111397,0.952416188,0,0.761430069,8.162122161,3.600554778
138.1,0.165077984,0.237075206,0.322325068,0.627242036,0.40012261,0.803431344,3.97667519,0.101089207,0.969613614,0.577772945,0.689336488,8.067948992,3.653690831
138.3,0.255409225,0.233784958,0.284783375,0.575724408,0.4302594,0.828152883,4.052973509,0,0.873734864,0,0.744047294,8.070088259,3.608857775
138.45,0.185365383,0.33109787,0.392177716,0.659720234,0.387983181,0.962337039,4.460889704,0,0.903585512,0,0.762137204,7.89884839,3.47187692
138.6,0.171184935,0.231164919,0.35715517,0.673316032,0.429470136,0.91057059,4.342996067,0.176147845,0.716719487,0,0.764435646,7.94739392,3.560917739
138.8,0.171817248,0.238902188,0.287505246,0.581815588,0.354904181,0.759372629,3.611160944,0,0.784861991,0.389283944,0.680072259,8.257721167,3.681596347
139,0.129927362,0.26697535,0.27391093,0.635036366,0.396934648,0.762535756,3.717275087,0,0.804431213,0,0.695647485,8.224742964,3.669793172
139.2,0.174228346,0.231448826,0.345885021,0.682675957,0.363504853,0.833430049,4.066962669,0,0.839832935,0,0.529473441,8.070453832,3.646084294
139.4,0.170475357,0.190597243,0.248508401,0.590543959,0.413204976,0.780052836,3.881591353,0,0.829700251,0,0.567006777,8.131603036,3.68375709
139.55,0,0.241391932,0.358520442,0.659781524,0.46653599,0.894626445,4.115548168,0.175638429,0.739398615,0.495052559,0.693963216,8.050041438,3.597373461
139.7,0.178631751,0.225121035,0.318369221,0.636738442,0.293841485,0.813994645,3.451040119,0,0.968766689,0.452321721,0.539386465,8.275331848,3.695562402
139.9,0,0.159500588,0.390695054,0.752362769,0.567666753,1.005612944,4.743187426,0.382468974,0.800156867,0,0.60385948,7.729884069,3.482023627
140.1,0.092000953,0.130108996,0.311990411,0.635739235,0.359275207,0.802045715,3.590690065,0.283565982,0.816427468,0.478050976,0.733126958,8.220196353,3.699822648
140.3,0.125522051,0.203368966,0.269945378,0.571780155,0.454746833,0.846692525,3.527482312,0,0.980358559,0,0.49418081,8.282553309,3.670849411
140.45,0.152685787,0.280900992,0.351764072,0.656043377,0.417073697,1.026870311,3.855941109,0,0.875066126,0,0.801250748,8.110166269,3.632510067
140.6,0.22725856,0.234964418,0.310111686,0.646926861,0.415630222,0.887222173,3.662489667,0,0.844017105,0.477448175,0.527088513,8.226785867,3.669776278
140.8,0.124544601,0.269047089,0.316167809,0.591495809,0.293554441,0.837530935,3.764828552,0,0.85886625,0.334703559,0.75643688,8.185169585,3.63059322
141,0.130405204,0.242021817,0.319426211,0.67340958,0.425901614,0.90764687,3.730946354,0,0.906605393,0,0.773932885,8.176566926,3.656775238
141.2,0.219601801,0.279109018,0.316479878,0.644574666,0.421973171,0.902363423,3.955881261,0.136191255,0.814874516,0,0.668586717,8.119671928,3.60379664
141.4,0.203763633,0.263057719,0.31676344,0.651034639,0.415930774,0.899795839,4.070600393,0.176464482,0.666787755,0,0.702171962,8.077414175,3.59413288
141.55,0.204310451,0.220680509,0.34136765,0.647430988,0.3844983,0.889591571,4.103835337,0,0.762181133,0,0.691594145,8.07317176,3.549802212
141.7,0.15061169,0.253517251,0.291658284,0.672151248,0.410169216,0.872811746,4.037592017,0.12297393,0.73784358,0,0.462175884,8.053853632,3.653950522
141.9,0.175968364,0.21789782,0.175968364,0.522006527,0.272609018,0.708259004,3.342472642,0,0.622971089,0.354857415,0.845136808,8.365193764,3.707883513
142.1,0.193451786,0.302456435,0,0.519886053,0.338156575,0.610046594,3.115981936,0,0.576761792,0.273582139,0.685473564,8.43076506,3.800451026
142.3,0.225577118,0.175768274,0.330211089,0.589159265,0.404424338,0.856853768,3.795512772,0,0.849398093,0,0.744502135,8.208474717,3.655512818
142.45,0.168087407,0.249313914,0.271032799,0.631913273,0.37334076,0.821166191,3.547666466,0.249313914,0.873407785,0,0.66247197,8.291327708,3.659521875
142.6,0.206288066,0.268622564,0.294889368,0.624814952,0.414812333,0.845091704,3.72139773,0,0.831851851,0.423639116,0.34141332,8.207231212,3.661755282
142.8,0,0.148504388,0.230859454,0.567110501,0.293898652,0.870156307,3.617334424,0,0.741283373,0.447570974,0.757226774,8.296997461,3.614030574
143,0.244730254,0.305552709,0.287737941,0.599464248,0.365893757,0.839417847,3.756570718,0,0.827795391,0,0.697272832,8.179372101,3.631876908
143.2,0,0.224550647,0.29309698,0.601912403,0.329114051,0.792140223,3.558863415,0,0.816519453,0.21170838,0.425616342,8.317921394,3.66256517
143.4,0,0.241679844,0.218607645,0.597942121,0.346926855,0.791562286,3.628125937,0,0.77916695,0.392412731,0.5919923,8.262867734,3.644917836
143.55,0,0.245205854,0.269267107,0.622319533,0.398944636,0.804510873,3.76833191,0,0.629383545,0.511590219,0.654182705,8.214126995,3.652516741
143.7,0.187251472,0.274564554,0.327020636,0.654041272,0.397220356,0.853998105,3.804247644,0,0.812981975,0.539466257,0.690549307,8.138440981,3.656921045
143.9,0.112878856,0.245087153,0.295586228,0.616789143,0.379207679,0.964437364,3.907910042,0,0.721517043,0.225757711,0.589630936,8.14092806,3.634228372
144.1,0.200951089,0.265006449,0.205273113,0.608650067,0.358003998,0.829601408,3.702748019,0,0.869891489,0,0.639594039,8.203544185,3.724024279
144.3,0.25120374,0.264433922,0.206488202,0.601302721,0.289083483,0.872152978,3.866791381,0,0.741059663,0.109263286,0.838250549,8.120422572,3.687303483
144.45,0.147191517,0.254943186,0.334570775,0.64998014,0.43952547,0.917244501,4.044866451,0.180272056,0.673176612,0,0.655511985,8.096313958,3.588878128
144.6,0.086018522,0.31605223,0.219305061,0.533730891,0.313112146,0.759695014,3.414566954,0,0.80117376,0.210701487,0.911349899,8.317928788,3.685268792
144.8,0,0.218795409,0.277373806,0.62297715,0.396600359,0.871265815,3.891589539,0.210836532,0.84537097,0,0.44533639,8.162941417,3.689060037
145,0.17286629,0.240847876,0.205395758,0.621866541,0.365504431,0.841663266,3.798202076,0,0.713978031,0.233435389,0.688918317,8.214974479,3.592958361
145.2,0.169630607,0.197307537,0.310611252,0.618491843,0.310611252,0.923623608,3.883675886,0,0.703025669,0.41346661,0.709019176,8.143204568,3.632584052
145.4,0.160771348,0.275129123,0.327234159,0.613705081,0.431822554,0.843092062,3.787034344,0.096079257,0.647377444,0,0.776995514,8.195172045,3.648988497
145.55,0.231591539,0.298983391,0.338261093,0.642640439,0.335608024,0.892954829,4.044793354,0,0.728685765,0,0.603916847,8.091685962,3.569816614
145.7,0,0.214954374,0.331266938,0.555009807,0.345490819,0.716962262,3.506897882,0,0.615848346,0,0.650806687,8.303148907,3.783135916
145.9,0.198692926,0.264547321,0.293488902,0.550699164,0.325384657,0.801516705,3.746776001,0,0.676458495,0.388249324,0.654892498,8.238081521,3.662736793
146.1,0.113211117,0.226422234,0.213948901,0.580428818,0.293351953,0.76064777,3.638389618,0.213948901,0.750957594,0.154280746,0.644693043,8.264743851,3.713847263
146.3,0.180302983,0.29135038,0.228857768,0.626031991,0.32085151,0.83603054,3.84153032,0,0.713659768,0.431305774,0.643108724,8.137306219,3.661477674
146.45,0.173256556,0.226289402,0.192563896,0.557470063,0.373489814,0.746979627,3.701179122,0,0.875407133,0.230157877,0.687911569,8.226225905,3.630127984
146.6,0.093197819,0.212523725,0.291755321,0.559186912,0.38426445,0.863275452,3.783877348,0,0.549788143,0.256928655,0.819928964,8.204372893,3.649976887
146.8,0.19997455,0.17053887,0.279574538,0.573591459,0.292288896,0.744583329,3.629965006,0,0.708301122,0,0.750661661,8.225186208,3.715585655
147,0,0.177197387,0.231436499,0.533326561,0.372188958,0.763970157,3.716426799,0,0.566901331,0,0.832239811,8.258570223,3.634770254
147.2,0.194060248,0.26445954,0.296431925,0.543962432,0.325276689,0.780847804,3.719347462,0,0.726106961,0.346628555,0.834147395,8.204368243,3.724165895
147.4,0.212843054,0.294923986,0.229238984,0.529974929,0.40159147,0.790676851,3.606543739,0,0.777969749,0.240804426,0.603514217,8.285474605,3.688761095
147.55,0.120311771,0.269025298,0.258740247,0.549694461,0.265641197,0.791227139,3.777626758,0,0.7831825,0.450165426,0.652074259,8.217280735,3.657655922
147.7,0.14348689,0.230622909,0.28697378,0.625444853,0.312722427,0.838713296,4.09901471,0,0.63362095,0,0.752451599,8.11959166,3.560528225
147.9,0.12603707,0.226243465,0.294086498,0.631584211,0.288022207,0.822198031,3.817117986,0.11882889,0.726461561,0.45637101,0.783730354,8.166731024,3.653626053
148.1,0.093139589,0.314475448,0.294533242,0.565012723,0.372558357,0.826794211,3.747407453,0,0.760101226,0.266711195,0.586113752,8.229872291,3.652924716
148.3,0.21666298,0.173716852,0.18311364,0.600378218,0.359294906,0.858879102,4.070727824,0,0.895199118,0.27467046,0.796070622,8.049713925,3.585942978
148.45,0.097301312,0.268241205,0.337061631,0.63804737,0.369232517,0.838147874,4.129291586,0.264688184,0.585427313,0,0.565688103,8.058522595,3.603828323
148.6,0,0.233858154,0.237997558,0.503900951,0.342333285,0.625012207,3.331965812,0,0.651033549,0,0.687513428,8.394497983,3.734153727
148.8,0.222879645,0.26304115,0.259646929,0.558788842,0.342186884,0.77322581,3.803208307,0.157599708,0.746373508,0,0.626163183,8.183486401,3.655012613
149,0,0.217055336,0.264191342,0.62797565,0.366550611,0.832307558,3.974301928,0,0.808917477,0,0.592224832,8.108995928,3.619758836
149.2,0.133114613,0.288585605,0.269536549,0.501614298,0.341977634,0.743537766,3.538946569,0,0.631418052,0,0.637005932,8.303620873,3.685856873
149.4,0.189906566,0.207205051,0.189906566,0.504151649,0.331528082,0.72373613,3.690577325,0.265351937,0.736671512,0.354072147,0.647329274,8.231962276,3.629106415
149.55,0.196313987,0.218438039,0.290549754,0.577932729,0.383165669,0.836188295,3.991181323,0.171356896,0.659501472,0.242335247,0.765133007,8.120943021,3.609951377
149.7,0.197520869,0.275822884,0.272263729,0.4632275,0.3747695,0.689910737,3.484438333,0,0.741690207,0.443872948,0.701129534,8.297757457,3.730217051
149.9,0.149060157,0.261741034,0.319118732,0.693837273,0.396716638,0.899521754,4.305362098,0,0.481089589,0.423795967,0.815301379,7.951815713,3.509250952
150.1,0.216426051,0.249907278,0.229554493,0.497858327,0.265066697,0.741871128,3.577854958,0.176711131,0.650779378,0,0.854357658,8.291782643,3.692744729
150.3,0.277681116,0.312720311,0.263788149,0.572043483,0.287660848,0.815935914,3.885600086,0.212451616,0.81131301,0,0.553666466,8.146787727,3.655927509
150.45,0.183451703,0.29158526,0.285445936,0.581649865,0.362043544,0.802963196,4.07850377,0,0.737418681,0.506791064,0.838571699,8.068582673,3.579597532
150.6,0.102275369,0.283187673,0.26075205,0.492269387,0.292276211,0.799886673,4.117986197,0,0.687353382,0.371115398,0.711040646,8.115170806,3.555448409
150.8,0.220882807,0.287995945,0.276471401,0.577401909,0.388904313,0.809568885,4.43620815,0,0.600866196,0.403274986,0.696160563,7.940729224,3.550881481
151,0.176801253,0.294668755,0.28263634,0.599562219,0.433072855,0.824019452,4.05894845,0,0.56986225,0.467772146,0.637465982,8.079299252,3.611826457
151.2,0.150650359,0.23635973,0.243634033,0.510025194,0.221094282,0.74392324,3.636071995,0,0.732095409,0.432205595,0.912552134,8.22815374,3.65188212
151.4,0.268307519,0.349037836,0.356882363,0.691433508,0.418757253,0.945198929,4.414391031,0,0.732903903,0.148830233,0.82642111,7.922210633,3.495398782
151.55,0.112101565,0.266855102,0.228826362,0.53762022,0.330018072,0.780697063,3.5837452,0.188695052,0.569773046,0,0.578889993,8.283008586,3.703878238
151.7,0,0.204241192,0.228348595,0.362492156,0.281527055,0.520714912,2.839613704,0,0.671205048,0,0.37382276,8.555122072,3.808427406
151.9,0.160587239,0.131118931,0.339392938,0.526112159,0.354263844,0.802936193,4.016821556,0,0.647679742,0.265495601,0.783428756,8.112331559,3.636984846
152.1,0,0.221152918,0.337816663,0.634143113,0.378289545,0.870159636,4.263956397,0,0.80529,0.378289545,0.586661507,8.008237766,3.547649433
152.3,0.143738544,0.193817013,0.335700914,0.603639656,0.413425818,0.827986642,4.204980585,0,0.772841541,0.167850457,0.576585254,8.059152846,3.549815602
152.45,0.160114469,0.193908252,0.295236494,0.560781738,0.450981194,0.801639066,4.037509991,0.18020289,0.712464411,0.575818768,0.675523686,8.044802762,3.648596212
152.6,0.139680381,0.255020319,0.312334827,0.615492477,0.353826333,0.836140031,4.180894603,0,0.929163303,0,0.619442202,8.011961629,3.584147049
152.8,0,0.220322637,0.306164008,0.597103921,0.436830091,0.871742155,4.305388841,0,0.866928522,0.292176451,0.728433235,8.019447588,3.465541261
153,0.242413759,0.30164563,0.257578993,0.529672318,0.401407869,0.749069776,3.917282075,0.217693982,0.64136652,0.384524238,0.606425261,8.160824467,3.605317308
153.2,0.203961967,0.281813956,0.328303324,0.624124832,0.393771951,0.792331448,4.027926115,0.249801373,0.848790167,0,0.578528136,8.085607687,3.563900133
153.4,0.13741113,0.189408172,0.238003059,0.506747209,0.310318023,0.788169928,3.706026837,0,0.657566459,0,0.765072794,8.226899727,3.708064236
153.55,0.242023646,0.314231546,0.297825385,0.59565077,0.419197251,0.854214662,4.253994052,0,0.815115272,0.191882389,0.625794448,7.966953771,3.597474978
153.7,0.123852794,0.251122378,0.330274117,0.588210229,0.423037828,0.814252976,4.094641553,0,0.670789903,0.567564804,0.740819644,8.065132325,3.56194932
153.9,0.093356887,0.3179621,0.292253284,0.61075671,0.391654117,0.86273079,4.223612499,0,0.742172574,0,0.619259532,8.006951955,3.592239093
154.1,0.172383652,0.277330705,0.277330705,0.586819762,0.426371618,0.829888465,4.149863569,0.083618354,0.785523117,0.331850054,0.938613693,7.990257667,3.584390248
154.3,0.144513298,0.257163298,0.228495587,0.551869272,0.408745332,0.792630519,3.725015389,0.117994614,0.764692495,0.366068662,0.71408679,8.210593956,3.654739115
154.45,0.214922654,0.338561612,0.343577613,0.666940339,0.458725484,0.910901006,4.363629754,0,0.617664646,0.427850655,0.477008516,7.945896742,3.537348024
154.6,0,0.353224206,0.239312044,0.429048902,0.299993523,0.66004773,3.107438485,0,0.519604024,0.542708703,0.792418722,8.430201349,3.817758466
154.8,0.189985704,0.258408495,0.284978556,0.573114794,0.441486881,0.810506714,3.517815026,0,0.740700635,0.189985704,0.703203796,8.283681717,3.705938887
155,0.27068291,0.235369267,0.280411129,0.597838536,0.412031776,0.882698021,4.191483454,0,0.716159663,0.380462115,0.521183553,8.040983872,3.543927139
155.2,0.232350888,0.28771508,0.250967643,0.501935285,0.364921599,0.728609312,3.98714846,0,0.852657059,0.417801097,0.738422674,8.112340844,3.617020038
155.4,0.13345201,0.286222675,0.310114448,0.655139283,0.468034293,0.998663399,4.658220742,0,0.671251672,0.484855231,0.767784104,7.764797151,3.478723013
155.55,0.168566428,0.331823345,0.291965618,0.604845847,0.399790387,0.823650135,4.020494832,0,0.817156078,0.459710659,0.757377421,8.08877382,3.561900763
155.7,0,0.142990956,0.285981911,0.580832007,0.37605987,0.86486875,4.036382503,0,0.765591612,0.43879045,0.691944251,8.090053718,3.625180297
155.9,0.229170612,0.280675532,0.310298476,0.609208884,0.374234043,0.898356595,3.93680161,0.144940221,0.670756453,0.469659996,0.797171218,8.117946408,3.642299029
156.1,0,0.251927445,0.333268684,0.675731422,0.411395795,0.89168714,3.948426379,0.233778775,0.831318156,0.604100792,0.87270227,8.092890072,3.570700637
156.3,0.179074303,0.249497259,0.267732201,0.618809294,0.31618899,0.899575161,3.810143553,0,0.664380287,0.339213968,0.530153879,8.17073945,3.675324131
156.45,0.123344044,0.323410812,0.311428446,0.613628872,0.359606594,0.907438369,3.72031074,0,0.636448097,0.285961402,0.885160037,8.202610784,3.628443427
156.6,0.206657449,0.251409638,0.34332514,0.675362108,0.385514472,0.95689317,3.889334917,0.170414098,0.71468827,0,0.577162845,8.140100246,3.614320033
