ID,depth,mean,kcps,MSE,S,K,Ca,Ti,Mn,Fe,Co,Zn,As,Br,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
PAT1H_2mm_2651,544.1,26026.9,15664,1.2698,0.0293922,0.914282,0.531675,0.816444,1.22243,54.6114,0.251452,0.286144,0.0872796,0.101361,1.0056,1.32021,1.13631,28.0076,8.84214,3.16929,0.315693,2.71539,1A,Unit 1
PAT1H_2mm_2656,545.1,26062.9,15033.7,1.2572,0.0299518,0.900489,0.629538,0.91922,1.18496,53.0063,0.230713,0.263013,0.0748153,0.0988954,0.95508,1.63611,1.27792,28.7173,9.19611,3.12534,0.320142,2.63966,1A,Unit 1
PAT1H_2mm_2661,546.1,26099,14746.2,1.2616,0.0292601,0.939654,0.648569,0.944963,1.23419,53.4736,0.254681,0.283883,0.0782958,0.0894839,1.02732,1.69413,1.29927,27.9699,9.14343,3.06103,0.326834,2.69644,1A,Unit 1
PAT1H_2mm_2666,547.1,26135,15036.4,1.2712,0.0311682,0.971646,0.652794,0.961004,1.22554,54.4798,0.236644,0.302,0.0783738,0.0862636,1.0006,1.7536,1.24185,27.1079,9.0209,3.00694,0.332762,2.76816,1A,Unit 1
PAT1H_2mm_2671,548.1,26171,15967.7,1.2762,0.0310413,0.982509,0.641944,0.917584,1.29709,53.9167,0.227677,0.308807,0.0913805,0.0911014,1.03286,1.6078,1.2459,27.8215,8.92881,3.11789,0.320943,2.72211,1A,Unit 1
PAT1H_2mm_2676,549.1,26207,14790.7,1.24,0.0304181,0.791502,0.865648,1.13177,1.06513,49.2233,0.217434,0.251454,0.0909631,0.0969518,0.8672,2.30406,1.53047,30.5636,10.0172,3.06228,0.327275,2.47047,1A,Unit 1
PAT1H_2mm_2681,550.1,26244.4,15731.3,1.2778,0.0299557,0.916075,0.596439,0.86644,1.21862,54.0058,0.239586,0.270378,0.0712422,0.0994379,0.976083,1.4828,1.24516,28.2386,8.9132,3.17028,0.315597,2.69309,1A,Unit 1
PAT1H_2mm_2686,551.1,26293.8,14925.1,1.2482,0.0344525,0.829284,0.788258,1.09157,1.11302,50.1922,0.255473,0.268564,0.0662264,0.0939865,0.891459,2.12273,1.42768,30.0859,9.81098,3.07412,0.325784,2.5108,1A,Unit 1
PAT1H_2mm_2691,552.1,26343.3,16037.8,1.2866,0.0325826,0.896235,0.572399,0.827113,1.271,53.6573,0.246125,0.255898,0.0691217,0.125762,0.953306,1.4084,1.18481,28.8199,8.83578,3.2648,0.306542,2.65631,1A,Unit 1
PAT1H_2mm_2696,553.1,26392.7,14922.4,1.2478,0.0345265,0.857431,0.791775,1.11967,1.15407,49.588,0.237999,0.270694,0.071359,0.101315,0.937598,2.09451,1.4527,30.4027,9.91234,3.0727,0.325918,2.48595,1A,Unit 1
PAT1H_2mm_2701,554.1,26442.2,15455.3,1.2746,0.0286417,0.971939,0.638476,0.934412,1.3302,52.8614,0.253474,0.31137,0.0525611,0.118956,1.05241,1.60058,1.25096,28.4884,9.17328,3.11048,0.32189,2.65639,1A,Unit 1
PAT1H_2mm_2706,555.1,26491.6,15410.3,1.2644,0.0328777,0.995957,0.660699,0.943885,1.34649,52.7531,0.223671,0.315455,0.0699574,0.105343,1.03021,1.68116,1.32247,28.3548,9.25198,3.0688,0.326103,2.66208,1A,Unit 1
PAT1H_2mm_2711,556.1,26541.1,15675.1,1.2618,0.0302028,0.987864,0.597887,0.903389,1.34473,53.0228,0.21841,0.310334,0.0586165,0.0985799,1.02962,1.51632,1.25981,28.5574,9.18828,3.10926,0.321775,2.65036,1A,Unit 1
PAT1H_2mm_2716,557.1,26590.5,16032.3,1.255,0.0334729,1.03058,0.556907,0.809573,1.37917,54.5921,0.228445,0.312481,0.0506429,0.109209,1.05674,1.36186,1.16522,27.6371,8.76583,3.15517,0.317256,2.74733,1A,Unit 1
PAT1H_2mm_2721,558.1,26640,15882.6,1.26,0.0339169,0.979264,0.574774,0.84175,1.34454,53.4582,0.198803,0.293834,0.0864676,0.0927918,1.02394,1.42871,1.22533,28.5521,9.02759,3.16539,0.316152,2.66332,1A,Unit 1
PAT1H_2mm_2726,559.1,26689.4,16274.3,1.2756,0.0308626,0.981916,0.498909,0.720012,1.37329,54.2857,0.238089,0.286304,0.0696778,0.109212,1.00908,1.24696,1.11736,28.4365,8.76563,3.24567,0.308324,2.68855,1A,Unit 1
PAT1H_2mm_2731,560.1,26742.2,15856.2,1.277,0.0338875,0.937211,0.573711,0.852953,1.28069,52.1772,0.214119,0.270715,0.0611339,0.0933975,0.975617,1.48561,1.22557,29.6905,9.24017,3.2163,0.311243,2.56951,1A,Unit 1
PAT1H_2mm_2736,561.1,26825.2,15843.3,1.2604,0.0379951,0.892459,0.589549,0.847164,1.27805,51.483,0.226512,0.26167,0.0741028,0.0977269,0.973631,1.50097,1.24966,30.2821,9.34223,3.24657,0.3085,2.52454,1A,Unit 1
PAT1H_2mm_2741,562.1,26908.1,16095.2,1.2692,0.0333012,0.884011,0.5237,0.797099,1.26413,52.4161,0.236515,0.244964,0.0642651,0.113859,0.969607,1.33088,1.18592,29.9919,9.1524,3.2786,0.305161,2.55524,1A,Unit 1
PAT1H_2mm_2746,563.1,26991.1,15734.6,1.2916,0.0331022,0.910794,0.555702,0.842185,1.26292,52.6592,0.219539,0.270556,0.0660973,0.0966852,1.00281,1.49807,1.22989,29.2706,9.22551,3.17579,0.315117,2.59918,1A,Unit 1
PAT1H_2mm_2751,564.1,27074.1,15687.3,1.2598,0.035372,0.926986,0.554667,0.823432,1.25225,52.6544,0.205812,0.291797,0.0715181,0.0954736,0.98949,1.53732,1.22988,29.2782,9.20256,3.18495,0.314252,2.60067,1A,Unit 1
PAT1H_2mm_2756,565.1,27157,15396.1,1.279,0.0326841,0.935876,0.594227,0.906783,1.23657,52.9159,0.20369,0.290535,0.0697449,0.0965795,1.02755,1.60758,1.28046,28.7331,9.23589,3.11375,0.321311,2.63846,1A,Unit 1
PAT1H_2mm_2761,566.1,27240,16065.6,1.295,0.0306602,0.984853,0.56166,0.857928,1.29846,53.8946,0.247958,0.290171,0.0644953,0.102241,1.0426,1.45251,1.21732,28.1812,8.92926,3.15765,0.316961,2.69505,1A,Unit 1
PAT1H_2mm_2766,567.1,27322.9,15718.1,1.2684,0.0283064,0.903033,0.66791,0.9055,1.22412,51.7265,0.216893,0.281903,0.0773413,0.100942,0.974093,1.75122,1.29772,29.5277,9.41256,3.14164,0.318719,2.56943,1A,Unit 1
PAT1H_2mm_2771,568.1,27405.9,15351.7,1.282,0.0308278,0.855587,0.712004,0.9901,1.26443,49.8948,0.259419,0.263742,0.0558723,0.109696,0.990891,1.91753,1.40614,30.4963,9.8358,3.10901,0.322203,2.48605,1A,Unit 1
PAT1H_2mm_2776,569.1,27488.9,15336.4,1.2726,0.0284663,0.910173,0.617358,0.898337,1.2647,50.9687,0.239814,0.266896,0.0864714,0.0983514,0.969385,1.76947,1.30255,30.098,9.61746,3.13489,0.319339,2.52084,1A,Unit 1
PAT1H_2mm_2781,570.1,27571.9,15207.5,1.262,0.0327892,0.915642,0.685269,0.991037,1.34887,51.3415,0.229267,0.267059,0.0906897,0.0808801,0.973192,1.89519,1.36157,29.3245,9.5626,3.06872,0.326229,2.5725,1A,Unit 1
PAT1H_2mm_2786,571.1,27655.2,15154.2,1.2516,0.0356695,0.893703,0.755969,1.03888,1.21032,49.6412,0.248482,0.26382,0.077272,0.0937842,0.971128,2.0968,1.43121,30.4355,9.86527,3.09831,0.323534,2.48819,1A,Unit 1
PAT1H_2mm_2791,572.1,27738.4,15712.4,1.2762,0.0315451,0.912661,0.64062,0.918342,1.26082,51.9892,0.230192,0.285878,0.0894221,0.0898204,0.987853,1.57938,1.29391,29.5325,9.30489,3.17747,0.315006,2.57784,1A,Unit 1
PAT1H_2mm_2796,573.1,27821.7,14586.8,1.2508,0.0350367,0.825738,0.869571,1.1439,1.1267,48.2744,0.244314,0.252698,0.0850338,0.0948862,0.893579,2.36685,1.58279,30.8937,10.3132,3.00724,0.333203,2.4347,1A,Unit 1
PAT1H_2mm_2801,574.1,27905,15258.2,1.2672,0.0313793,0.908513,0.602171,0.847294,1.25034,53.282,0.259626,0.265989,0.0602591,0.098447,0.979421,1.53208,1.27626,28.6833,9.07494,3.16621,0.316351,2.64929,1A,Unit 1
PAT1H_2mm_2806,575.1,27988.3,15417.1,1.2692,0.0279232,0.904586,0.631758,0.925311,1.253,52.7682,0.228109,0.260017,0.0917932,0.0843504,0.973557,1.69522,1.23938,28.8063,9.22188,3.12782,0.320008,2.63185,1A,Unit 1
PAT1H_2mm_2811,576.1,28071.6,15489.3,1.269,0.0304353,0.895252,0.647034,0.963807,1.19268,52.5559,0.225684,0.265527,0.066265,0.0954538,1.01473,1.57926,1.24108,29.1369,9.21464,3.16475,0.316221,2.60932,1A,Unit 1
PAT1H_2mm_2816,577.1,28154.8,14834.3,1.2442,0.0361951,0.855022,0.764966,1.06687,1.11907,49.5817,0.212111,0.263278,0.0687117,0.0969061,0.972046,2.07641,1.4441,30.5753,9.88011,3.10231,0.322653,2.48482,1A,Unit 1
PAT1H_2mm_2821,578.1,28238.1,15138.3,1.25,0.0326511,0.977044,0.583885,0.90412,1.21987,53.6533,0.267377,0.299476,0.0519308,0.0919294,1.0297,1.49669,1.21728,28.1519,9.09193,3.09802,0.32298,2.68535,1A,Unit 1
PAT1H_2mm_2826,579.1,28321.4,15462.3,1.2726,0.0312419,0.916051,0.564189,0.842196,1.22915,53.0237,0.233077,0.276074,0.0580467,0.081009,1.01264,1.48194,1.25695,29.0428,9.08911,3.1988,0.312949,2.62287,1A,Unit 1
PAT1H_2mm_2831,580.1,28405.3,15065.8,1.251,0.0322983,0.894913,0.604443,0.875641,1.31924,51.0709,0.243164,0.279226,0.0716621,0.106098,1.00398,1.60483,1.28792,30.1291,9.58004,3.15074,0.317856,2.52264,1A,Unit 1
PAT1I_2mm_2836,581.1,28494.4,14996.6,1.2678,0.0346033,0.877375,0.52623,0.767014,1.26181,50.8012,0.225437,0.259173,0.0710477,0.0925553,1.00905,1.40952,1.29134,30.9384,9.62476,3.2168,0.311112,2.46628,1A,Unit 1
PAT1I_2mm_2841,582.1,28583.6,14932,1.2514,0.0361289,0.849035,0.634721,0.916678,1.27107,49.4754,0.227752,0.264714,0.0524136,0.12413,0.990406,1.73077,1.35912,31.2027,9.93056,3.1488,0.31811,2.43251,1A,Unit 1
PAT1I_2mm_2846,583.1,28672.7,14928.9,1.244,0.0321548,0.798138,0.652334,0.934102,1.16632,48.6663,0.23279,0.244286,0.0593572,0.11198,0.94265,1.85735,1.42136,31.9157,10.0813,3.1788,0.315416,2.38645,1A,Unit 1
PAT1I_2mm_2851,584.1,28761.8,15099.5,1.2608,0.0363694,0.851688,0.57954,0.861829,1.28549,49.8696,0.215682,0.254649,0.0596511,0.0999891,0.980861,1.6318,1.33192,31.2398,9.83114,3.1796,0.314666,2.43591,1A,Unit 1
PAT1I_2mm_2856,585.1,28851,14908,1.2492,0.0336397,0.853936,0.603063,0.873866,1.27204,50.1351,0.225397,0.261103,0.0629588,0.104417,0.963257,1.6285,1.357,30.9602,9.75689,3.1752,0.315148,2.45809,1A,Unit 1
PAT1I_2mm_2861,586.1,28940.1,15005.4,1.2744,0.0381189,0.790764,0.637661,0.89453,1.23175,49.9179,0.246106,0.255578,0.0539384,0.091454,1.01789,1.54821,1.33291,31.239,9.80303,3.188,0.313819,2.44042,1A,Unit 1
PAT1I_2mm_2866,587.1,29029.3,15096.5,1.2562,0.0345587,0.86612,0.579677,0.83276,1.38878,50.3926,0.22867,0.267357,0.0634639,0.1102,0.959117,1.53962,1.32271,30.84,9.71449,3.1784,0.315003,2.4661,1A,Unit 1
PAT1I_2mm_2871,588.1,29118.4,14798.3,1.2578,0.0359083,0.858597,0.615904,0.890634,1.25744,49.812,0.229966,0.24808,0.0605304,0.100613,0.938951,1.7579,1.37261,31.0341,9.90424,3.1426,0.318777,2.44729,1A,Unit 1
PAT1I_2mm_2876,589.1,29207.5,15111.7,1.252,0.0348589,0.887614,0.592179,0.811561,1.63064,50.8373,0.229793,0.284377,0.0577986,0.104473,1.00117,1.55958,1.28516,30.2503,9.56704,3.1656,0.316207,2.51336,1A,Unit 1
PAT1I_2mm_2881,590.1,29292.8,13606.7,1.2412,0.0366502,0.709728,0.975635,1.17088,1.09851,44.2248,0.20941,0.256506,0.0638205,0.101148,0.867638,2.7727,1.7301,33.5383,11.1809,3.0074,0.333098,2.23859,1A,Unit 1
PAT1I_2mm_2886,591.1,29343,13619.3,1.2372,0.0414139,0.730265,0.990785,1.18934,1.21037,44.029,0.225552,0.249972,0.0673553,0.115327,0.847082,2.93791,1.81827,33.2277,11.2713,2.9556,0.338826,2.25195,1A,Unit 1
PAT1I_2mm_2891,592.1,29393.2,14371.3,1.2456,0.036845,0.879758,0.697403,0.968633,1.31925,49.3042,0.231261,0.293124,0.0485317,0.103122,1.04099,1.73503,1.41603,30.9332,10.0259,3.0854,0.324327,2.44665,1A,Unit 1
PAT1I_2mm_2896,593.1,29443.4,14589.7,1.2634,0.0349032,0.854528,0.627717,0.897637,1.2497,49.496,0.226887,0.253667,0.0680704,0.0906687,0.942043,1.86998,1.40022,31.0715,10.014,3.1116,0.321897,2.43935,1A,Unit 1
PAT1I_2mm_2901,594.1,29493.7,14067.6,1.2414,0.0370864,0.839565,0.751963,1.00313,1.2044,48.4828,0.222361,0.295057,0.0625171,0.103171,0.992949,2.01372,1.47095,31.2267,10.3085,3.0332,0.329982,2.40993,1A,Unit 1
PAT1I_2mm_2906,595.1,29543.9,13290.1,1.2356,0.0378076,0.70342,0.994364,1.24241,0.949879,43.056,0.231705,0.244165,0.0668581,0.105219,0.942678,2.66997,1.77989,34.2775,11.5918,2.9592,0.3382,2.18025,1A,Unit 1
PAT1I_2mm_2911,596.1,29594.1,14613.4,1.2508,0.0334605,0.982487,0.59564,0.867652,1.34531,52.8126,0.194129,0.304933,0.0570743,0.101107,1.02205,1.56984,1.31765,28.5415,9.3635,3.05,0.328048,2.63869,1A,Unit 1
PAT1I_2mm_2916,597.1,29644.3,14731.1,1.264,0.0322889,0.977157,0.610689,0.890258,1.34688,53.3563,0.232185,0.331038,0.0555279,0.0952104,1.07617,1.54151,1.26127,28.0461,9.24113,3.0358,0.329514,2.68208,1A,Unit 1
PAT1I_2mm_2921,598.1,29694.5,14783.8,1.2636,0.0329668,0.946837,0.603218,0.880023,1.31362,53.1761,0.262957,0.333363,0.0637302,0.104198,1.0432,1.60634,1.30627,28.1314,9.30337,3.0246,0.330726,2.67164,1A,Unit 1
PAT1I_2mm_2926,599.1,29744.8,14368.6,1.251,0.0352351,0.879196,0.660374,0.948355,1.26225,51.4528,0.239867,0.297389,0.0588992,0.0948619,0.998072,1.76678,1.35891,29.3787,9.65273,3.0448,0.328562,2.56247,1A,Unit 1
PAT1I_2mm_2931,599.6,29769.9,14080.4,1.2316,0.0356986,0.932648,0.612677,0.894311,1.32251,52.3962,0.248146,0.312412,0.0606844,0.0975412,0.984411,1.61307,1.31926,28.8133,9.41239,3.0624,0.32669,2.61619,1A,Unit 1
