Code,depth,mean,kcps,MSE,Si,P,S,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,As,Br,Rb,Sr,Zr,Ba,inc,coh,coh_inc,inc_coh,TSN_ sum,Subunit ,Group
LP1A-359,45.9,9921.72,27712.8,1.5625,0.0222681,0.0401048,0.128152,0.0349084,3.07845,0.10186,0.0851911,0.18022,11.8856,0.315827,0.206501,0.00498199,0.36838475,0.44794,0.0279758,1.06339,1.25382,0,66.7112,10.0411,0.150616,6.64592,1.30335,5B-C,Unit 5B-5C
LP1A-363,46.1,9953.18,27953,1.455,0,0.0241582,0.129207,0.0258417,3.15755,0.0878006,0.105325,0.166668,11.2949,0.336474,0.256523,0,0.224565186,0.521228,0.0499005,0.947869,1.45531,0.00229656,66.9707,10.2327,0.15281,6.54972,1.29537,5B-C,Unit 5B-5C
LP1A-367,46.3,9984.63,27840,1.5475,0.0183302,0.018072,0.125159,0.0176414,3.90115,0.0927795,0.115281,0.186901,14.9364,0.315711,0.175939,0,0.287220216,0.221268,0.0477419,1.13157,1.4313,0,63.4512,9.7192,0.153171,6.52962,1.36685,5B-C,Unit 5B-5C
LP1A-371,46.5,10016.1,27068,1.38,0.0277491,0.0188603,0.116805,0.017579,3.63416,0.0863001,0.137418,0.184604,14.8813,0.263259,0.193416,0,0.303729895,0.291812,0,1.11582,1.28291,0,63.8064,9.91652,0.15543,6.43436,1.35653,5B-C,Unit 5B-5C
LP1A-375,46.7,10047.5,27722.8,1.415,0.00820203,0.0308446,0.100875,0.00978463,2.98482,0.0229581,0.139022,0.148678,14.0897,0.282593,0.162264,0,0.262855027,0.269008,0.0663371,1.18434,1.33946,0,64.6232,10.1108,0.156495,6.39321,1.33816,5B-C,Unit 5B-5C
LP1A-379,46.9,10079,28460.3,1.4275,0.010373,0.0077471,0.0926246,0.02072,3.01711,0.0377879,0.109206,0.173959,18.6338,0.276955,0.218906,0,0.147264296,0.21131,0.0308612,1.13587,1.35923,0,61.4841,9.29155,0.151119,6.61764,1.4135,5B-C,Unit 5B-5C
LP1A-383,47.1,10110.5,28591.5,1.4525,0.015382,0.0180295,0.11315,0.0270027,3.33316,0.0393284,0.105808,0.162508,15.491,0.284927,0.205753,0,0.286918189,0.233965,0.0287555,1.28815,1.3537,0.00218115,63.6928,9.70359,0.152355,6.56391,1.36279,5A,Unit 5A
LP1A-387,47.3,10141.9,27723.3,1.2925,0.00990114,0.0299044,0.100729,0.0110255,2.88786,0.0298326,0.11868,0.123633,15.4767,0.248541,0.221723,0.0269505,0.270813411,0.209279,0.0326261,1.20056,1.46314,0,63.5932,10.0471,0.157993,6.33387,1.3581,5A,Unit 5A
LP1A-391,47.5,10173.4,27424,1.445,0.01876,0.0175535,0.110235,0.030368,3.06068,0.044795,0.119332,0.196521,18.2782,0.262804,0.240506,0,0.440245804,0.263071,0.110438,0.996562,1.36512,0,61.3504,9.43702,0.153897,6.5038,1.41332,5A,Unit 5A
LP1A-395,47.7,10204.8,27207.8,1.475,0.00961908,0.0130845,0.0839561,0.0264782,2.67436,0.0264928,0.10422,0.142838,21.8689,0.251342,0.215142,0,0.121402195,0.199293,0,1.15706,1.30729,0.00228519,58.8863,9.31571,0.158139,6.3249,1.46972,5A,Unit 5A
LP1A-399,47.9,10236.3,26831.8,1.2925,0,0.0124692,0.0950917,0.0117376,3.01649,0.0377737,0.0891885,0.146794,20.9491,0.254498,0.260375,0.0212336,0.383408456,0.260763,0.102725,1.09632,1.36028,0,59.1021,9.30283,0.157426,6.35311,1.47177,5A,Unit 5A
LP1A-403,48.1,10267.7,26639.5,1.395,0.00556669,0.0220065,0.104242,0.0188547,3.24878,0.0294591,0.122637,0.143654,15.3404,0.286621,0.250915,0.00259736,0.2213972,0.185442,0.00755479,1.31447,1.33631,0.00185526,63.4667,10.0494,0.158349,6.31662,1.36079,5A,Unit 5A
LP1A-407,48.3,10299.2,25985.8,1.4825,0,0.0244419,0.0961385,0.037988,2.71241,0.0595229,0.0954211,0.126787,12.7114,0.242273,0.225248,0.0283409,0.313992152,0.33075,0.023196,1.17574,1.27661,0,66.6695,10.4282,0.156458,6.39494,1.29767,5A,Unit 5A
LP1A-411,48.5,10330.7,26377.5,1.4625,0.0111609,0.0151995,0.0866756,0.0231254,2.93051,0.0575389,0.1131,0.144296,13.6135,0.295603,0.268305,0,0.138672002,0.429059,0.0378386,1.08819,1.38741,0.00533102,65.2587,10.0062,0.153364,6.5281,1.32902,5A,Unit 5A
LP1A-415,48.7,10362.1,25775.8,1.3125,0.0152145,0.0148014,0.0986074,0.0338918,2.70308,0.0727469,0.0945541,0.140228,13.0093,0.265579,0.28355,0,0.367936299,0.281822,0.152017,1.03,1.52302,0.00559314,66.2334,10.2642,0.154994,6.45523,1.30728,5A,Unit 5A
LP1A-419,48.9,10393.6,26317,1.43,0.00465602,0.0270696,0.0991448,0.032005,2.30372,0.084441,0.109019,0.0902778,15.4044,0.294733,0.170164,0.00901108,0.398918682,0.282837,0.0281548,1.12123,1.39618,0,64.2904,10.2409,0.159333,6.27715,1.34238,5A,Unit 5A
LP1A-423,49.1,10425,26737.3,1.3975,0.0155349,0.016835,0.105369,0.0431097,2.39591,0.103845,0.120465,0.142387,19.8789,0.296169,0.239909,0,0.339083231,0.320102,0.00891927,0.977352,1.26831,0.00422012,61.008,9.49682,0.155655,6.42636,1.41971,5A,Unit 5A
LP1A-427,49.3,10456.5,25984,1.31,0.0109769,0.0188461,0.11174,0.0366521,2.62895,0.0642877,0.0820216,0.144189,17.656,0.323222,0.214626,0,0.255046853,0.34341,0.0620234,1.07808,1.29709,0,62.0409,9.77317,0.157552,6.34767,1.39309,5A,Unit 5A
LP1A-431,49.5,10487.9,26253.8,1.305,0.0104319,0.00534962,0.12101,0.0264041,2.68782,0.0706558,0.123339,0.144697,18.5043,0.271619,0.239373,0,0.321163402,0.431569,0.0211548,1.1309,1.26132,0,61.3899,9.68795,0.157808,6.342,1.40752,5A,Unit 5A
LP1A-435,49.7,10519.4,25855.8,1.3825,0.00260556,0.0253061,0.126743,0.0385367,2.35352,0.0576436,0.141656,0.101787,21.905,0.198954,0.208854,0.00727223,0.462936306,0.221728,0.0104168,0.947658,1.28843,0.0132232,58.9225,9.38756,0.159257,6.28139,1.46538,5A,Unit 5A
LP1A-439,49.9,10550.9,25458,1.495,0.00895872,0.0175972,0.117864,0.0310846,2.20128,0.0552213,0.0896892,0.0958317,17.3398,0.2664,0.255897,0,0.38528721,0.2834,0.0340904,1.12699,1.18142,0.0032467,62.8255,9.95545,0.158476,6.31359,1.37478,5A,Unit 5A
LP1A-443,50.1,10582.3,25588.3,1.42,0.0164886,0.0204993,0.111233,0.0173575,2.37092,0.0293831,0.0805728,0.0877183,11.462,0.334032,0.280411,0,0.44295735,0.310054,0.0544508,0.865199,1.40775,0,67.5528,10.5841,0.156677,6.3842,1.27986,5A,Unit 5A
LP1A-447,50.3,10613.8,25758.5,1.5225,0.00585547,0.0129455,0.122733,0.011616,2.48956,0.0346387,0.0951434,0.0821386,10.7059,0.305417,0.294655,0,0.341794232,0.356643,0.0937298,1.00172,1.49518,0,67.9819,10.6909,0.157268,6.36161,1.27117,5A,Unit 5A
LP1A-451,50.5,10645.2,26192.5,1.55,0.0217689,0.0136578,0.123511,0.0164363,2.53344,0.0334705,0.11036,0.10747,10.5615,0.349202,0.317094,0,0.356567047,0.294566,0.0578328,0.883358,1.51727,0,68.2366,10.5296,0.154305,6.48159,1.26976,5A,Unit 5A
LP1A-455,50.7,10676.7,26015,1.4675,0.0133312,0.016319,0.131807,0.00832204,2.30404,0.00868344,0.119832,0.101452,15.344,0.307403,0.252661,0.00803194,0.335674984,0.301571,0.0654785,0.872427,1.43369,0.00476032,64.4453,9.86912,0.15318,6.53331,1.34642,5A,Unit 5A
LP1A-459,50.9,10708.1,26535.3,1.535,0,0.0174089,0.125068,0.0207483,2.19808,0.0136034,0.0913569,0.0910924,19.799,0.273631,0.264052,0.0255211,0.504415977,0.293197,0.0339957,0.774989,1.40017,0.00221923,61.1191,9.48964,0.15524,6.44734,1.4169,5A,Unit 5A
LP1A-463,51.1,10726.1,26597.3,1.54,0.013234,0.0156091,0.131242,0.0222006,2.39108,0.0369441,0.0872733,0.103471,17.0758,0.277838,0.321834,0,0.601559024,0.286042,0.053048,0.686161,1.2877,0.00602192,63.4763,9.60822,0.151381,6.61179,1.36895,5A,Unit 5A
LP1A-467,51.3,10730.6,26996.5,1.2825,0.0197478,0.0206937,0.113715,0.00893147,1.98399,0.00860338,0.121805,0.0787579,18.5811,0.307077,0.206772,0,0.452547871,0.259556,0.0155693,0.766253,1.41303,0.00439876,62.6437,9.56963,0.15276,6.54677,1.3852,5A,Unit 5A
LP1A-471,51.5,10735.1,27022,1.4525,0.00673289,0.0174158,0.0922196,0.0160198,1.81198,0.0515683,0.129097,0.105777,13.9912,0.274726,0.259836,0.00198026,0.398314075,0.394126,0.0360644,0.64338,1.4593,0.00297455,66.1898,10.1012,0.152575,6.55532,1.31342,5A,Unit 5A
LP1A-475,51.7,10739.6,26453.8,1.3425,0.0133267,0.0188606,0.121363,0.0142491,1.94344,0.0536847,0.106154,0.0719586,11.248,0.281374,0.263527,0,0.530143708,0.444467,0.030898,0.713359,1.51367,0,68.406,10.5113,0.153693,6.50843,1.26742,5A,Unit 5A
LP1A-479,51.9,10744.1,26865.3,1.4375,0.00510846,0.0162607,0.0914259,0.015767,1.7498,0.0133687,0.117513,0.0950955,16.3719,0.290505,0.222299,0.0138143,0.646738611,0.283975,0,0.654258,1.53521,0,64.4277,9.90763,0.153884,6.50037,1.34776,5A,Unit 5A
LP1A-483,52.1,10748.6,26142.5,1.425,0.0156381,0.0198371,0.0891026,0.0321702,1.56472,0.0430341,0.107135,0.0537165,13.9722,0.298408,0.248198,0,0.528924506,0.351632,0.0891106,0.47365,1.37382,0,66.3775,10.153,0.152937,6.5403,1.30807,5A,Unit 5A
LP1A-487,52.3,10753.1,25872.5,1.4225,0.0110902,0.0138792,0.105916,0.0195796,2.08925,0.0828976,0.141631,0.101368,8.43412,0.335079,0.345812,0.0105033,0.459213421,0.548642,0.039347,0.94485,1.56383,0,69.8138,10.8269,0.15511,6.44977,1.24012,5A,Unit 5A
LP1A-491,52.5,10757.6,26090.8,1.485,0.0121908,0.0304446,0.0891673,0.0459359,2.05757,0.0830585,0.101293,0.0795501,6.83726,0.298441,0.261474,0.0286437,0.847944177,0.436094,0.0152048,0.822088,1.58674,0,71.3136,11.2682,0.158017,6.33085,1.2111,5A,Unit 5A
LP1A-495,52.7,10762.1,27133.5,1.48,0.0114911,0.00418293,0.109535,0.0106192,1.43488,0.0595909,0.112755,0.0715526,14.5193,0.26905,0.217505,0.0121453,0.82530164,0.28513,0.0261883,0.602034,1.45416,0,65.8074,10.3536,0.157325,6.3573,1.31413,5A,Unit 5A
LP1A-499,52.9,10766.6,27276,1.5,0.00689489,0.0319545,0.0893086,0.0202781,1.74469,0.0400082,0.115851,0.0981656,9.81033,0.28037,0.358505,0,0.260606865,0.461296,0.0814578,0.714237,1.57053,0,69.1351,10.7608,0.15569,6.4255,1.2537,5A,Unit 5A
LP1A-503,53.1,10771.1,26866.8,1.4875,0.00748138,0.0347884,0.122527,0.0215696,2.00202,0.0625151,0.11309,0.137873,8.98059,0.325412,0.279303,0.00667903,0.410764759,0.593638,0.0141667,0.703763,1.4824,0.00529775,70.1438,10.4846,0.149402,6.69853,1.24153,5A,Unit 5A
LP1A-507,53.3,10775.6,26932.3,1.425,0.0337098,0.022404,0.129227,0.0196603,2.14709,0.0553027,0.11561,0.127716,9.13289,0.314819,0.276406,0.00202675,0.458199877,0.364225,0.105995,0.99272,1.52152,0,69.3026,10.7817,0.155553,6.42966,1.24929,5A,Unit 5A
LP1A-511,53.5,10780.1,27045,1.5125,0.010551,0.0109131,0.114642,0.0211599,2.72585,0.0396497,0.144291,0.237809,14.6804,0.282257,0.274739,0,0.649457191,0.240962,0.0121159,1.02244,1.3679,0,64.4723,10.0322,0.155732,6.42281,1.34959,5A,Unit 5A
LP1A-515,53.7,10784.6,26569,1.46,0.0098605,0.00899483,0.0959146,0.012582,2.9096,0.0344472,0.109319,0.227275,27.7561,0.285778,0.225027,0,0.620710575,0.154128,0.00406691,1.00396,1.22683,0,53.7115,8.42284,0.156911,6.37436,1.61658,5A,Unit 5A
LP1A-519,53.9,10789.1,26350.8,1.445,0.015448,0.0207451,0.107259,0.0178626,2.21956,0.0637952,0.10482,0.109015,14.3518,0.257191,0.222653,0.0242428,0.419076522,0.254045,0.0537888,0.941374,1.3739,0,65.6318,10.0588,0.153279,6.52891,1.32122,5A,Unit 5A
LP1A-523,54.1,10793.6,26346,1.3975,0.0220394,0.0217706,0.0920858,0.0146856,2.18426,0.0752732,0.108007,0.0625237,11.1885,0.262264,0.305912,0.00198709,0.321570335,0.305573,0.126792,0.98888,1.55466,0,67.5545,10.4851,0.15523,6.44236,1.28206,5A,Unit 5A
LP1A-527,54.3,10798.1,26180.8,1.465,0.0113825,0.014344,0.0946179,0.046366,2.20341,0.142116,0.134502,0.0896279,13.1569,0.322501,0.285779,0,0.427663166,0.261724,0.00709765,1.16473,1.46252,0,65.6747,10.3099,0.157079,6.37212,1.31652,5A,Unit 5A
LP1A-531,54.5,10802.6,23100.8,1.36,0.129959,0.00894394,0.118176,0.419418,3.74769,0.486204,0.185499,0.211909,19.626,0.261602,0.267151,0.00347717,0.216887619,0.273842,0.170022,2.72212,1.46216,0.0411533,55.6624,9.93382,0.179026,5.61151,1.52698,5A,Unit 5A
LP1A-535,54.7,10807,22867.5,1.215,0.147983,0.0142122,0.0695713,0.487614,3.63122,0.57217,0.123236,0.215538,17.7147,0.278997,0.196213,0.00761976,0.661905591,0.150711,0.247493,4.12429,1.28368,0.0178971,56.44,10.3025,0.183553,5.48108,1.50483,5A,Unit 5A
LP1A-539,54.9,10811.5,26410,1.425,0.0334061,0.0182654,0.123483,0.100383,3.01036,0.207341,0.116991,0.0778393,12.3277,0.330778,0.236482,0,0.512940267,0.382769,0.0410917,1.66827,1.34327,0.00514266,64.9439,10.3844,0.159893,6.25908,1.32826,5A,Unit 5A
LP1A-543,55.1,10816,26800.3,1.3675,0.0346803,0.0180584,0.103547,0.0563478,2.37711,0.108026,0.121703,0.0879847,10.9286,0.333152,0.215818,0,0.589890374,0.472284,0.0358758,1.01026,1.46786,0.00399157,67.6225,10.4553,0.154592,6.46976,1.28141,5A,Unit 5A
LP1A-547,55.3,10820.5,27019.3,1.4825,0.00787699,0.00953356,0.100589,0.0547574,1.95068,0.103649,0.109465,0.119255,17.2835,0.287863,0.261053,0.00377,0.993548758,0.280041,0.0810804,1.05124,1.36147,0.00443155,62.6103,9.74348,0.15542,6.43826,1.38745,5A,Unit 5A
LP1A-551,55.5,10825,27356.5,1.3275,0.0157659,0.0203153,0.135844,0.0301455,2.26285,0.132645,0.11483,0.0854031,18.8308,0.267708,0.2068,0,0.689237974,0.25154,0.0273445,1.0786,1.34926,0,60.8205,9.56593,0.157181,6.3651,1.42601,5A,Unit 5A
LP1A-555,55.7,10829.5,27375.3,1.5425,0.0270659,0.019093,0.145989,0.0770887,2.93744,0.149974,0.115523,0.067436,9.46962,0.285543,0.271674,0.00568653,0.7002953,0.418764,0.130444,0.989694,1.35379,0,68.1292,10.327,0.151611,6.59747,1.2748,5A,Unit 5A
LP1A-559,55.9,10834,25503.3,1.4225,0.0391566,0.0507944,0.147619,0.158147,2.92486,0.242094,0.134641,0.0766075,9.96605,0.330959,0.291684,0,0.700729063,0.192154,0.197367,1.54078,1.4019,0,66.6678,10.7225,0.160915,6.21779,1.2927,5A,Unit 5A
LP1A-563,56.1,10838.5,25379.8,1.4725,0.0706883,0.015512,0.198419,0.215304,4.214,0.326356,0.14971,0.120377,12.9261,0.291714,0.170922,0,0.40543077,0.290331,0.150006,2.47937,1.47922,0.0142081,61.9798,10.199,0.164605,6.0772,1.38661,5A,Unit 5A
LP1A-567,56.3,10843,23549.3,1.4275,0.106911,0.0279465,0.113294,0.431381,3.95741,0.388747,0.143766,0.112409,15.4288,0.265441,0.203246,0.00212773,0.466307348,0.270159,0.223999,3.26551,1.39876,0.0349761,58.8499,10.2553,0.174256,5.74107,1.44747,5A,Unit 5A
LP1A-571,56.5,10847.5,23098.3,1.37,0.0707917,0,0.127363,0.350353,4.12609,0.366976,0.154019,0.169822,17.4494,0.257513,0.129846,0,0.382663458,0.22605,0.0618193,2.90999,1.49619,0.0145733,57.9267,10.1776,0.175737,5.69156,1.4687,5A,Unit 5A
LP1A-575,56.7,10852,24039,1.3625,0.0249975,0.00806859,0.135788,0.184939,3.41036,0.275082,0.114556,0.216773,15.1338,0.211913,0.255822,0.0176988,0.461814693,0.156097,0.0576768,2.18358,1.46346,0.00952129,61.8623,10.371,0.167653,5.96723,1.38453,5A,Unit 5A
LP1A-579,56.9,10856.5,25254.5,1.365,0.0410697,0.0144335,0.173726,0.107834,3.59207,0.16295,0.0798984,0.166067,19.2459,0.23815,0.163428,0,0.405067893,0.256429,0.0449422,1.38544,1.19957,0.00922055,59.6346,9.50078,0.159296,6.28262,1.44673,5A,Unit 5A
LP1A-583,57.1,10861,25554,1.3875,0.0196858,0.012326,0.13516,0.0387395,3.16363,0.0716596,0.107726,0.145989,20.8653,0.235073,0.222289,0,0.419195537,0.0788991,0.0431739,1.12193,1.13072,0,59.3764,9.30079,0.156578,6.39697,1.45699,5A,Unit 5A
LP1A-587,57.3,10865.5,26392.3,1.4425,0.0231683,0.0250518,0.183966,0.0371683,3.18634,0.0540051,0.0623651,0.0775921,13.3391,0.295707,0.210825,0,0.248873455,0.11579,0.0384339,0.73347,1.51534,0.00198233,66.2491,9.91188,0.149569,6.68659,1.31617,5A,Unit 5A
LP1A-591,57.5,10870,25601.8,1.38,0,0.00857511,0.181347,0.0203374,3.06554,0.0345198,0.104764,0.0366508,9.0722,0.292213,0.301672,0,0.399637442,0.132578,0.12059,0.862272,1.51094,0,69.5502,10.6515,0.153134,6.53065,1.24744,5A,Unit 5A
LP1A-595,57.7,10874.5,25897.3,1.4925,0.00638424,0.0134477,0.179512,0.0409483,3.79492,0.0549634,0.10289,0.108414,14.3464,0.241785,0.281277,0,0.480645097,0.28301,0.058442,0.973751,1.45493,0,63.7721,9.87023,0.154773,6.4614,1.35886,5A,Unit 5A
LP1A-599,57.9,10879,25029.5,1.4675,0.0174316,0.0110112,0.27694,0.0158489,5.16869,0.0563342,0.124143,0.102709,17.7019,0.279412,0.227941,0.00689118,0.431441734,0.245888,0.0531929,1.00138,1.18078,0,59.6724,9.78745,0.164027,6.09798,1.43968,5A,Unit 5A
LP1A-603,58.1,10883.5,24140,1.4175,0.0111316,0.0293987,0.384651,0.0347405,7.32461,0.0349645,0.155777,0.143913,14.3124,0.211134,0.253277,0.028581,0.2807373,0.129015,0.110609,1.19388,1.18389,0.00520851,59.6386,10.2321,0.171609,5.83066,1.4314,5A,Unit 5A
LP1A-607,58.3,10888,23472,1.42,0.0291658,0.0245235,0.417844,0.024667,8.59377,0.0358075,0.134724,0.250435,14.92,0.296116,0.125795,0,0.322200073,0.214242,0.0898492,1.41765,1.14493,0,58.1527,10.127,0.174116,5.74776,1.46512,5A,Unit 5A
LP1A-611,58.5,10892.5,24800.5,1.4575,0.00565373,0.0039341,0.441507,0.0362812,8.69289,0.0645702,0.130476,0.206481,15.4238,0.230155,0.2198,0,0.131316106,0.137289,0,1.38036,1.10788,0,58.1794,10.0255,0.172395,5.80536,1.46645,5A,Unit 5A
LP1A-615,58.7,10897,24576,1.4275,0.00294246,0.019138,0.32643,0.032706,6.56356,0.0482325,0.138382,0.127908,15.0759,0.316736,0.220247,0.0153662,0.43872246,0.222629,0.0220759,1.1997,1.25116,0.00802761,60.1961,10.2684,0.170607,5.86543,1.41951,5A,Unit 5A
LP1A-619,58.9,10901.5,23136.8,1.4125,0.0230288,0.01339,0.320323,0.0275527,5.81081,0.0434605,0.122029,0.126255,16.2813,0.275117,0.157345,0,0.36116395,0.14062,0.114576,1.18271,1.28086,0.008113,59.9718,10.1752,0.16966,5.89479,1.42572,5A,Unit 5A
LP1A-623,59.1,10906,24037.8,1.345,0.0257438,0.0183703,0.272018,0.0250618,5.74172,0.0418215,0.133122,0.134985,17.2236,0.248359,0.179132,0,0.170300526,0.12496,0.120969,1.3938,1.29734,0,59.1047,9.97521,0.168779,5.93096,1.44762,5A,Unit 5A
LP1A-627,59.3,10910.5,26194,1.4275,0.0184465,0.00753587,0.164281,0.0219781,3.85437,0.0650032,0.102082,0.145495,17.4814,0.279687,0.194073,0,0.27170267,0.124522,0.0600497,1.11486,1.17255,0,61.6273,9.66912,0.156998,6.37704,1.40305,5A,Unit 5A
LP1A-631,59.5,10915,27379,1.4275,0.00584718,0.00327159,0.149961,0.0191246,3.07617,0.0304965,0.119248,0.110015,18.4084,0.28758,0.23448,0.0357547,0.369790081,0.142197,0.0258723,0.781454,1.29851,0.00734161,61.9497,9.72186,0.156941,6.37443,1.39542,5A,Unit 5A
LP1A-635,59.7,10919.5,27205,1.39,0.00288338,0.0224968,0.122886,0.0122054,2.66864,0.0184809,0.112605,0.115313,18.1005,0.293233,0.221219,0,0.248714035,0.19738,0.0418471,0.815125,1.27217,0.00708314,62.6158,9.55476,0.152573,6.56311,1.38723,5A,Unit 5A
LP1A-639,59.9,10924,27641.8,1.4,0.0250273,0.0188714,0.116025,0.00857017,2.46337,0.0340796,0.0910038,0.111467,25.5495,0.221748,0.137696,0.0033937,0.313711655,0.22532,0.00746613,0.660747,1.18191,0.00620722,56.853,8.66728,0.152502,6.56347,1.5265,5A,Unit 5A
LP1A-643,60.1,10928.5,27023,1.3775,0.00781389,0.0159481,0.10849,0.00668242,2.52137,0.0320476,0.0960698,0.143797,23.5213,0.247115,0.16576,0,0.374316773,0.0946109,0.0980214,0.906639,1.17794,0.00181057,57.9311,9.03779,0.156014,6.41209,1.49435,5A,Unit 5A
LP1A-647,60.3,10933,27109.3,1.4,0.00681606,0.0211092,0.0881752,0.00351578,2.70158,0.0444666,0.0976883,0.273903,22.8532,0.185194,0.193933,0,0.269062066,0.12138,0.00667998,0.764255,1.23923,0.00218414,58.7999,8.99305,0.152921,6.53975,1.47568,5A,Unit 5A
LP1A-651,60.5,10937.5,27474.5,1.3625,0.0155284,0.023439,0.100214,0.0151515,2.4562,0.0220979,0.103594,0.104174,21.4143,0.260035,0.155285,0.00747808,0.364967437,0.162137,0.0298175,0.835319,1.29627,0,59.7849,9.22109,0.154261,6.48592,1.45095,5A,Unit 5A
LP1A-655,60.7,10942,27320.3,1.365,0.0096517,0.0246658,0.118502,0.0173335,2.74752,0.0319847,0.114739,0.0805949,19.5763,0.22062,0.0731688,0,0.206686842,0.20475,0.115021,0.895449,1.3039,0,61.1901,9.5061,0.155417,6.4372,1.4154,5A,Unit 5A
LP1A-659,60.9,10946.5,27925.3,1.4025,0.0201559,0.0137939,0.114016,0.0382116,3.15727,0.0714852,0.108716,0.100132,18.0741,0.223192,0.282094,0,0.291623555,0.215186,0.0852457,0.828663,1.23174,0,61.8122,9.60526,0.155376,6.43851,1.40033,5A,Unit 5A
LP1A-663,61.1,10961.7,27714,1.3925,0.00916227,0.0343667,0.120831,0.0069912,2.84542,0.0615162,0.105052,0.0807806,18.2854,0.272049,0.153233,0,0.42318716,0.158766,0.0846114,0.694878,1.21807,0.00183303,62.37,9.50483,0.152466,6.56516,1.39163,5A,Unit 5A
LP1A-667,61.3,10987.6,27646.5,1.47,0.00653699,0.0182483,0.0970752,0.0167985,2.41049,0.0380229,0.113821,0.10042,18.5543,0.269175,0.175078,0,0.117255562,0.259585,0.0112721,0.689811,1.23579,0,62.4506,9.69872,0.155312,6.43882,1.38632,5A,Unit 5A
LP1A-671,61.5,11013.5,27529,1.3475,0.0103227,0.00864242,0.0870826,0.0295907,2.8326,0.0466457,0.0977459,0.0975941,17.945,0.316881,0.191652,0,0.364366506,0.137576,0.0188861,0.772609,1.37308,0,62.9043,9.41382,0.149661,6.68294,1.38291,5A,Unit 5A
LP1A-675,61.7,11039.4,26169.5,1.3825,0.00405035,0.0158685,0.0623256,0.0121406,2.46165,0.040874,0.0892425,0.19225,12.4984,0.305948,0.259322,0,0.554879029,0.196738,0.098646,0.650109,1.4827,0.00808904,67.3877,10.24,0.151925,6.58311,1.28871,5A,Unit 5A
LP1A-679,61.9,11065.3,27183.3,1.4475,0.00782236,0.0220453,0.108006,0.0183965,2.21887,0.035493,0.125149,0.211598,16.5812,0.245632,0.234401,0,0.503486385,0.200409,0.0247852,0.68378,1.25967,0,64.1068,9.72096,0.151656,6.59777,1.35456,5A,Unit 5A
LP1A-683,62.1,11091.2,27717,1.4775,0.00400916,0.0197214,0.112271,0.0122139,2.4203,0.025932,0.0959606,0.143963,19.4659,0.24956,0.162268,0,0.597102298,0.253144,0.0240209,0.50108,1.37841,0.00448647,61.9536,9.33388,0.15072,6.63629,1.40411,5A,Unit 5A
LP1A-687,62.3,11117.1,27888.5,1.4825,0.00598722,0.0236316,0.103915,0.0120439,2.2303,0.0352831,0.100983,0.163031,17.1344,0.247967,0.231232,0,0.571294631,0.0757649,0.117418,0.453893,1.41764,0,63.5624,9.60636,0.151135,6.61771,1.37111,5A,Unit 5A
LP1A-691,62.5,11143,27521.8,1.435,0.0326966,0.0300874,0.112881,0.0242766,2.09053,0.0174887,0.121196,0.161934,22.1705,0.242502,0.164797,0,0.719600891,0.201804,0.052092,0.54155,1.40128,0,59.2924,9.0971,0.153424,6.52072,1.46374,5A,Unit 5A
LP1A-695,62.7,11168.9,27990.8,1.345,0.0184495,0.0183624,0.0997533,0.00966284,1.84188,0.0418353,0.109735,0.212212,22.107,0.250893,0.272859,0.0115055,0.879725134,0.258633,0.0177812,0.473151,1.38915,0,59.6455,9.1815,0.153924,6.49782,1.45311,5A,Unit 5A
LP1A-699,62.9,11194.8,28158.5,1.4125,0.0166751,0.0245225,0.0911085,0.0216065,1.79324,0.0343257,0.103291,0.0376663,15.1047,0.291186,0.149301,0,0.771548105,0.299868,0.0732063,0.518437,1.3552,0.00183824,65.1654,10.1904,0.156428,6.39471,1.32859,5A,Unit 5A
LP1A-703,63.1,11220.7,28083.3,1.3675,0,0.0160336,0.124352,0,2.57784,0.0255496,0.0926896,0.0662054,12.9935,0.296419,0.283407,0.0375491,0.522435934,0.173364,0.0954239,0.588106,1.50718,0,66.4533,10.1601,0.152914,6.54222,1.30822,5A,Unit 5A
LP1A-707,63.3,11246.6,28366,1.485,0.0261059,0.0222813,0.113837,0.021791,2.30249,0.0316704,0.0933877,0.0927963,15.7579,0.282625,0.288636,0,0.626374869,0.293212,0.0656196,0.713263,1.51294,0,64.2077,9.67513,0.150761,6.63739,1.35726,5A,Unit 5A
LP1A-711,63.5,11272.5,27697.3,1.4025,0.0175481,0.0170919,0.114384,0.00685794,2.46393,0.0271381,0.109503,0.146086,13.7712,0.303101,0.227288,0.00458022,0.635698992,0.149294,0.0110724,0.73682,1.26941,0,66.1063,10.0027,0.15131,6.60926,1.31401,5A,Unit 5A
LP1A-715,63.7,11298.4,28319,1.405,0.0139299,0.0122379,0.116724,0.0249687,2.17824,0.0537142,0.112596,0.243268,16.4016,0.270103,0.238353,0,0.468458652,0.237251,0.132145,0.709905,1.47381,0,63.5574,9.68958,0.152472,6.55978,1.36577,5A,Unit 5A
LP1A-719,63.9,11324.3,27294.3,1.4175,0.00308532,0.0328897,0.101414,0.0247459,2.19175,0.0303654,0.119906,0.145642,11.1403,0.267667,0.299018,0.030429,0.430522173,0.249237,0,0.783903,1.56949,0.0023858,68.0947,10.3711,0.15231,6.56614,1.27449,5A,Unit 5A
