SH20M1H_mean_age,LnFe_Mn,SH20M1H_mean_age,LnMn_Ti,SH20M1H_mean_age,LnBr_Ti,SH20M1H_mean_age,LnInc_Coh,SH20M1H_mean_age,LnCa_Ti
2615.9,3.376411404,2615.9,1.310409664,2615.9,1.603265053,2615.9,1.591619458,2615.9,1.093470889
2618.5,3.238613308,2618.5,1.053149915,2618.5,1.450832882,2618.5,1.617327229,2618.5,0.748717032
2619.8,3.242307356,2619.8,1.576550046,2619.8,1.756843204,2619.8,1.631809472,2619.8,1.127599826
2622.3,3.126236701,2622.3,1.483397192,2622.3,1.695132634,2622.3,1.618243307,2622.3,1.089801659
2624.9,3.13074494,2624.9,1.189126296,2624.9,1.437587656,2624.9,1.629285384,2624.9,0.807415274
2627.4,3.17141081,2627.4,1.255506454,2627.4,1.541817725,2627.4,1.617814199,2627.4,0.707467234
2629.9,3.142608971,2629.9,1.788831209,2629.9,1.626829655,2629.9,1.63008676,2629.9,1.294486812
2631.2,3.152287322,2631.2,1.218815377,2631.2,1.264707371,2631.2,1.595084719,2631.2,0.868434711
2633.8,3.216718618,2633.8,1.161132646,2633.8,1.620133202,2633.8,1.62817716,2633.8,0.8001193
2636.3,3.041158263,2636.3,1.906398837,2636.3,1.724580931,2636.3,1.622602247,2636.3,1.279048831
2638.9,3.268273707,2638.9,1.294860155,2638.9,1.323695705,2638.9,1.620868145,2638.9,0.914347097
2641.4,3.242616919,2641.4,1.367602228,2641.4,1.631416819,2641.4,1.60202151,2641.4,0.918756824
2643.9,3.079355426,2643.9,1.943105098,2643.9,1.954278399,2643.9,1.623645149,2643.9,1.400893161
2645.2,3.020078045,2645.2,1.353657432,2645.2,1.12278265,2645.2,1.621556638,2645.2,0.72475252
2647.8,3.103306404,2647.8,1.494428804,2647.8,1.745435398,2647.8,1.618610035,2647.8,1.090347779
2650.3,3.084864255,2650.3,1.192297773,2650.3,1.287854288,2650.3,1.613895317,2650.3,0.599621123
2652.9,3.169685581,2652.9,1.159912815,2652.9,1.279496031,2652.9,1.635293837,2652.9,0.884764478
2655.4,3.073265352,2655.4,1.456090123,2655.4,1.607025366,2655.4,1.567955432,2655.4,0.774116243
2656.7,3.053389316,2656.7,1.284431226,2656.7,1.294356866,2656.7,1.586664891,2656.7,0.684097345
2659.2,2.982430989,2659.2,1.747699479,2659.2,1.908264549,2659.2,1.592184482,2659.2,1.247824687
2661.8,2.985611789,2661.8,1.591088774,2661.8,1.607162599,2661.8,1.603529396,2661.8,1.003302109
2664.3,3.071848951,2664.3,1.388978926,2664.3,1.485993721,2664.3,1.628856529,2664.3,0.896746136
2666.9,3.051128488,2666.9,1.410130809,2666.9,1.527199814,2666.9,1.648484217,2666.9,1.010004742
2669.4,2.973818377,2669.4,1.535139989,2669.4,1.730234236,2669.4,1.632773499,2669.4,0.908855753
2670.7,2.945380789,2670.7,1.624902138,2670.7,1.660081645,2670.7,1.645880032,2670.7,1.205270663
2673.2,2.893541333,2673.2,2.042759975,2673.2,2.133062633,2673.2,1.631850965,2673.2,1.451891644
2675.8,2.99212111,2675.8,1.47881773,2675.8,1.373457214,2675.8,1.625615945,2675.8,0.932485418
2678.3,3.344632264,2678.3,1.463374104,2678.3,1.639743262,2678.3,1.591280515,2678.3,0.900786545
2680.9,3.237280611,2680.9,1.948552159,2680.9,2.392831971,2680.9,1.631559291,2680.9,1.552279499
2682.1,3.135947012,2682.1,2.079441542,2682.1,2.310883896,2682.1,1.630425301,2682.1,1.544899391
2684.7,3.141162927,2684.7,1.459099401,2684.7,1.461517782,2684.7,1.61245699,2684.7,0.932820034
2687.2,3.220948603,2687.2,0.966522857,2687.2,1.299282984,2687.2,1.651486149,2687.2,0.487836106
2689.8,3.003726068,2689.8,1.784406495,2689.8,1.909135422,2689.8,1.605342169,2689.8,1.169313103
2692.3,3.022444137,2692.3,1.391834541,2692.3,1.46889789,2692.3,1.648233076,2692.3,0.925140347
2694.9,3.04770614,2694.9,1.252762968,2694.9,1.667117024,2694.9,1.601378193,2694.9,0.77559085
2696.1,3.046078858,2696.1,1.474155717,2696.1,1.721307808,2696.1,1.638519965,2696.1,0.870353637
2698.7,3.251047338,2698.7,1.138312159,2698.7,1.582921207,2698.7,1.636832531,2698.7,0.558279782
2701.2,3.198619269,2701.2,1.394241423,2701.2,1.770253264,2701.2,1.584322909,2701.2,0.899122928
2703.8,3.176016624,2703.8,1.309618993,2703.8,1.416777378,2703.8,1.609546205,2703.8,0.582481613
2706.3,3.067477537,2706.3,1.816805501,2706.3,1.690817519,2706.3,1.644043257,2706.3,1.061707732
2707.6,3.124496605,2707.6,1.503038436,2707.6,1.024264652,2707.6,1.605651525,2707.6,0.899325198
2710.1,3.118583974,2710.1,1.521289526,2710.1,1.587320107,2710.1,1.615604427,2710.1,0.988611393
2712.7,3.168193549,2712.7,1.305755499,2712.7,1.412727618,2712.7,1.614023483,2712.7,0.939821229
2715.2,3.170203906,2715.2,1.65951425,2715.2,1.674820672,2715.2,1.589111844,2715.2,1.260455314
2717.8,3.209277671,2717.8,1.27083575,2717.8,1.394241423,2717.8,1.5836498,2717.8,0.71420059
2720.3,3.052242131,2720.3,1.302142171,2720.3,0.921004016,2720.3,1.610946508,2720.3,0.693147181
2721.6,2.888954323,2721.6,2.03782666,2721.6,2.385966702,2721.6,1.612292548,2721.6,1.546637011
2724.1,3.102224224,2724.1,1.14363597,2724.1,0.686546497,2724.1,1.594960476,2724.1,0.563368138
2726.7,2.997868149,2726.7,1.606153837,2726.7,1.641698775,2726.7,1.596618421,2726.7,1.141399564
2729.2,2.854004114,2729.2,1.243193517,2729.2,1.536355056,2729.2,1.627456418,2729.2,0.458027438
2731.8,2.64619892,2731.8,1.802015969,2731.8,1.482073035,2731.8,1.606388964,2731.8,0.905927945
2733.1,2.835606008,2733.1,1.516598904,2733.1,1.416753569,2733.1,1.614529399,2733.1,0.884874536
2735.6,3.005998802,2735.6,2.09679018,2735.6,2.14710019,2735.6,1.625855746,2735.6,1.401182974
2738.2,2.827123603,2738.2,1.513294052,2738.2,1.51099784,2738.2,1.60938139,2738.2,0.916290732
2740.7,2.955882661,2740.7,1.520151222,2740.7,1.316184795,2740.7,1.624603677,2740.7,0.84729786
2743.3,3.018755785,2743.3,1.54329811,2743.3,0.943905899,2743.3,1.619538066,2743.3,0.896088025
2745.8,3.057829631,2745.8,1.677646162,2745.8,1.368489736,2745.8,1.643309098,2745.8,1.042145677
2747.1,3.063367731,2747.1,1.510300192,2747.1,1.17432411,2747.1,1.580683544,2747.1,0.987827182
2749.7,3.103312546,2749.7,1.909542505,2749.7,1.652923024,2749.7,1.627236531,2749.7,1.299282984
2752.2,3.261528545,2752.2,1.180052621,2752.2,1.06784063,2752.2,1.593535543,2752.2,0.860201265
2754.8,2.976615055,2754.8,1.501605208,2754.8,1.48412661,2754.8,1.617861467,2754.8,0.752463758
2757.3,2.926639637,2757.3,1.576467893,2757.3,1.699821974,2757.3,1.635755221,2757.3,1.052521181
2758.6,2.964818927,2758.6,1.423237876,2758.6,1.391656304,2758.6,1.614146006,2758.6,0.81925864
2761.2,2.849639655,2761.2,2.170875748,2761.2,1.850295972,2761.2,1.662140091,2761.2,1.314638372
2763.7,2.997106329,2763.7,1.660731207,2763.7,1.632846003,2763.7,1.623731636,2763.7,0.987386654
2766.3,3.004916163,2766.3,1.756668149,2766.3,1.817292771,2766.3,1.640497246,2766.3,1.207415149
2768.8,3.044925908,2768.8,1.649789208,2768.8,1.618222742,2768.8,1.636875774,2768.8,1.088759992
2771.4,3.088306474,2771.4,1.402823663,2771.4,0.911836382,2771.4,1.620878056,2771.4,0.889262059
2772.7,2.987889096,2772.7,1.53087559,2772.7,1.432435517,2772.7,1.599954174,2772.7,0.997358555
2775.2,2.798426209,2775.2,1.866921738,2775.2,1.286543958,2775.2,1.613014749,2775.2,0.972886399
2777.8,2.991770354,2777.8,1.680802399,2777.8,1.775648649,2777.8,1.579522799,2777.8,1.061398692
2780.3,2.978431,2780.3,2.208498654,2780.3,1.882731247,2780.3,1.578973532,2780.3,1.464765977
2782.9,2.967659491,2782.9,1.4713568,2782.9,0.852624105,2782.9,1.627138473,2782.9,0.782492281
2784.2,3.005777802,2784.2,1.772711274,2784.2,1.879032866,2784.2,1.62813963,2784.2,1.066660689
2786.7,2.993251722,2786.7,1.574035985,2786.7,1.513692855,2786.7,1.588465757,2786.7,0.90316144
2789.3,3.013806166,2789.3,1.668203222,2789.3,1.339147583,2789.3,1.653965451,2789.3,1.062894206
2791.8,2.87246548,2791.8,2.179525,2791.8,1.633702534,2791.8,1.614479058,2791.8,1.377483731
2794.4,3.004524676,2794.4,1.338122817,2794.4,0.809829501,2794.4,1.618190401,2794.4,0.702999477
2796.9,3.02129949,2796.9,1.957184226,2796.9,1.550597412,2796.9,1.636645768,2796.9,1.299282984
2798.2,3.174927851,2798.2,1.460114273,2798.2,1.156069344,2798.2,1.572163112,2798.2,0.94803943
2800.8,3.084290405,2800.8,1.802995542,2800.8,1.463726101,2800.8,1.621113732,2800.8,1.052361271
2803.3,3.130252102,2803.3,1.905594612,2803.3,1.879952181,2803.3,1.599860803,2803.3,1.364788156
2805.9,3.049921886,2805.9,1.915373425,2805.9,1.598855803,2805.9,1.597184784,2805.9,1.336846086
2808.4,3.200737634,2808.4,1.386294361,2808.4,1.703596682,2808.4,1.636118854,2808.4,0.801036143
2809.7,2.955541393,2809.7,1.618805662,2809.7,0.716404043,2809.7,1.619892913,2809.7,0.750305594
2812.3,3.168307031,2812.3,1.870164175,2812.3,1.770253264,2812.3,1.589329247,2812.3,1.34834943
2814.8,3.163978442,2814.8,1.4382541,2814.8,0.841567186,2814.8,1.641411142,2814.8,0.719464489
2817.4,3.121846521,2817.4,1.751408174,2817.4,1.606042323,2817.4,1.579647638,2817.4,1.02840803
2819.9,3.035231655,2819.9,1.354908047,2819.9,1.322504623,2819.9,1.618426558,2819.9,0.554788747
2822.5,3.126532338,2822.5,2.182877129,2822.5,2.162438461,2822.5,1.61883372,2822.5,1.454432166
2823.8,3.173265964,2823.8,1.973105892,2823.8,1.412269848,2823.8,1.648741906,2823.8,1.386294361
2826.3,3.070539367,2826.3,2.097887387,2826.3,1.850295972,2826.3,1.608697191,2826.3,1.570387398
2828.9,3.022527416,2828.9,1.594324275,2828.9,1.426115855,2828.9,1.624484717,2828.9,0.832909123
2831.4,3.11189784,2831.4,1.742969305,2831.4,1.825805311,2831.4,1.61723016,2831.4,1.026832606
2834,3.189333195,2834,1.639535944,2834,0.921830912,2834,1.609467071,2834,1.093971909
2835.3,3.347093123,2835.3,1.203972804,2835.3,1.285552791,2835.3,1.620110551,2835.3,0.773189888
2837.8,3.186058306,2837.8,1.630428188,2837.8,1.559738244,2837.8,1.612037452,2837.8,0.980829253
2840.4,3.126804726,2840.4,1.640130859,2840.4,1.583120604,2840.4,1.6131333,2840.4,1.076729577
2842.9,3.120329646,2842.9,1.553348446,2842.9,1.22644566,2842.9,1.624377282,2842.9,0.766172316
2845.5,3.258222633,2845.5,1.561428693,2845.5,1.59685913,2845.5,1.638075929,2845.5,0.83832919
2848,3.125977433,2848,1.56077274,2848,1.086033506,2848,1.621503959,2848,0.821980052
2849.3,3.238999841,2849.3,1.220502106,2849.3,1.365240952,2849.3,1.59903774,2849.3,0.423814247
2851.9,3.131506572,2851.9,1.637281939,2851.9,0.385662481,2851.9,1.635995367,2851.9,1.118030375
2854.4,3.14668636,2854.4,2.058388132,2854.4,1.796378415,2854.4,1.617789941,2854.4,1.260668148
2856.9,3.121393797,2856.9,2.085107279,2856.9,2.073743521,2856.9,1.60254776,2856.9,1.374865665
2859.5,3.250353195,2859.5,1.593088774,2859.5,1.422782654,2859.5,1.62545493,2859.5,0.948208335
2860.7,3.277298955,2860.7,2.01354155,2860.7,1.710298523,2860.7,1.650508118,2860.7,1.042653635
2863.2,3.402106811,2863.2,1.466337069,2863.2,0.870077889,2863.2,1.609618471,2863.2,0.790410486
2865.7,3.188970159,2865.7,1.286576333,2865.7,0.54897739,2865.7,1.610183109,2865.7,0.650587566
2868.3,3.173442795,2868.3,2.426697264,2868.3,2.394643237,2868.3,1.624637945,2868.3,1.671741796
2870.8,3.082459519,2870.8,1.628208015,2870.8,1.119446376,2870.8,1.636445635,2870.8,1.00295117
2873.3,3.047952973,2873.3,1.722079549,2873.3,1.092181398,2873.3,1.60965163,2873.3,0.976009967
2874.6,3.392441209,2874.6,1.229948291,2874.6,1.737692248,2874.6,1.618627654,2874.6,0.505548567
2877.1,3.219941923,2877.1,1.636466585,2877.1,1.206708784,2877.1,1.604460639,2877.1,0.790944924
2879.6,3.178552111,2879.6,1.66603358,2879.6,1.511085134,2879.6,1.62837096,2879.6,1.033229529
2882.1,3.250055868,2882.1,1.389037847,2882.1,1.251191876,2882.1,1.639825572,2882.1,0.756998653
2884.6,3.233449955,2884.6,1.15046565,2884.6,0.914608646,2884.6,1.581367538,2884.6,0.435812264
2885.9,3.218968844,2885.9,1.719979787,2885.9,1.930956599,2885.9,1.60883021,2885.9,1.107233032
2888.4,3.194258099,2888.4,1.38189875,2888.4,1.370824439,2888.4,1.678001424,2888.4,0.625093717
2890.9,3.308642412,2890.9,1.247708198,2890.9,0.937246097,2890.9,1.633870831,2890.9,0.554561017
2893.4,3.252054224,2893.4,1.398415722,2893.4,1.536080128,2893.4,1.638460328,2893.4,0.921156922
2896,3.096003875,2896,1.864232118,2896,1.501896371,2896,1.593798537,2896,0.980829253
2898.5,3.21086215,2898.5,1.423681893,2898.5,1.329975931,2898.5,1.590140007,2898.5,0.702625925
2899.7,3.230326722,2899.7,1.309618993,2899.7,0.921988753,2899.7,1.634484324,2899.7,0.659245629
2902.2,3.176686776,2902.2,1.579447199,2902.2,1.278405399,2902.2,1.603068896,2902.2,0.888639201
2904.8,3.21907885,2904.8,1.33196001,2904.8,1.222077158,2904.8,1.603269266,2904.8,0.63881283
2907.3,3.094938154,2907.3,1.324529767,2907.3,1.252762968,2907.3,1.618801107,2907.3,0.600437782
2909.8,3.133250553,2909.8,1.371964536,2909.8,0.594987416,2909.8,1.618556723,2909.8,0.748497276
2911.1,3.098483755,2911.1,1.577102532,2911.1,1.098612289,2911.1,1.58431439,2911.1,0.715620036
2913.6,2.93587144,2913.6,1.215022641,2913.6,1.034896474,2913.6,1.608701768,2913.6,0.52187546
2916.1,3.115653694,2916.1,1.523765352,2916.1,1.105605324,2916.1,1.638631949,2916.1,0.744440475
2918.6,3.399387836,2918.6,1.382910263,2918.6,1.697349785,2918.6,1.615471941,2918.6,0.637577329
2921.1,3.079942111,2921.1,1.515752428,2921.1,0.721205133,2921.1,1.605870113,2921.1,0.672612578
2923.6,3.17082884,2923.6,1.445610938,2923.6,1.429779473,2923.6,1.640365655,2923.6,0.828066498
2924.9,3.081052776,2924.9,1.665658805,2924.9,1.42180105,2924.9,1.605462694,2924.9,0.869426423
2927.4,2.955113621,2927.4,1.751371408,2927.4,1.16704945,2927.4,1.602924266,2927.4,0.97455964
2929.9,2.975914125,2929.9,1.547119148,2929.9,1.406913648,2929.9,1.636448148,2929.9,0.99247987
2932.5,2.886999073,2932.5,2.091165005,2932.5,1.485029202,2932.5,1.59783617,2932.5,1.342914065
2935,2.82187365,2935,1.851230023,2935,1.141784461,2935,1.631297487,2935,1.068759326
2936.2,2.804603389,2936.2,1.818226042,2936.2,1.234535455,2936.2,1.623797506,2936.2,1.12134054
2938.7,2.934514209,2938.7,1.709172878,2938.7,1.616728346,2938.7,1.610894577,2938.7,0.935615005
2941.3,2.962566364,2941.3,1.573505903,2941.3,1.484274769,2941.3,1.635345957,2941.3,0.898486107
2943.8,2.877349743,2943.8,1.791759469,2943.8,1.547271006,2943.8,1.610848809,2943.8,1.262500144
2946.3,2.934672017,2946.3,1.670498169,2946.3,1.677442642,2946.3,1.61690221,2946.3,0.674455048
2948.8,2.949688335,2948.8,2.270836395,2948.8,2.510615006,2948.8,1.587710137,2948.8,1.59685913
2950.1,2.988447741,2950.1,1.670398612,2950.1,1.589235205,2950.1,1.624471958,2950.1,0.921988753
2952.6,2.846280681,2952.6,1.714108535,2952.6,1.60251747,2952.6,1.600191456,2952.6,0.923163611
2955.1,2.848581374,2955.1,1.90898956,2955.1,1.828393602,2955.1,1.631868655,2955.1,1.237725091
2957.6,2.945878386,2957.6,1.697406685,2957.6,1.179538779,2957.6,1.66008929,2957.6,1.102436385
2960.1,2.991566058,2960.1,1.682032134,2960.1,1.639567654,2960.1,1.641235947,2960.1,0.982298761
2961.4,2.892663815,2961.4,1.546259011,2961.4,1.081459209,2961.4,1.622756946,2961.4,0.883092662
2963.9,2.774238304,2963.9,1.698166028,2963.9,1.251289129,2963.9,1.624106833,2963.9,0.95867851
2966.4,2.940785785,2966.4,1.714028901,2966.4,1.274502955,2966.4,1.641544288,2966.4,1.136352617
2969,2.902060962,2969,1.552867561,2969,1.364176556,2969,1.642431797,2969,0.945849534
2971.5,2.850877659,2971.5,1.990154851,2971.5,1.728701333,2971.5,1.610792926,2971.5,1.410986974
2974,2.813923406,2974,1.584120104,2974,1.367896996,2974,1.653332609,2974,0.796943974
2975.2,2.878628355,2975.2,2.05557406,2975.2,1.635510153,2975.2,1.620610923,2975.2,1.367246166
2977.8,2.725342543,2977.8,2.47388118,2977.8,2.381007055,2977.8,1.630316803,2977.8,1.800493149
2980.3,2.876688363,2980.3,2.090252458,2980.3,2.092937023,2980.3,1.646686264,2980.3,1.301257318
2985,2.970123709,2985,1.658228077,2985,1.145132304,2985,1.63730886,2985,0.958254931
2989.8,2.991616165,2989.8,1.50975923,2989.8,0.976009967,2989.8,1.597268143,2989.8,0.869037847
2992.2,2.946430615,2992.2,1.317975117,2992.2,1.111112451,2992.2,1.631239566,2992.2,0.649766885
2996.9,3.125959603,2996.9,1.280933845,2996.9,1.029619417,2996.9,1.615158118,2996.9,0.762140052
3001.7,3.100462092,3001.7,1.597775973,3001.7,1.254831222,3001.7,1.610909328,3001.7,1.038893054
3006.4,3.010637699,3006.4,1.619729598,3006.4,1.296143264,3006.4,1.595450506,3006.4,0.909370289
3011.2,3.181280383,3011.2,1.684185339,3011.2,1.703390319,3011.2,1.620553604,3011.2,1.015663206
3015.9,3.294167138,3015.9,1.665007764,3015.9,1.599868461,3015.9,1.623919925,3015.9,1.055362305
3018.3,3.102553985,3018.3,1.549923785,3018.3,0.641853886,3018.3,1.612672734,3018.3,0.803495238
3023.1,2.943282984,3023.1,1.494368583,3023.1,0.916290732,3023.1,1.609955444,3023.1,0.590199211
3027.8,2.900149948,3027.8,1.798585434,3027.8,1.866519544,3027.8,1.622123072,3027.8,1.075516574
3032.6,3.029033998,3032.6,1.492242939,3032.6,1.325669739,3032.6,1.634159381,3032.6,0.835463403
3037.3,3.123686588,3037.3,1.755700419,3037.3,1.401798548,3037.3,1.62729045,3037.3,1.047318994
3039.7,3.072590808,3039.7,1.73091781,3039.7,1.282090584,3039.7,1.609506263,3039.7,1.264597426
3044.5,2.99424307,3044.5,1.905088155,3044.5,1.722766598,3044.5,1.620570196,3044.5,1.17557333
3049.2,2.95676782,3049.2,1.905545925,3049.2,1.424034689,3049.2,1.586193199,3049.2,1.108816459
3054,3.048942334,3054,1.563975538,3054,1.021651248,3054,1.632487053,3054,0.875468737
3058.7,2.769548786,3058.7,1.461931775,3058.7,1.012466338,3058.7,1.63843912,3058.7,0.839101093
3063.5,2.831231744,3063.5,1.919811396,3063.5,1.697268626,3063.5,1.633631052,3063.5,1.187443502
3065.9,2.882384809,3065.9,2.470920408,3065.9,1.724748759,3065.9,1.652286368,3065.9,1.558144618
3070.6,2.853289479,3070.6,1.669909734,3070.6,1.161526114,3070.6,1.589204658,3070.6,1.05435728
3075.4,2.932798049,3075.4,1.818286224,3075.4,1.638056718,3075.4,1.630171205,3075.4,1.210403695
3080.1,2.800346536,3080.1,1.766672635,3080.1,1.294356866,3080.1,1.628658495,3080.1,1.112035309
3084.9,2.702466545,3084.9,1.662752971,3084.9,0.112477983,3084.9,1.635235899,3084.9,0.84218276
3087.3,2.953481594,3087.3,1.632545487,3087.3,1.619773922,3087.3,1.628377224,3087.3,0.988913371
3092,3.041785594,3092,1.443063291,3092,1.003924968,3092,1.630671695,3092,0.868434711
3096.8,3.0775833,3096.8,1.93372973,3096.8,1.626245031,3096.8,1.61188741,3096.8,1.235668535
3101.5,2.945833061,3101.5,1.463930329,3101.5,0.886690262,3101.5,1.636035003,3101.5,0.83381451
3106.3,2.941589974,3106.3,1.750165572,3106.3,1.402823663,3106.3,1.616487759,3106.3,0.911836382
3111,3.121785113,3111,2.090023651,3111,1.126586141,3111,1.651520228,3111,1.433056127
3113.4,2.83646264,3113.4,1.795866251,3113.4,1.282304648,3113.4,1.602717191,3113.4,1.102719071
3118.2,3.054443301,3118.2,1.707877985,3118.2,1.436725215,3118.2,1.624271522,3118.2,0.96343751
3122.9,3.127557666,3122.9,1.41706602,3122.9,1.284015512,3122.9,1.618166184,3122.9,0.590868331
3127.7,3.182376787,3127.7,1.135999821,3127.7,0.879429139,3127.7,1.63102904,3127.7,0.475938365
3132.4,2.998772145,3132.4,1.945910149,3132.4,1.406579032,3132.4,1.635700504,3132.4,1.264404544
3134.8,3.006049241,3134.8,1.526550253,3134.8,1.083344817,3134.8,1.598705728,3134.8,0.973701639
3139.6,3.035784741,3139.6,0.808529255,3139.6,0.115382074,3139.6,1.590785145,3139.6,0.140699882
3144.3,3.07526627,3144.3,1.49995368,3144.3,1.325862622,3144.3,1.57381819,3144.3,0.908855753
3149.1,3.159468204,3149.1,1.609437912,3149.1,1.467576995,3149.1,1.589934879,3149.1,1.09322144
3153.8,3.045903567,3153.8,1.660870086,3153.8,1.858898772,3153.8,1.615418305,3153.8,1.126011263
3158.6,3.072840276,3158.6,1.914657606,3158.6,1.339041476,3158.6,1.612084301,3158.6,1.186904896
3161,3.020615914,3161,1.773647719,3161,1.581354944,3161,1.634270345,3161,1.263692039
3165.7,2.94333902,3165.7,1.566008355,3165.7,1.139434283,3165.7,1.608024145,3165.7,0.993251773
3170.5,3.084549414,3170.5,1.379693677,3170.5,1.214444104,3170.5,1.596292291,3170.5,0.822558254
3175.2,2.888038035,3175.2,1.692009066,3175.2,1.465362885,3175.2,1.622747144,3175.2,1.005830555
3180,3.047157138,3180,1.640382716,3180,1.617972815,3180,1.610264458,3180,1.16315081
3182.4,3.167635962,3182.4,1.422474018,3182.4,0.84880049,3182.4,1.591721685,3182.4,0.802709383
3187.1,3.151267921,3187.1,1.25151996,3187.1,0.928391139,3187.1,1.594422286,3187.1,0.735706795
3191.9,3.104608768,3191.9,1.36196226,3191.9,1.066036118,3191.9,1.619485084,3191.9,0.789331104
3196.6,3.040863554,3196.6,1.469291281,3196.6,1.215445205,3196.6,1.602803047,3196.6,0.718464989
3201.4,2.914975305,3201.4,1.927304961,3201.4,1.460114273,3201.4,1.634048907,3201.4,1.00276433
3206.1,3.233235506,3206.1,1.880312867,3206.1,1.714798428,3206.1,1.591463572,3206.1,1.294219682
3208.5,3.097926688,3208.5,1.591365131,3208.5,1.21584238,3208.5,1.563374332,3208.5,0.925206096
3213.3,3.110055098,3213.3,1.246307168,3213.3,0.632804051,3213.3,1.58953507,3213.3,0.719815428
3218,3.080461574,3218,1.496472797,3218,1.087183593,3218,1.586942687,3218,0.860201265
3222.9,3.076109373,3222.9,1.714108535,3222.9,1.58146406,3222.9,1.595711924,3222.9,1.027153325
3227.7,2.908084966,3227.7,1.667007764,3227.7,1.008228227,3227.7,1.629849197,3227.7,0.952658376
3230.1,3.04511899,3230.1,1.594512262,3230.1,1.454875625,3230.1,1.621990653,3230.1,1.073610986
3235,3.104420579,3235,1.606356246,3235,1.237258782,3235,1.575020897,3235,1.00739628
3239.8,3.183468029,3239.8,1.272500451,3239.8,1.670336095,3239.8,1.621451128,3239.8,0.878371497
3244.6,3.208590554,3244.6,1.400346115,3244.6,1.222664937,3244.6,1.590143152,3244.6,0.985535144
3249.5,3.284663565,3249.5,1.339774345,3249.5,1.797801784,3249.5,1.599742797,3249.5,0.597837001
3254.3,3.177569217,3254.3,1.915373425,3254.3,1.468359314,3254.3,1.587225679,3254.3,1.498212277
3256.7,3.143805852,3256.7,1.530082254,3256.7,0.781875296,3256.7,1.606710339,3256.7,0.738495001
3261.6,3.367692105,3261.6,1.470175845,3261.6,1.864080131,3261.6,1.558622972,3261.6,0.09531018
3266.4,3.253249,3266.4,1.440361582,3266.4,1.469182021,3266.4,1.626263503,3266.4,0.933427014
3271.2,3.301956265,3271.2,1.456090123,3271.2,1.346350495,3271.2,1.613613175,3271.2,1.114548881
3276.1,3.286109574,3276.1,1.05144682,3276.1,0.819027426,3276.1,1.637741816,3276.1,0.505935638
3278.5,3.170004645,3278.5,1.820002682,3278.5,1.842531795,3278.5,1.614770126,3278.5,1.134421741
3283.3,3.176186416,3283.3,1.303271025,3283.3,1.087562452,3283.3,1.615765004,3283.3,0.63663497
3288.2,3.20843314,3288.2,1.405902833,3288.2,1.108464585,3288.2,1.619110318,3288.2,0.831616855
3293,3.407055893,3293,1.133098465,3293,1.381017304,3293,1.614244301,3293,0.744440475
3297.9,3.155748073,3297.9,1.311744205,3297.9,1.283484867,3297.9,1.625429021,3297.9,0.842359579
3302.7,3.304711726,3302.7,1.424255123,3302.7,1.482686207,3302.7,1.60783599,3302.7,0.901901994
3305.1,3.246055946,3305.1,1.269518882,3305.1,0.96046195,3305.1,1.620733411,3305.1,0.865563208
3310,3.092228552,3310,1.773647719,3310,1.763148935,3310,1.65054968,3310,0.931558204
3314.8,3.208521399,3314.8,1.437763696,3314.8,1.230381566,3314.8,1.625334877,3314.8,1.005178282
3319.6,3.042235071,3319.6,1.887069649,3319.6,1.737537915,3319.6,1.630122517,3319.6,1.126011263
3324.5,2.999092008,3324.5,1.588034004,3324.5,1.284196491,3324.5,1.610934919,3324.5,0.932627151
3326.9,3.025669267,3326.9,1.596534508,3326.9,1.575536361,3326.9,1.600192004,3326.9,1.054937225
3331.7,3.037152728,3331.7,1.301553133,3331.7,0.912951831,3331.7,1.600608129,3331.7,0.592405611
3336.6,3.081485763,3336.6,1.309063013,3336.6,0.928824468,3336.6,1.587859211,3336.6,0.711004798
3341.4,3.114069172,3341.4,1.411541144,3341.4,1.53393036,3341.4,1.599196418,3341.4,0.753771802
3346.2,3.037013016,3346.2,1.850826701,3346.2,1.526746197,3346.2,1.647874703,3346.2,1.218157439
3351.1,2.958638149,3351.1,1.483286627,3351.1,1.043630154,3351.1,1.603273853,3351.1,0.89885567
3353.5,2.962837011,3353.5,1.78448671,3353.5,1.330413903,3353.5,1.597855384,3353.5,1.108227747
3358.3,3.030967261,3358.3,1.846819246,3358.3,1.816605468,3358.3,1.655970516,3358.3,1.328025453
3363.2,3.005163964,3363.2,1.663228087,3363.2,1.63797422,3363.2,1.591063089,3363.2,1.062894206
3368,3.105963719,3368,1.484734434,3368,1.428494716,3368,1.590800759,3368,0.980829253
3372.9,3.040955782,3372.9,1.389414488,3372.9,1.370546004,3372.9,1.564499557,3372.9,0.782759339
3375.3,3.018546951,3375.3,1.640690456,3375.3,1.799664649,3375.3,1.592483324,3375.3,0.944461609
3380.1,2.919638781,3380.1,1.504077397,3380.1,1.284595895,3380.1,1.630445327,3380.1,0.829622349
3384.9,2.941301229,3384.9,1.633535464,3384.9,1.323380536,3384.9,1.609463576,3384.9,0.986908299
3389.8,2.842756896,3389.8,1.475298432,3389.8,1.126586141,3389.8,1.655010434,3389.8,0.739908946
3394.6,2.970217207,3394.6,1.094773512,3394.6,0.669890318,3394.6,1.608668068,3394.6,0.551371718
3399.5,2.621564172,3399.5,1.656784033,3399.5,2.06417407,3399.5,1.623412188,3399.5,0.834225779
