C:\Data\BAS_sjro\Oct_2017\LP1C    22/11/2017  re-evaluated data (mislabelled as 1B when run)																																																					
peakarea																																																					
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000206.spe	133.5	6.78	1	0.018359	-0.020997	0.007367	0.109368	19127	1.33	20	41	36	8	53	0	105	52	2054	142	5	18	317	13923	25	144	106	0	0	79	210	0	1703	0	638	0	0	0	0	181	290	44	109	26	18	113	146	0	16	131	28	3.27718E+15	30359	5179
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000207.spe	134	6.78	1	0.01836	-0.020997	0.007391	0.109368	19293	1.41	21	40	38	0	61	19	115	83	2235	171	6	40	379	14070	189	120	79	0	0	86	246	0	1922	0	590	0	0	0	18	233	298	9	31	0	20	106	87	0	0	63	12	4.89204E+14	30455	5419
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000208.spe	134.5	6.79	1	0.018363	-0.020997	0.007359	0.109368	18904	1.32	0	12	35	10	36	4	116	70	2103	176	0	37	957	13016	0	198	106	0	0	105	228	85	1801	0	741	0	0	0	0	194	230	40	58	18	48	154	0	4	0	141	13	4.38498E+14	29926	5272
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000209.spe	135	6.79	1	0.018362	-0.020997	0.007341	0.109368	18936	1.4	0	18	7	11	49	19	104	59	1915	185	19	29	2039	12491	102	146	75	0	0	69	179	8	1733	0	828	0	0	0	20	172	269	35	61	50	0	0	0	0	207	64	7	1.19806E+15	30234	5266
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000210.spe	135.5	6.79	1	0.018362	-0.020997	0.007341	0.109368	18850	1.45	16	29	44	0	38	7	91	82	2224	147	0	0	731	12206	108	180	107	0	0	72	135	0	1719	29	856	0	0	0	18	158	282	34	94	63	43	0	0	0	97	52	5	0	30126	5461
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000211.spe	136	6.79	1	0.018364	-0.020997	0.007311	0.109368	18592	1.38	0	0	8	0	16	0	135	71	2005	192	34	19	288	12690	7	106	69	0	0	62	385	107	1732	15	622	0	0	0	0	199	231	0	29	25	0	64	52	0	80	105	8	2.50024E+14	29660	4970
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000212.spe	136.5	6.79	1	0.018365	-0.020997	0.007329	0.109368	18184	1.44	21	19	41	0	0	0	137	71	1617	174	13	10	260	11653	85	94	39	0	0	58	323	72	1720	0	617	0	0	0	0	187	276	67	58	49	0	63	0	0	38	58	0	0	29863	4978
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000213.spe	137	6.8	1	0.018368	-0.020997	0.007376	0.109368	18310	1.29	47	53	34	9	37	6	133	40	1495	154	0	15	352	11693	84	115	115	0	0	117	277	0	1847	0	649	0	0	0	0	132	258	4	40	0	0	85	84	9	90	63	0	0	30170	5222
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000214.spe	137.5	6.8	1	0.018369	-0.020997	0.007353	0.109368	18959	1.4	0	17	42	20	53	10	102	78	2278	273	0	35	291	13014	12	143	79	0	0	85	334	26	1701	0	966	0	0	0	0	203	223	22	31	0	0	0	35	0	39	111	0	6.40872E+14	30304	5240
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000215.spe	138	6.8	1	0.018371	-0.020997	0.00731	0.109368	18060	1.34	0	0	43	0	46	24	124	86	2006	158	21	8	474	10798	49	163	94	0	0	0	294	0	1726	0	573	0	0	19	8	148	260	0	67	0	0	14	0	0	98	68	13	0	29478	4824
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000216.spe	138.5	6.81	1	0.018372	-0.020997	0.007334	0.109368	18284	1.4	0	0	26	0	29	7	103	74	1817	199	0	34	319	10800	70	148	70	0	0	90	339	126	1844	0	872	0	0	0	0	187	222	30	51	38	0	88	0	20	172	59	12	0	30232	5156
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000217.spe	139	6.82	1	0.018372	-0.020997	0.007374	0.109368	19142	1.35	0	34	26	28	32	7	123	76	1947	158	36	29	322	12923	0	163	108	0	0	75	125	112	1782	0	810	0	0	0	17	226	246	0	0	92	0	77	0	0	84	115	0	0	31089	5263
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000218.spe	139.5	6.82	1	0.018373	-0.020997	0.007356	0.109368	19201	1.38	8	15	23	17	46	0	126	88	2104	205	0	0	311	12991	0	142	69	0	0	48	240	5	1944	0	772	0	8	0	0	209	266	46	0	54	5	120	22	0	61	118	15	0	31235	5277
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000219.spe	140	6.83	1	0.018373	-0.020997	0.007314	0.109368	19148	1.35	0	16	25	15	22	0	111	99	2084	241	14	23	329	13387	33	171	114	0	0	0	196	143	1883	0	639	0	0	0	0	206	264	0	73	0	0	56	23	0	0	119	6	0	31086	5430
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000220.spe	140.5	6.82	1	0.018375	-0.020997	0.007297	0.109368	18210	1.54	0	11	27	0	22	5	132	92	1928	191	6	0	322	13079	29	130	103	0	76	133	120	130	1710	0	579	0	18	0	0	159	222	0	5	0	23	0	0	51	85	85	0	8.10951E+14	29016	4920
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000221.spe	141	6.82	1	0.018368	-0.020997	0.00721	0.109368	18214	1.23	0	0	34	12	36	15	111	86	1800	163	0	39	284	11736	75	174	70	12	0	118	146	4	1728	0	823	0	29	0	0	218	205	11	0	37	0	30	12	0	12	64	16	0	29356	5100
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000222.spe	141.5	6.82	1	0.018369	-0.020997	0.007226	0.109368	18355	1.29	18	41	50	13	27	18	126	67	1848	186	18	16	400	12527	0	140	65	0	0	7	198	154	1720	0	769	0	0	0	5	200	221	0	0	38	0	92	81	26	122	75	23	3.3037E+15	29712	5002
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000223.spe	142	6.82	1	0.018367	-0.020997	0.007276	0.109368	18674	1.39	5	8	35	6	44	15	114	42	2319	201	12	16	363	13592	58	124	54	0	31	122	284	0	1767	0	513	0	0	0	13	258	221	0	0	51	0	0	34	0	0	79	21	0	29600	5196
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000224.spe	142.5	6.82	1	0.018367	-0.020997	0.00732	0.109368	18019	1.38	0	21	30	5	41	11	107	70	1935	158	0	0	313	11744	0	149	58	0	0	98	387	49	1833	0	580	12	6	0	39	152	241	12	96	65	0	87	14	44	30	144	9	2.79135E+13	29609	4941
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000225.spe	143	6.81	1	0.018367	-0.020997	0.007264	0.109368	18300	1.38	35	13	60	6	26	18	111	86	2013	186	30	21	420	13631	0	203	59	0	47	46	184	163	1728	0	549	0	0	0	0	198	283	0	28	0	0	0	96	0	64	99	8	1.0484E+15	29542	5019
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000226.spe	143.5	6.82	1	0.018365	-0.020997	0.007325	0.109368	17874	1.29	0	0	68	25	37	5	104	108	1927	182	19	15	483	13395	20	169	154	0	0	11	157	113	1675	0	483	0	0	0	0	82	240	0	91	0	0	197	0	0	33	133	19	1.27716E+15	28787	4767
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000227.spe	144	6.82	1	0.018365	-0.020997	0.00734	0.109368	17878	1.31	9	43	22	11	22	0	118	70	2001	136	13	0	358	14314	0	142	86	0	57	30	312	0	1569	0	687	0	0	0	32	186	219	0	81	24	0	0	58	21	120	188	14	1.95979E+14	28278	4765
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000228.spe	144.5	6.82	1	0.018368	-0.020997	0.00737	0.109368	17225	1.22	0	6	42	10	36	13	111	38	1850	154	22	8	267	12666	34	144	40	30	25	0	303	0	1613	0	806	0	0	7	0	181	247	0	29	0	0	13	0	0	137	46	8	3.66427E+14	28183	4865
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000229.spe	145	6.82	1	0.018369	-0.020997	0.007382	0.109368	16694	1.37	0	0	20	5	31	13	127	56	1598	142	0	20	200	10825	0	146	71	0	0	0	206	0	1563	22	807	0	12	0	27	126	232	0	0	0	0	22	93	94	40	155	7	1.92354E+13	27919	4716
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000230.spe	145.5	6.82	1	0.018365	-0.020997	0.007465	0.109368	16398	1.27	8	7	45	8	48	0	145	70	1452	153	19	0	272	9030	104	116	105	0	0	108	101	82	1443	21	791	0	9	0	0	131	123	33	23	42	33	0	0	47	85	54	15	0	27521	4705
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000231.spe	146	6.81	1	0.018365	-0.020997	0.007427	0.109368	16216	1.27	33	49	37	13	33	8	135	23	1292	100	15	0	271	9571	31	126	77	61	0	22	224	93	1571	0	574	0	6	0	0	156	145	5	36	39	0	92	84	46	0	58	0	2.79055E+15	27635	4764
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000232.spe	146.5	6.81	1	0.018364	-0.020997	0.00733	0.109368	15737	1.22	0	23	14	6	39	14	108	52	949	108	12	9	213	8107	36	121	37	0	0	142	113	0	1428	0	716	0	0	0	18	121	150	22	36	26	15	81	62	0	0	46	23	0	27189	4501
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000233.spe	147	6.8	1	0.018365	-0.020997	0.007353	0.109368	16185	1.38	0	17	12	13	33	17	157	43	1210	106	19	0	327	8574	0	101	72	0	0	84	108	0	1580	0	585	8	8	0	0	116	213	26	72	0	22	83	0	0	66	106	19	0	27601	4779
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000234.spe	147.5	6.79	1	0.018367	-0.020997	0.007394	0.109368	16130	1.33	18	16	28	5	40	8	124	42	1473	73	0	0	286	9390	86	161	52	0	0	36	157	34	1671	0	666	0	0	0	17	142	205	0	5	0	0	67	79	0	0	0	0	1.37834E+15	27483	4845
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000235.spe	148	6.78	1	0.018363	-0.020997	0.007451	0.109368	16546	1.23	0	19	9	0	36	5	134	42	1256	100	0	5	302	10297	72	122	93	13	0	7	147	86	1740	0	677	0	0	0	0	87	145	0	49	67	16	76	65	0	0	59	14	0	28176	4766
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000236.spe	148.5	6.78	1	0.018364	-0.020997	0.007468	0.109368	17515	1.29	0	20	36	5	22	0	113	33	1733	108	12	29	264	13109	0	94	90	0	0	0	216	40	1720	47	749	0	0	0	8	168	234	0	54	36	0	118	5	0	0	151	18	1.0809E+15	28710	4739
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000237.spe	149	6.79	1	0.018364	-0.020997	0.007489	0.109368	17855	1.3	0	29	58	37	28	0	129	70	1760	182	0	56	454	12121	73	107	78	0	0	7	261	0	1840	0	762	0	0	0	24	171	227	0	66	0	0	7	47	134	45	73	17	1.77508E+14	28969	5371
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000238.spe	149.5	6.79	1	0.018361	-0.020997	0.007535	0.109368	17902	1.25	0	12	19	9	27	9	115	61	1916	175	27	20	416	11481	49	183	106	0	0	6	266	71	1937	82	722	0	0	15	0	153	314	0	69	23	0	39	162	59	6	115	19	0	29494	5145
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000239.spe	150	6.8	1	0.018361	-0.020997	0.007407	0.109368	17340	1.24	0	18	23	0	28	8	110	88	1748	155	0	5	331	11139	100	163	43	20	0	89	256	83	1571	0	733	0	0	0	6	199	192	0	66	41	0	72	28	0	0	43	22	0	27938	4822
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000240.spe	150.5	6.8	1	0.018361	-0.020997	0.007248	0.109368	16744	1.23	0	9	21	20	27	15	148	58	1575	141	26	8	272	10477	0	144	19	30	0	143	277	0	1495	0	609	0	13	0	5	198	192	0	42	72	0	130	0	0	75	113	0	3.37122E+15	26999	4911
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000241.spe	151	6.81	1	0.018359	-0.020997	0.007248	0.109368	16181	1.15	0	0	0	0	49	0	124	44	1558	149	6	35	232	10150	49	162	111	0	0	10	202	61	1469	0	557	0	0	0	0	136	201	0	29	0	0	22	104	0	71	79	17	4.16387E+14	26373	4474
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000242.spe	151.5	6.81	1	0.018359	-0.020997	0.007286	0.109368	16041	1.16	7	0	58	0	25	0	141	51	1505	141	18	0	270	10922	112	108	121	0	0	0	275	43	1507	0	584	0	0	0	0	115	267	0	105	40	0	0	128	19	27	35	7	0	25357	4255
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000243.spe	152	6.8	1	0.01836	-0.020997	0.007286	0.109368	16217	1.23	0	0	37	0	19	9	114	64	1949	204	6	24	705	12075	62	152	112	0	0	0	290	158	1482	0	723	0	0	0	21	187	267	0	99	0	0	109	68	11	11	83	0	0	25421	4482
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000244.spe	152.5	6.8	1	0.018361	-0.020997	0.007266	0.109368	15516	1.2	0	19	60	0	44	0	124	37	2028	181	0	12	632	12386	59	168	63	0	0	64	305	19	1510	36	628	0	7	0	12	154	229	0	40	0	0	88	0	78	71	121	23	3.0079E+15	23948	4137
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000245.spe	153	6.79	1	0.018363	-0.020997	0.0073	0.109368	15038	1.18	0	29	42	7	17	0	124	45	1910	153	0	30	226	11719	100	141	116	0	0	117	163	50	1431	0	580	7	0	0	16	194	204	0	0	0	0	130	0	0	61	63	0	0	23409	4007
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000246.spe	153.5	6.79	1	0.018361	-0.020997	0.007339	0.109368	14850	1.29	40	7	55	0	18	6	114	32	1748	117	0	12	202	11970	40	118	119	0	0	50	258	11	1480	0	660	0	0	0	12	166	251	0	44	29	0	159	35	54	41	96	26	2.13833E+15	22876	3855
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000247.spe	154	6.79	1	0.018359	-0.020997	0.007398	0.109368	14787	1.21	14	36	41	0	41	0	134	35	1803	172	10	0	287	13306	39	168	67	0	0	6	260	0	1353	0	565	0	0	0	0	178	174	0	48	0	0	41	50	43	0	60	23	0	22718	4006
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000248.spe	154.5	6.79	1	0.018357	-0.020997	0.007398	0.109368	15418	1.17	14	22	42	0	26	0	117	43	2010	155	14	15	260	14302	0	179	143	0	41	87	158	80	1462	0	580	0	0	0	21	168	261	7	83	47	0	0	47	36	27	188	10	1.8629E+15	23448	4167
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000249.spe	155	6.79	1	0.018355	-0.020997	0.007398	0.109368	15796	1.11	0	21	30	0	19	4	126	67	2004	209	6	23	211	14661	180	164	74	0	0	92	193	35	1436	0	604	0	0	0	11	158	267	0	41	0	0	23	15	0	15	75	0	5.75453E+14	23679	4274
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000250.spe	155.5	6.78	1	0.018357	-0.020997	0.007358	0.109368	16230	1.29	0	0	44	0	26	0	104	45	1831	164	0	10	224	12390	72	93	62	0	0	29	212	112	1429	0	538	0	0	0	6	172	247	4	32	60	0	189	81	0	21	74	17	9.87603E+14	25570	4563
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000251.spe	156	6.78	1	0.01836	-0.020997	0.007358	0.109368	16280	1.21	13	10	38	6	25	5	124	57	1483	143	0	0	181	10965	65	184	101	0	0	67	297	86	1362	0	660	0	0	0	8	177	219	60	53	44	0	124	100	84	0	96	6	7.71841E+14	26162	4612
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000252.spe	156.5	6.78	1	0.018359	-0.020997	0.007358	0.109368	17230	1.23	0	16	31	0	54	12	87	62	1804	194	23	22	315	12209	75	142	85	0	69	0	217	0	1500	0	891	0	4	0	0	209	301	0	24	0	0	0	93	0	71	84	7	0	27526	4908
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000253.spe	157	6.78	1	0.018361	-0.020997	0.007367	0.109368	18246	1.35	4	15	57	0	46	0	109	95	2029	230	36	23	326	13739	0	189	102	0	0	0	369	89	1851	0	755	0	0	0	0	169	303	24	71	0	0	15	60	0	98	188	0	0	28752	4855
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000254.spe	157.5	6.79	1	0.018362	-0.020997	0.007318	0.109368	18702	1.33	5	16	33	0	42	0	95	75	2104	255	15	11	284	14593	0	183	133	0	0	0	326	44	1719	0	732	0	9	0	0	158	291	0	75	31	0	167	76	91	0	183	20	1.21106E+15	29379	4888
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000255.spe	158	6.8	1	0.018363	-0.020997	0.007318	0.109368	18802	1.31	0	24	62	6	27	11	127	92	2244	261	29	53	270	15482	67	173	95	0	0	11	205	97	1689	0	478	0	0	0	0	233	264	33	41	90	0	51	0	0	11	110	0	2.57289E+15	28833	4942
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000256.spe	158.5	6.81	1	0.018362	-0.020997	0.007235	0.109368	18231	1.36	15	27	40	0	35	14	96	63	1963	231	32	46	263	15123	50	136	61	0	0	15	335	83	1600	0	820	0	0	0	9	199	271	0	0	0	0	77	137	0	0	83	6	2.64505E+15	28039	4907
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000257.spe	159	6.83	1	0.01836	-0.020997	0.007143	0.109368	17988	1.31	39	43	27	16	41	17	102	59	1940	204	21	23	248	13798	16	146	107	0	0	58	286	120	1680	0	600	0	0	0	33	210	257	0	45	58	0	208	95	0	51	96	24	3.34064E+14	27941	4701
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000258.spe	159.5	6.83	1	0.018361	-0.020997	0.007143	0.109368	17662	1.39	9	39	11	0	23	0	90	92	1908	163	13	0	407	12371	124	144	148	0	0	135	173	0	1497	0	706	0	0	0	17	171	282	0	35	0	0	84	0	0	10	61	19	1.04562E+15	27274	4751
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000259.spe	160	6.83	1	0.018364	-0.020997	0.007125	0.109368	16885	1.29	56	48	36	23	32	0	108	61	1762	170	21	14	334	10373	74	138	107	0	0	0	255	0	1535	0	652	0	0	0	0	224	194	0	38	72	0	0	32	0	75	61	15	1.11657E+15	27124	4685
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000260.spe	160.5	6.83	1	0.018361	-0.020997	0.007231	0.109368	17143	1.21	0	0	22	0	7	18	110	79	1784	206	20	27	397	11652	46	143	99	0	35	0	183	0	1543	0	745	0	0	0	0	125	268	0	94	0	0	0	35	47	44	87	0	0	27133	4820
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000261.spe	161	6.83	1	0.018361	-0.020997	0.007184	0.109368	17028	1.22	0	8	49	6	28	0	107	61	1592	206	16	30	397	9849	67	150	96	0	0	82	73	0	1543	0	696	0	0	0	0	132	190	0	89	54	38	35	0	50	72	75	21	0	27588	4687
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000262.spe	161.5	6.83	1	0.018359	-0.020997	0.007201	0.109368	17238	1.21	0	5	36	18	33	12	105	55	1814	192	13	37	298	10988	86	130	146	0	0	68	266	69	1525	0	641	0	4	0	0	221	289	8	42	5	0	133	37	0	75	89	0	0	27424	4729
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000263.spe	162	6.83	1	0.01836	-0.020997	0.007189	0.109368	17336	1.26	0	18	7	0	55	5	106	49	1709	199	0	13	359	10610	77	137	68	0	0	0	348	0	1386	0	786	0	0	0	0	242	256	28	44	32	0	45	15	48	122	92	8	7.93894E+14	27835	4916
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000264.spe	162.5	6.82	1	0.01836	-0.020997	0.007189	0.109368	17736	1.26	18	53	27	28	35	10	114	47	1909	115	0	40	340	10368	43	133	57	0	10	35	154	27	1633	0	667	0	0	0	45	231	217	0	0	0	0	0	17	0	0	96	0	0	28469	4830
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000265.spe	163	6.83	1	0.018359	-0.020997	0.007165	0.109368	17942	1.3	24	34	48	21	55	6	102	64	1966	132	13	32	228	11061	44	194	113	0	0	112	250	39	1586	0	692	0	0	0	0	165	249	0	72	21	0	90	0	5	0	85	11	2.12212E+15	28694	5197
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000266.spe	163.5	6.84	1	0.018356	-0.020997	0.007162	0.109368	17377	1.16	0	14	14	8	47	8	127	38	1651	151	17	8	156	9273	77	130	77	0	0	95	173	49	1489	0	611	0	0	0	0	218	197	0	40	0	4	50	0	0	82	47	21	4.34419E+14	28177	5146
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000267.spe	164	6.84	1	0.018358	-0.020997	0.007199	0.109368	17796	1.35	13	23	41	12	37	0	100	33	1898	159	11	19	231	11260	109	87	78	0	0	76	144	0	1494	5	587	0	0	0	0	131	323	0	112	28	0	136	0	0	38	86	7	3.75017E+14	28409	4958
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000268.spe	164.5	6.84	1	0.018361	-0.020997	0.007263	0.109368	17813	1.26	24	15	52	0	40	6	117	48	1678	204	9	23	216	11545	69	208	37	0	0	49	234	99	1627	68	650	0	0	0	26	224	300	0	7	0	0	10	18	0	104	102	23	0	28584	4887
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000269.spe	165	6.84	1	0.018361	-0.020997	0.007305	0.109368	18188	1.27	7	43	27	0	26	4	125	19	1801	124	0	0	222	10819	83	102	52	0	0	73	314	0	1677	0	685	0	0	0	0	227	269	21	50	0	0	68	0	22	0	41	12	2.18819E+15	29206	5137
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000270.spe	165.5	6.84	1	0.01836	-0.020997	0.00733	0.109368	18498	1.3	43	17	46	13	11	0	76	64	1758	226	26	15	206	10542	67	128	125	0	34	104	318	116	1824	0	635	0	0	0	0	189	334	0	17	0	0	0	9	0	141	73	10	7.12233E+14	29785	5330
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000271.spe	166	6.84	1	0.018357	-0.020997	0.00729	0.109368	18799	1.19	15	26	43	12	15	0	112	69	1803	153	20	18	259	11508	121	200	94	0	0	157	196	0	1574	0	798	0	0	0	15	209	313	32	15	59	0	0	10	0	67	101	16	0	30342	5283
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000272.spe	166.5	6.85	1	0.018359	-0.020997	0.007259	0.109368	18615	1.35	0	15	38	0	13	0	98	59	1856	211	22	25	300	12548	0	187	110	0	0	82	263	94	1761	0	853	0	0	0	0	197	264	0	116	13	0	59	0	107	82	146	10	2.89761E+14	29792	5196
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000273.spe	167	6.85	1	0.018359	-0.020997	0.007217	0.109368	18787	1.34	0	15	16	0	22	0	105	60	1969	196	19	11	270	13091	117	183	135	0	0	0	338	0	1928	0	815	6	0	0	59	192	258	45	83	58	0	135	175	0	0	135	0	3.41848E+14	29552	5331
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000274.spe	167.5	6.85	1	0.018361	-0.020997	0.007254	0.109368	18627	1.3	0	19	52	0	20	0	101	78	2006	207	13	30	219	11964	76	143	88	0	0	37	231	0	1778	0	648	0	0	13	47	206	303	0	43	0	13	59	35	0	0	81	9	0	29608	5324
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000275.spe	168	6.85	1	0.018364	-0.020997	0.007224	0.109368	18281	1.22	56	31	35	9	51	4	108	36	1947	218	0	5	191	10354	70	131	130	0	0	78	240	14	1537	0	761	0	0	0	4	283	277	0	86	0	51	176	0	0	58	55	0	6.2752E+14	29313	5146
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000276.spe	168.5	6.86	1	0.018363	-0.020997	0.007251	0.109368	17858	1.26	23	41	28	15	38	6	125	46	1643	172	33	10	242	9599	45	140	19	0	17	46	271	16	1523	0	822	0	0	0	27	225	310	0	13	0	0	0	78	0	70	91	0	4.93894E+14	29354	5209
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000277.spe	169	6.86	1	0.018363	-0.020997	0.007237	0.109368	18172	1.29	0	51	55	31	34	16	123	71	1620	261	29	37	220	9895	34	182	119	0	25	0	132	80	1569	0	659	0	0	0	0	193	244	9	123	43	0	8	61	30	105	53	0	0	29679	5044
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000278.spe	169.5	6.85	1	0.018363	-0.020997	0.007218	0.109368	18273	1.31	0	0	30	24	26	0	133	74	1642	154	21	36	333	9690	35	170	0	0	0	41	212	153	1531	0	698	0	0	0	16	275	267	0	0	8	0	52	73	106	108	93	0	0	29718	5169
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000279.spe	170	6.85	1	0.018361	-0.020997	0.007218	0.109368	18411	1.27	11	0	22	0	23	0	78	61	1823	238	0	34	460	10007	61	169	178	0	0	87	194	48	1587	0	558	0	0	0	9	218	316	27	25	14	50	19	0	0	161	118	0	6.69086E+14	29715	5103
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000280.spe	170.5	6.85	1	0.018359	-0.020997	0.007257	0.109368	18509	1.23	0	21	44	4	39	11	125	69	1884	302	14	31	275	11207	22	158	196	0	70	258	163	164	1645	0	666	0	0	5	18	211	257	0	0	11	64	0	22	0	51	115	0	8.90864E+14	29525	5244
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000281.spe	171	6.85	1	0.018361	-0.020997	0.007246	0.109368	18522	1.33	0	4	34	0	37	6	104	62	1870	261	39	45	270	11606	11	138	133	0	0	139	170	84	1593	0	589	0	0	0	0	271	253	25	11	0	0	30	49	0	13	95	12	1.5381E+15	29253	5199
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000282.spe	171.5	6.85	1	0.018363	-0.020997	0.007246	0.109368	18308	1.26	11	46	37	14	35	0	106	44	1936	257	5	37	451	11150	100	154	133	0	0	17	308	33	1591	0	732	0	0	0	20	149	312	10	69	0	0	41	157	0	69	55	15	0	28958	5065
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000283.spe	172	6.85	1	0.018362	-0.020997	0.007226	0.109368	18530	1.3	30	48	65	10	51	6	114	80	1941	270	0	28	381	12706	0	162	141	0	0	147	370	120	1706	0	807	0	0	0	5	206	288	0	97	36	0	38	60	0	0	149	0	5.73367E+13	29338	5113
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000284.spe	172.5	6.85	1	0.018361	-0.020997	0.007168	0.109368	18609	1.29	0	22	65	0	24	7	119	65	1980	350	14	33	244	13193	91	207	132	0	0	79	254	111	1709	0	721	0	0	0	25	225	239	72	62	99	0	141	86	59	115	52	0	1.60818E+15	29167	5054
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000285.spe	173	6.85	1	0.018358	-0.020997	0.00712	0.109368	18384	1.2	27	47	57	28	52	7	117	88	1755	308	0	31	299	11393	78	199	64	0	0	97	329	157	1561	0	798	0	0	0	0	171	253	52	70	62	0	121	81	63	112	81	12	0	29104	5237
